 	a66	a87	a23	a83	a9	a50	a62	a31	a12	a62	a21	a85	a6	a36	a37	a0	a31	a0	a75	a47	a37	a92	a56	a75	a6	a37	a26	a57	a87	a23	a97	</S>
la	0.0339283	0.0349801	0.0252412	0.017192	0.0145813	0.0154403	0.0107973	0.0157995	0.0133078	0.0195925	0.0412377	0.0225468	0.0271529	0.0207393	0.0362377	0.0409367	0.037637	0.0461129	0.0299833	0.0397312	0.0294236	0.0349514	0.0357264	0.0353632	0.0412178	0.0320181	0.0340188	0.0366992	0.0338563	0.0373782	0.0487937	0.0573775
mou-	0.00334329	0.0152487	0.0276759	0.056675	0.0476973	0.055151	0.0628633	0.0722732	0.051312	0.077959	0.134915	0.083815	0.138528	0.0734955	0.0501556	0.016961	0.007236	0.00646561	0.00473215	0.00177908	0.00170354	0.00103391	0.000880658	0.000603152	0.00122662	0.000699163	0.000976601	0.00110977	0.00107066	0.000609199	0.0011857	0.000619621
che	0.0584428	0.0309001	0.0301559	0.031784	0.0439371	0.0651994	0.0273568	0.0317622	0.0260191	0.0477991	0.0876905	0.0572557	0.071618	0.036916	0.0308487	0.0359081	0.0246017	0.0333343	0.0130059	0.0220897	0.0302483	0.0141732	0.0111523	0.0146271	0.0234093	0.0214896	0.0243152	0.0100433	0.0126605	0.010888	0.0178706	0.00249738
dépose	0.0550739	0.0442402	0.0340854	0.0504395	0.0770476	0.071075	0.0651675	0.0367924	0.0363595	0.0296897	0.0275303	0.0218816	0.0254201	0.0351317	0.0656271	0.0583122	0.0828992	0.0323643	0.0245078	0.0314169	0.0201079	0.0118194	0.00858133	0.00849555	0.00992843	0.0103282	0.00904129	0.00485316	0.0036443	0.004362	0.00214152	0.00163525
les	0.0344981	0.0257146	0.0215512	0.0227181	0.033046	0.0279053	0.0462501	0.0247431	0.0350599	0.0276084	0.0221822	0.0173436	0.024405	0.0156025	0.0246282	0.029959	0.0264903	0.0299752	0.0218417	0.0269791	0.0572645	0.0662912	0.0365774	0.0315832	0.036797	0.0414631	0.0478034	0.0348064	0.0243826	0.0321385	0.0281558	0.0242353
asticots	0.0303183	0.0208717	0.0194655	0.0208924	0.0335386	0.0423168	0.0497679	0.0407604	0.0458578	0.0195315	0.0153447	0.00589854	0.011115	0.00552738	0.0122533	0.0145509	0.0102751	0.0180164	0.0150333	0.0215887	0.034342	0.0414458	0.0270038	0.0276868	0.0600844	0.0667349	0.0952602	0.0628819	0.0344909	0.0508736	0.0295466	0.0167249
sur	0.0360215	0.0273296	0.0210097	0.0122631	0.00913662	0.00963634	0.0109334	0.0128706	0.0229233	0.0169653	0.0186723	0.010646	0.0129214	0.00876338	0.0124588	0.00910097	0.0109589	0.0100824	0.0141246	0.0210851	0.0202536	0.0311487	0.0412447	0.0601577	0.0811662	0.0769722	0.0811188	0.0720333	0.0583252	0.0443394	0.0581566	0.0671801
la	0.029392	0.0265198	0.0250503	0.0237714	0.0199953	0.0163976	0.0184533	0.0225841	0.0242059	0.0234522	0.0310777	0.0203713	0.0214369	0.0100855	0.0126507	0.00582913	0.00988968	0.0118318	0.015389	0.0221952	0.0355723	0.0402519	0.0471632	0.0547073	0.0586676	0.0467788	0.046766	0.0477787	0.0605007	0.0442685	0.0640295	0.0629369
viande	0.0374237	0.0263005	0.0206388	0.0188158	0.0164777	0.0136496	0.016064	0.0203274	0.0245392	0.0241486	0.0346802	0.0236109	0.019299	0.0133532	0.0180859	0.00971098	0.0156488	0.016282	0.021877	0.0273293	0.0296942	0.0550285	0.0509008	0.0555636	0.0599119	0.103116	0.0766319	0.0307691	0.0374428	0.0325208	0.0356658	0.0144919
</S>	0.0308544	0.0197322	0.0177813	0.0124582	0.00807088	0.00726463	0.00669449	0.00707415	0.00981179	0.0113288	0.0125999	0.00817285	0.00445125	0.00256691	0.00318007	0.00399398	0.0037415	0.00463202	0.00756638	0.0138205	0.015205	0.0358199	0.0254869	0.0391427	0.0842689	0.0660117	0.0892432	0.066261	0.114257	0.0938638	0.0944525	0.0801909
