 	a66	a87	a23	a87	a23	a79	a54	a47	a36	a6	a5	a85	a5	a61	a43	a38	a96	a66	a93	a70	a44	a90	a69	a44	a58	a82	a97	a87	a23	a99	a87	</S>
il	0.0368469	0.0471743	0.0573037	0.0424587	0.0456018	0.0336911	0.0531507	0.0893906	0.0716663	0.0337127	0.0174738	0.0130728	0.00852718	0.0104919	0.00695796	0.00677718	0.0113572	0.0251933	0.0134907	0.0132182	0.0161511	0.0274345	0.0194356	0.0296938	0.0288984	0.0363845	0.0400935	0.0359157	0.0343903	0.0302866	0.0294921	0.034267
se	0.0225351	0.0181189	0.0172833	0.0238203	0.0229302	0.0421886	0.0334026	0.0398291	0.0748503	0.136691	0.0645741	0.0266698	0.0112697	0.019147	0.0154639	0.014293	0.0116688	0.0194086	0.0197961	0.0377442	0.039823	0.0487004	0.0568324	0.0154894	0.019786	0.0173511	0.0158047	0.0195642	0.027793	0.0175231	0.0304694	0.0191792
contorsionne	0.0282389	0.020942	0.0135678	0.0157172	0.0127901	0.0119325	0.0154119	0.013947	0.0229114	0.0380358	0.0372904	0.0184977	0.00785238	0.00479627	0.00727351	0.00720574	0.00573325	0.0195217	0.0286068	0.0568351	0.0481828	0.0539448	0.0365878	0.0512261	0.0378721	0.0556364	0.0478855	0.0534253	0.03802	0.0499998	0.0886709	0.0514411
à	0.0886662	0.0415445	0.0150961	0.0244838	0.0117366	0.0178918	0.0114111	0.00717633	0.00929397	0.0110228	0.0264349	0.0763349	0.0741621	0.0888641	0.0777302	0.0478768	0.054061	0.0349793	0.0224109	0.0132537	0.0183023	0.017047	0.0209359	0.0168015	0.0177753	0.0121782	0.0173233	0.0178537	0.0231261	0.0199789	0.0192464	0.0450004
cause	0.11274	0.0561494	0.0321825	0.0398259	0.0176288	0.021137	0.0109115	0.00640317	0.0107229	0.0146261	0.0209893	0.0270389	0.0358122	0.0364866	0.0246291	0.0280887	0.0219303	0.0185096	0.0182725	0.0114844	0.00597898	0.00604572	0.0114525	0.0295071	0.0335504	0.0312627	0.0417842	0.0468425	0.0395613	0.0576973	0.0576152	0.0731328
des	0.0462487	0.0302567	0.0279575	0.0260782	0.0147	0.0119661	0.016256	0.0107196	0.0116502	0.00988029	0.0275015	0.019935	0.0209157	0.0334243	0.027623	0.0268528	0.0338524	0.0367606	0.0345601	0.0216595	0.0218842	0.0266009	0.0188806	0.0329702	0.0600262	0.0476283	0.0575876	0.0566618	0.0492068	0.0304665	0.0416359	0.0676529
maux	0.0391441	0.0332337	0.013784	0.0150972	0.00745853	0.00727594	0.00947042	0.00752148	0.00794691	0.00812934	0.0155556	0.0189114	0.0263139	0.0288661	0.046715	0.0564802	0.0519096	0.0488178	0.0527776	0.0288952	0.0296231	0.0404844	0.0211679	0.0343276	0.0513961	0.0393538	0.0443314	0.05345	0.0491428	0.0396787	0.0337991	0.038941
de	0.0660162	0.0512747	0.049698	0.0628949	0.0375283	0.0410933	0.0345108	0.0267402	0.0219561	0.0229915	0.0338996	0.0158224	0.00752938	0.00856221	0.00675102	0.0103279	0.00867377	0.00968839	0.0101245	0.0142087	0.012384	0.0142498	0.0166114	0.017967	0.0312154	0.0413395	0.0348782	0.035258	0.0421008	0.0308217	0.0510188	0.131864
ventre	0.0356091	0.0355939	0.0319842	0.0274708	0.0225433	0.0211812	0.0244549	0.0159875	0.0127361	0.00859346	0.0129185	0.0120203	0.010818	0.0120397	0.0161229	0.0142512	0.0235445	0.0225085	0.0464443	0.039522	0.033849	0.0326474	0.0132272	0.0241257	0.0440702	0.0418236	0.045232	0.0535269	0.063101	0.054989	0.0637283	0.083335
</S>	0.0978601	0.0672588	0.036917	0.0461515	0.0188367	0.0130705	0.0110314	0.00736406	0.00689946	0.00678697	0.00901164	0.00495063	0.00337882	0.00488671	0.00388678	0.00483627	0.00448617	0.00952649	0.0113869	0.0117683	0.00651088	0.00665973	0.00803392	0.0247597	0.044929	0.0632132	0.0633217	0.0601994	0.055682	0.0540064	0.0755041	0.156885
