 	a85	a66	a87	a99	a87	a23	a87	a79	a69	a90	a98	a47	a36	a85	a92	a37	a61	a47	a88	a90	a25	a79	a75	a92	a79	a56	a21	a5	a23	a18	a25	a87	a23	a87	</S>
elle	0.0336715	0.0250095	0.0229866	0.0314917	0.0238646	0.0219809	0.0316005	0.0241997	0.0676653	0.0710903	0.0764989	0.0979248	0.0595094	0.0259096	0.0173982	0.0221374	0.0140189	0.00851561	0.00408817	0.00426929	0.0035063	0.00375818	0.00326018	0.00326284	0.00779758	0.0161931	0.0278024	0.0304011	0.0359284	0.0330287	0.0293205	0.0237053	0.0288464	0.024767	0.0445911
est	0.0128645	0.0111221	0.0114964	0.010932	0.015864	0.013964	0.0147285	0.0122148	0.0112194	0.0369195	0.0382367	0.0351506	0.0351042	0.0754453	0.076637	0.0581415	0.0487303	0.0327963	0.0284652	0.0293608	0.0267288	0.0227158	0.0207356	0.0133761	0.0201712	0.0292461	0.0223415	0.0223204	0.0253967	0.0331544	0.0344881	0.0267399	0.0345578	0.0394293	0.0192054
en	0.0172018	0.00940559	0.00685198	0.00734148	0.00500093	0.0059531	0.00723671	0.00906727	0.0103156	0.021068	0.0222629	0.0156223	0.0166209	0.0350506	0.0372523	0.01331	0.0113224	0.0068559	0.00495107	0.00871904	0.00961849	0.00971428	0.0108772	0.010067	0.0159897	0.0240175	0.0331998	0.0830173	0.049332	0.0543764	0.071941	0.0839455	0.0817926	0.0902615	0.10044
train	0.0126616	0.0119525	0.010784	0.0118547	0.00991108	0.0117497	0.0142506	0.0129786	0.0183624	0.0232126	0.0178411	0.0228102	0.0183986	0.029604	0.0423438	0.0386651	0.0501704	0.0467397	0.0452393	0.0402552	0.0392533	0.0420521	0.0425788	0.0547149	0.0366402	0.0578176	0.0677382	0.0677026	0.0213895	0.0243727	0.0167473	0.0114914	0.00962848	0.00788924	0.0101984
d'	0.110311	0.042003	0.0237172	0.024504	0.0223432	0.0213281	0.0218137	0.00930505	0.0197667	0.0445835	0.0275669	0.0313326	0.0800854	0.0808892	0.0422214	0.0782462	0.0511145	0.0194353	0.00609043	0.00419119	0.00132727	0.000910735	0.000900071	0.00202169	0.00483976	0.010736	0.0139368	0.0214054	0.0148387	0.01808	0.0188021	0.0324028	0.0268412	0.0380435	0.0340657
emballer	0.0377269	0.0146275	0.0142942	0.0181801	0.0273349	0.0422279	0.0464953	0.0326646	0.0404962	0.0606905	0.0293435	0.0416655	0.0599194	0.0787538	0.135232	0.10684	0.0898829	0.0458465	0.0146414	0.00762978	0.00367652	0.00200004	0.00294125	0.00571737	0.00668346	0.00567151	0.00542339	0.00310825	0.00309735	0.0025458	0.00224744	0.00215272	0.00267093	0.00417198	0.00339942
du	0.0875802	0.0581147	0.0309499	0.0208065	0.0202253	0.013269	0.0118069	0.0113344	0.0111753	0.0209723	0.014885	0.0121886	0.015959	0.0153607	0.0125984	0.0120979	0.0136787	0.0081542	0.00662567	0.013747	0.00866122	0.00756182	0.00808159	0.0152729	0.0341298	0.0474359	0.0447302	0.0727914	0.063843	0.0578887	0.0630164	0.0584145	0.0441906	0.046471	0.0159812
manioc	0.0465825	0.0276113	0.0172651	0.0107673	0.0106016	0.00530815	0.00434054	0.00361591	0.00464211	0.0101642	0.00709448	0.00664176	0.0140696	0.0176178	0.00919146	0.00925652	0.0096312	0.00759904	0.0060742	0.010975	0.00833188	0.0143512	0.0153158	0.0237536	0.0533282	0.110288	0.11278	0.116422	0.0915451	0.0608154	0.0509068	0.0335676	0.0261129	0.0287558	0.0146764
avec	0.0575207	0.0343011	0.0302012	0.0241145	0.0236216	0.0128186	0.0121745	0.00790782	0.0108191	0.0192512	0.020021	0.0115813	0.0140361	0.00922683	0.00897858	0.0108408	0.0083553	0.00867515	0.00692913	0.00550535	0.00332286	0.00239662	0.00172119	0.00236357	0.00570875	0.0110892	0.0204196	0.0479542	0.0607431	0.0632094	0.076671	0.0983502	0.0880269	0.0892737	0.09187
les	0.0543679	0.0326395	0.0309967	0.0274113	0.0233669	0.0153161	0.0187048	0.0125275	0.0170707	0.0260635	0.0297737	0.020594	0.0147063	0.010012	0.00848891	0.00978931	0.00645034	0.00748777	0.00662653	0.00764081	0.00520593	0.00536624	0.00444232	0.00459367	0.00798884	0.0114085	0.0262768	0.0404564	0.0380402	0.0411464	0.0491377	0.0694007	0.0838826	0.10578	0.12684
