 	a85	a66	a87	a23	a40	a79	a44	a90	a98	a85	a6	a37	a21	a85	a92	a85	a5	a21	a47	a96	a93	a96	a56	a75	a43	a21	a12	a18	a54	a85	a37	a61	a75	a6	a36	a37	a36	a27	a26	a3	a99	a87	a23	a57	a82	a57	</S>
l'	0.0286615	0.0396747	0.0378505	0.0458626	0.039092	0.0493315	0.0477583	0.04465	0.0340488	0.0298038	0.0263708	0.0285821	0.0373376	0.0122538	0.0174499	0.0107368	0.0186305	0.0163109	0.0145131	0.0151244	0.0147711	0.00963403	0.0203077	0.0106215	0.00615771	0.00777243	0.00765324	0.012304	0.00873686	0.00833594	0.0150929	0.00463396	0.0138997	0.0130283	0.0148445	0.016694	0.0162367	0.0188217	0.0187364	0.0152577	0.0168974	0.0182366	0.0123134	0.016491	0.0280869	0.0221109	0.0382798
huile	0.00108049	0.00198182	0.00377991	0.00606255	0.0272388	0.054177	0.101376	0.125129	0.171983	0.0868841	0.107413	0.0763099	0.0692516	0.0249882	0.0317025	0.0252197	0.0257821	0.00745844	0.00659851	0.00472488	0.00316001	0.00437262	0.00361798	0.00210279	0.00253947	0.00199778	0.0026016	0.00309248	0.00289576	0.00289819	0.00172843	0.000477631	0.000660054	0.000642937	0.00122405	0.000686365	0.000455462	0.000531818	0.000351495	0.000377285	0.000456728	0.000360359	0.000308156	0.000398137	0.000798053	0.00116154	0.000961324
de	0.034423	0.0348337	0.0239223	0.0236641	0.0219028	0.0343635	0.0411572	0.0654965	0.0429823	0.0578781	0.0640166	0.0765768	0.0670151	0.0197296	0.0164936	0.0106683	0.0105698	0.00834572	0.0105338	0.0229368	0.0263889	0.0315268	0.0194849	0.0105396	0.0130685	0.00629881	0.00822755	0.00751448	0.00522643	0.00701763	0.00343044	0.00531706	0.00638426	0.00368728	0.00576329	0.00656777	0.00618975	0.00817857	0.00751583	0.00900616	0.00943721	0.0102522	0.0132896	0.0149344	0.0260927	0.0225209	0.0186294
palme	0.0444985	0.0261021	0.0214154	0.0133518	0.00847131	0.00851376	0.00453237	0.00848693	0.00575278	0.00600652	0.0063021	0.00894272	0.00808701	0.0028631	0.00387274	0.00207826	0.00266551	0.00443258	0.00527187	0.00772958	0.00894126	0.0109729	0.0130644	0.00791257	0.00870409	0.0155588	0.0122647	0.0248587	0.0222066	0.0421398	0.0418048	0.0803948	0.0198223	0.0332815	0.00901529	0.0098697	0.00756478	0.00984922	0.00552386	0.00699211	0.012275	0.0142014	0.0330891	0.0630911	0.112516	0.0783202	0.0963881
que	0.0207043	0.0185021	0.0182788	0.0122157	0.00679533	0.00504012	0.00272295	0.00308216	0.00392714	0.00925986	0.010771	0.0034908	0.00815078	0.00898437	0.0151577	0.0178529	0.0218369	0.0309041	0.0445442	0.0295689	0.0407855	0.0392528	0.0328847	0.0427187	0.0292462	0.0385664	0.0275491	0.0234206	0.0212526	0.0163245	0.0189259	0.00918856	0.00532361	0.00724432	0.00706284	0.00896262	0.00755676	0.00859339	0.0088872	0.00965095	0.0117309	0.0189371	0.0199411	0.0480033	0.0701022	0.0644091	0.0716888
tu	0.0554607	0.0362599	0.0349485	0.0336253	0.0252612	0.0312006	0.0209768	0.0203575	0.00900535	0.00924293	0.00754411	0.00716825	0.0109516	0.0157734	0.018232	0.0274192	0.0340954	0.063931	0.0511542	0.0466597	0.045324	0.0347349	0.0349943	0.032966	0.0160078	0.0149322	0.0113636	0.0123466	0.00744231	0.0104188	0.0140299	0.00855345	0.00762266	0.0165514	0.00796629	0.0124524	0.00888035	0.011555	0.00483245	0.00700322	0.0114554	0.00800134	0.0153556	0.019848	0.0189388	0.0231226	0.024033
as	0.0340476	0.0354772	0.0353619	0.0403893	0.0263371	0.0105806	0.00517234	0.00590206	0.00300576	0.0031772	0.00266197	0.00222084	0.00292464	0.00366348	0.00654118	0.00652185	0.0101386	0.0144595	0.0214887	0.0186359	0.0355383	0.0435028	0.042906	0.050356	0.0356774	0.0313841	0.0300721	0.03856	0.0233666	0.0411201	0.0388922	0.0475644	0.0321235	0.0404158	0.0208467	0.0329062	0.0137511	0.0154761	0.00906182	0.00496574	0.00562792	0.00554092	0.0089873	0.0138873	0.0164909	0.015108	0.017163
laissée	0.0241234	0.0187641	0.0220734	0.0367283	0.0307431	0.0105996	0.0116944	0.0105086	0.00941412	0.00784757	0.00518388	0.0061957	0.00759094	0.00528501	0.00758207	0.00716536	0.0112356	0.0151732	0.0247862	0.0172835	0.0285261	0.0254712	0.0354733	0.0487313	0.0227848	0.0395944	0.0272201	0.0255219	0.0172597	0.0214463	0.0485965	0.0160312	0.015512	0.0228189	0.0144622	0.0202282	0.0173033	0.0218388	0.0207056	0.0111202	0.0162784	0.0242137	0.0236531	0.0456737	0.0388228	0.0245373	0.0361972
au	0.0603707	0.0379757	0.0231395	0.0173118	0.0156755	0.00897481	0.00835219	0.00601699	0.00277742	0.00216186	0.00200779	0.00490365	0.0025132	0.0046286	0.00771402	0.00961841	0.00958423	0.0107003	0.0189478	0.0139067	0.0262378	0.034236	0.031	0.0226338	0.012922	0.0183293	0.0107133	0.0151754	0.00617512	0.0138446	0.0229924	0.0233711	0.0172595	0.0317369	0.0230946	0.0344432	0.0265847	0.0399813	0.0171732	0.0137592	0.0215702	0.0265964	0.0349973	0.0567082	0.0469212	0.0647047	0.0395573
soleil	0.0448039	0.0289253	0.0203084	0.0145582	0.0132513	0.00588355	0.00537385	0.00318527	0.00184313	0.00158322	0.00115988	0.00239736	0.00250738	0.00376926	0.00612905	0.00712395	0.00930351	0.0175054	0.0293757	0.0252634	0.027485	0.0267977	0.0238946	0.0163674	0.0107368	0.0143407	0.00848087	0.0116928	0.00449178	0.00739378	0.0131238	0.00983151	0.0118891	0.0190232	0.0159119	0.0272611	0.0193821	0.0265661	0.0266539	0.021211	0.03578	0.0520345	0.0488228	0.0934923	0.0643238	0.0775069	0.0412533
s'	0.030114	0.040826	0.04133	0.0452891	0.0439658	0.024895	0.0192207	0.0125238	0.0119192	0.0119796	0.0103919	0.00580568	0.0106553	0.00783642	0.0102154	0.0115708	0.01483	0.0177699	0.0219906	0.0233308	0.032085	0.0245664	0.0237606	0.0251786	0.0225129	0.0225553	0.0213409	0.0211537	0.0153953	0.0123392	0.0163827	0.0119739	0.0142529	0.0115365	0.0143259	0.0146111	0.0077189	0.00925039	0.0232653	0.0110135	0.0165529	0.0289401	0.0159899	0.0341099	0.0411419	0.0418608	0.0497256
est	0.0254901	0.0380812	0.0425421	0.0444821	0.0304873	0.0183907	0.0125628	0.0122887	0.0330793	0.0349513	0.0372698	0.0128737	0.0165834	0.014119	0.0184817	0.0163561	0.0177116	0.0159189	0.0212064	0.021359	0.0275833	0.0235164	0.0209037	0.0207331	0.0179535	0.0193751	0.0177681	0.0184359	0.0124814	0.0116112	0.0120174	0.00994918	0.0103319	0.0095283	0.00914664	0.0100711	0.00378912	0.00585963	0.00772518	0.00664037	0.0171588	0.0288812	0.0141899	0.0277723	0.0529314	0.0476764	0.0517344
fondue	0.0405294	0.0381715	0.0338444	0.0346798	0.0168572	0.0117183	0.00777315	0.00669743	0.0225014	0.027936	0.0332893	0.0245342	0.0197428	0.0197009	0.0247828	0.024386	0.016022	0.0188921	0.0313585	0.033072	0.0393488	0.0373433	0.0328914	0.0384994	0.0326105	0.0318293	0.027454	0.0271096	0.0182778	0.0153428	0.0189315	0.00990049	0.00617305	0.0117782	0.00850672	0.00758232	0.00553559	0.0050956	0.00462287	0.0030957	0.00652151	0.00834681	0.00617627	0.00911057	0.0232294	0.0189412	0.0592564
</S>	0.0365383	0.0260791	0.0236864	0.0249087	0.0199969	0.0105096	0.00809533	0.00745452	0.00684051	0.00604647	0.00766675	0.0074415	0.0068863	0.0113144	0.0113715	0.0154088	0.0145745	0.0160364	0.0224611	0.0142571	0.0137818	0.0144112	0.0145744	0.0134613	0.0065593	0.00698371	0.00554986	0.00629181	0.00429388	0.00367742	0.00606165	0.0030883	0.00288343	0.00697164	0.00380209	0.00759211	0.00656292	0.0105774	0.0120392	0.0261445	0.0349543	0.0489815	0.0695635	0.0658846	0.0813712	0.0795833	0.14678
