 	a66	a87	a23	a10	a87	a23	a40	a79	a37	a92	a21	a12	a47	a62	a88	a21	a85	a5	a12	a43	a75	a5	a36	a90	a92	a25	a92	a25	a69	a58	a11	a93	a12	a18	a25	a87	a23	a87	a97	</S>
les	0.0235704	0.0424365	0.0584999	0.0478138	0.0486458	0.0562746	0.0577024	0.0557586	0.0612834	0.0714038	0.0696795	0.0551791	0.0166674	0.0273597	0.015481	0.0105361	0.0153222	0.0130163	0.0103907	0.00989012	0.00758277	0.00862382	0.00442644	0.0051348	0.00789642	0.0117959	0.00887651	0.0148639	0.00855392	0.0134659	0.0147511	0.017738	0.015913	0.0176563	0.0106012	0.0122092	0.00886947	0.0129978	0.0129779	0.0181543
notables	0.00440856	0.00778928	0.0097367	0.0182082	0.0115972	0.0155261	0.0254499	0.0453307	0.0507867	0.0770958	0.08243	0.0697767	0.05656	0.0367712	0.0358689	0.0450325	0.039649	0.0389677	0.0424712	0.0363051	0.0228026	0.0300755	0.0221541	0.0383326	0.0282618	0.0111396	0.00597607	0.00987519	0.0127517	0.00466123	0.00832979	0.00878042	0.00997452	0.0058291	0.00395116	0.00570759	0.00348925	0.00610906	0.0060479	0.00598941
et	0.0714786	0.0730271	0.0390967	0.0379625	0.0317379	0.0161389	0.0302742	0.0135324	0.0122668	0.0177678	0.020266	0.0377937	0.0187011	0.0268825	0.0164605	0.0436056	0.0478155	0.0359695	0.03839	0.0362518	0.0292727	0.0289914	0.030943	0.0257007	0.0217031	0.0274733	0.0128613	0.00961149	0.00777599	0.00475234	0.00766243	0.0119444	0.0115531	0.0212524	0.0165551	0.0196204	0.0146155	0.012616	0.0104907	0.00918585
leurs	0.0123202	0.0142082	0.00714232	0.00624028	0.00565648	0.00492158	0.01045	0.00963911	0.0164484	0.0148756	0.0179656	0.0235555	0.0140776	0.0229734	0.0289163	0.0665631	0.0565504	0.0793772	0.0853933	0.0689692	0.0366347	0.0241793	0.0317229	0.0456775	0.0279495	0.021228	0.0126412	0.00801021	0.00794563	0.00853392	0.00690215	0.0133189	0.0214073	0.0203016	0.0299238	0.0199213	0.0288321	0.022668	0.0201421	0.0258162
assesseurs	0.0192936	0.0124796	0.00619698	0.00661975	0.0067836	0.00798911	0.0148602	0.021378	0.0355272	0.0364163	0.0340449	0.0581859	0.0469636	0.0472308	0.0332871	0.0390445	0.0370069	0.0509562	0.0512652	0.0397624	0.0226498	0.0320054	0.0277314	0.0295207	0.0347283	0.0300953	0.0222195	0.014772	0.0176539	0.0121186	0.00853747	0.00830397	0.020037	0.0156072	0.0184009	0.0155973	0.0135316	0.0113016	0.0128694	0.0270268
sont	0.0443453	0.0371043	0.0137183	0.00890336	0.00930527	0.00798236	0.00731874	0.00652006	0.00631987	0.00554115	0.00797584	0.0125014	0.0149664	0.0233954	0.0404816	0.0388646	0.0319221	0.0342743	0.0193472	0.0253308	0.0250745	0.0211779	0.0222429	0.022868	0.0254223	0.0222658	0.0265823	0.0306827	0.043649	0.0335031	0.0303908	0.0346468	0.0565996	0.039639	0.040762	0.0305333	0.0310801	0.0252948	0.0205282	0.0209388
dans	0.0551176	0.0357923	0.0194964	0.0143058	0.011145	0.010303	0.00840753	0.00767777	0.00654316	0.00599572	0.00488656	0.00493007	0.0052319	0.00766024	0.0215792	0.0150472	0.0195989	0.0219459	0.0171983	0.0192659	0.0214708	0.0159727	0.0190141	0.0158288	0.0230659	0.0310871	0.0274887	0.0221462	0.0277489	0.0256257	0.0293091	0.0383517	0.0559791	0.0579807	0.0633125	0.0603067	0.0538834	0.0415688	0.0327432	0.0249876
le	0.0809955	0.0581775	0.0340285	0.0225542	0.016351	0.0122605	0.00890117	0.00416544	0.00315019	0.00449665	0.00306497	0.00432463	0.00629648	0.0131631	0.0201973	0.0174522	0.0180177	0.0181569	0.0101216	0.0112616	0.0241318	0.00922152	0.0169038	0.00961658	0.00918091	0.0129171	0.010156	0.0119984	0.0170005	0.0144472	0.0230694	0.0290729	0.0523651	0.0492564	0.0619723	0.0557669	0.0524781	0.0552573	0.0539731	0.0640775
sanctuaire	0.0354942	0.039192	0.0408664	0.0449983	0.0248857	0.025056	0.0172158	0.0161535	0.0168216	0.0181382	0.0155851	0.0235654	0.0162993	0.0235664	0.0225445	0.023943	0.0306674	0.0481169	0.0318092	0.0351398	0.0296193	0.0195116	0.0213688	0.0111576	0.0111602	0.0141237	0.0115942	0.0110994	0.0143162	0.0158852	0.0181253	0.0241845	0.0284081	0.0283974	0.0298276	0.0326233	0.027406	0.0350422	0.0335572	0.0325335
</S>	0.0725039	0.0634954	0.0523431	0.0391875	0.0294285	0.0223057	0.00986365	0.00574893	0.0043371	0.00648303	0.00520919	0.00608002	0.00493667	0.0108222	0.017275	0.0138267	0.0239647	0.0234498	0.0113455	0.0110673	0.0329348	0.00987388	0.0145127	0.00879552	0.00767828	0.0121101	0.00945027	0.0108062	0.014307	0.0096354	0.013933	0.0197292	0.0555666	0.0475429	0.0490127	0.0573529	0.0398492	0.047196	0.0450898	0.0609497
