 	a66	a87	a23	a40	a36	a61	a34	a70	a98	a15	a90	a93	a44	a62	a61	a0	a43	a11	a93	a25	a44	a98	a47	a6	a36	a0	a75	a90	a92	a37	a62	a21	a12	a31	a88	a9	a87	a23	a87	</S>
les	0.0319716	0.0410231	0.0428775	0.0287573	0.0358624	0.0655498	0.0856601	0.107904	0.0716241	0.0780028	0.0371155	0.0351792	0.0322373	0.0183464	0.0153746	0.0220671	0.0161282	0.0117233	0.0079442	0.00770759	0.00557954	0.00403633	0.00499542	0.00812859	0.00791304	0.00535624	0.0109759	0.0125777	0.0157253	0.0119668	0.0133039	0.0110166	0.0111974	0.0143228	0.0107229	0.00949705	0.00725289	0.0086597	0.00876995	0.0249463
femmes	0.00380824	0.00811382	0.0203239	0.0249978	0.0605266	0.08037	0.070558	0.0801023	0.10816	0.157293	0.0716863	0.0558625	0.0520497	0.0218019	0.0243157	0.0170586	0.0182923	0.0144054	0.0183652	0.0103822	0.0136937	0.0182879	0.00905028	0.00501766	0.0060007	0.00835922	0.00198458	0.00184388	0.00120549	0.00091047	0.00106766	0.00156071	0.00194346	0.00172608	0.000906072	0.00162887	0.00139749	0.00143704	0.00211749	0.00138867
qui	0.0536921	0.035565	0.0465831	0.0428143	0.0460036	0.0374798	0.0375143	0.0253507	0.0351446	0.0343331	0.0391476	0.0265646	0.0348672	0.0352932	0.0384572	0.0434969	0.0432567	0.0378821	0.0374726	0.0256832	0.0283609	0.0236083	0.0225807	0.0204315	0.0187109	0.0173724	0.02016	0.0139709	0.0105966	0.00566326	0.00552395	0.00564123	0.00424964	0.00503338	0.00256017	0.00787814	0.00515271	0.00914681	0.01029	0.00646637
viennent	0.0332641	0.0311154	0.0160229	0.0124192	0.00954544	0.00933039	0.0134152	0.0238084	0.0166701	0.0205495	0.0370945	0.0242207	0.0315272	0.0270107	0.0270122	0.0295614	0.0241955	0.0249928	0.0204792	0.022311	0.0205741	0.0232733	0.0422017	0.0242039	0.0238211	0.0207365	0.0146186	0.0152367	0.0200813	0.0105487	0.0206839	0.0223896	0.0225643	0.0250025	0.0551442	0.0258912	0.0478904	0.0244595	0.0391578	0.0469752
de	0.0244469	0.00922166	0.00650819	0.00447887	0.0039223	0.00192811	0.00310155	0.00858154	0.0044355	0.00551679	0.019509	0.028354	0.0192906	0.0464154	0.0724877	0.0726075	0.0708286	0.0713349	0.0565052	0.0501073	0.0396862	0.0395222	0.0389562	0.0306337	0.0272388	0.0202635	0.0222079	0.0262501	0.0223762	0.013889	0.0208291	0.0182997	0.0162974	0.0202509	0.0123681	0.00988016	0.0105996	0.00887561	0.00945309	0.0125408
se	0.0212916	0.00998558	0.0081278	0.00770732	0.00312188	0.00302367	0.004028	0.00601331	0.00525141	0.004251	0.0077354	0.00992612	0.0118618	0.025451	0.0445524	0.0387248	0.0529553	0.0746672	0.061615	0.0761392	0.05095	0.0416103	0.0353713	0.0276409	0.0234535	0.0146397	0.0184135	0.0219091	0.021118	0.0237032	0.039748	0.0327333	0.0493675	0.0347918	0.0214122	0.0166039	0.0107207	0.0138548	0.0105593	0.0149693
baigner	0.0221233	0.0117352	0.01317	0.0125645	0.014199	0.0126645	0.0122121	0.0129531	0.0192227	0.0126763	0.0201973	0.0173495	0.0268795	0.0481747	0.0312803	0.0461621	0.0691298	0.0823187	0.0687457	0.0701618	0.0349843	0.0220462	0.0183028	0.0187549	0.0175799	0.0137159	0.0157668	0.0143964	0.0154327	0.0155429	0.0179223	0.0197398	0.0249615	0.0186729	0.00962606	0.0271567	0.0192844	0.0214478	0.0185342	0.0122116
font	0.0951059	0.035721	0.0188039	0.0101732	0.00239395	0.00281837	0.00467355	0.00980802	0.00798204	0.0105113	0.0075851	0.00509708	0.00628528	0.00579668	0.00552928	0.00781662	0.00950928	0.00870484	0.00672353	0.013929	0.00468341	0.0030028	0.00264545	0.00558576	0.0041688	0.0032826	0.0109947	0.00987446	0.0126247	0.0107863	0.0247745	0.036047	0.0734012	0.0427553	0.0457222	0.0889248	0.106176	0.0667924	0.081768	0.0910219
leur	0.0336248	0.0269929	0.0256574	0.0175103	0.00949402	0.0101953	0.0109598	0.0118055	0.0197729	0.0242783	0.0183414	0.0135154	0.0145347	0.0154469	0.0143233	0.0194561	0.022831	0.0280001	0.0209354	0.0298693	0.0162444	0.0134991	0.0135582	0.0213822	0.015617	0.0126189	0.0204346	0.0177742	0.0177358	0.0137865	0.0158792	0.0212512	0.0744421	0.0347734	0.0441017	0.0625056	0.0618325	0.0470799	0.0446	0.0433385
toilette	0.0496817	0.032744	0.0357761	0.0255788	0.014455	0.0127871	0.0148639	0.0168688	0.0222567	0.0261191	0.0190425	0.0155201	0.0154897	0.0134727	0.0132691	0.0215825	0.023271	0.025302	0.0182864	0.028933	0.0168453	0.0148616	0.0133827	0.0176348	0.0113495	0.00785668	0.0153015	0.0144115	0.0130008	0.0115463	0.0122352	0.017355	0.0426566	0.0324727	0.0347928	0.0560478	0.0645834	0.0410264	0.0551925	0.0621469
</S>	0.0840045	0.0129604	0.00599475	0.00394105	0.0034631	0.00390084	0.00337654	0.00418031	0.00240375	0.00235585	0.00346632	0.00456963	0.00378159	0.00893133	0.0185597	0.0211639	0.0247495	0.0143148	0.0129626	0.00980271	0.00691625	0.00442897	0.00324117	0.00471289	0.00358344	0.00259922	0.00856445	0.0107018	0.0175822	0.015733	0.0474483	0.0400838	0.12803	0.0847357	0.0642954	0.0838867	0.0688508	0.055171	0.0705558	0.0299957
