 	a10	a82	a27	a26	a83	a98	a85	a5	a66	a98	a85	a66	a75	a85	a66	a75	a5	a94	a75	a85	a37	a18	a62	a31	a21	a62	a75	a92	a56	a13	a9	a53	a93	a70	a75	a44	a82	a38	a13	a82	a10	a97	a3	a9	a97	a3	</S>
les	0.0354512	0.0444445	0.0381744	0.0315521	0.0258727	0.0225773	0.0375681	0.0524318	0.0709675	0.0462748	0.0247985	0.0313625	0.0164863	0.0169286	0.0108725	0.0110138	0.00942688	0.0073977	0.00569135	0.00447162	0.0083684	0.00693101	0.00782182	0.016478	0.0440709	0.0362269	0.0330703	0.0327775	0.0379265	0.0386622	0.0399003	0.0377883	0.0146848	0.00792945	0.0102036	0.00815898	0.00784739	0.00831542	0.00627542	0.00574799	0.00669613	0.0058379	0.00379442	0.0054901	0.00629375	0.00482903	0.0141093
gens	0.00309583	0.00479275	0.014099	0.0130426	0.0240637	0.0385687	0.0664156	0.0473505	0.0982912	0.0645307	0.0916986	0.0934996	0.06993	0.0537392	0.0463596	0.0440921	0.0360461	0.0268701	0.0225255	0.0260507	0.0103712	0.00948941	0.0184472	0.00615883	0.00777593	0.00811903	0.00913372	0.00690898	0.00286244	0.00146395	0.00186309	0.00261616	0.00163882	0.00325541	0.00287628	0.00276205	0.00174149	0.0018273	0.00248891	0.00087994	0.00159571	0.00156966	0.0016364	0.00125949	0.00112301	0.00254035	0.002533
ne	0.0233844	0.0162128	0.0183207	0.0234541	0.0508331	0.0587051	0.079808	0.0318404	0.0479162	0.0491662	0.0442309	0.033279	0.0268285	0.0369162	0.0375211	0.0432343	0.0430508	0.0402851	0.0436736	0.0343618	0.0414361	0.0444729	0.0246416	0.0107786	0.0106143	0.0108352	0.0125184	0.00797107	0.0121435	0.00685837	0.00411597	0.0030161	0.00245859	0.00263239	0.00206556	0.00105757	0.00122938	0.000699601	0.0022012	0.000448713	0.000807554	0.00105307	0.00381506	0.00223396	0.0017975	0.00245991	0.00261569
savent	0.0443814	0.0214742	0.0132332	0.00857324	0.00554508	0.0104379	0.00981348	0.00683968	0.0153212	0.0225782	0.0193818	0.025955	0.0271711	0.0490234	0.0463657	0.0386166	0.0382025	0.064344	0.0700333	0.0664317	0.0627622	0.0917148	0.0498685	0.03196	0.0185762	0.0304662	0.0255341	0.0116736	0.00987924	0.00592209	0.00379615	0.00470268	0.00423334	0.00257546	0.00201943	0.00238415	0.00170679	0.00255957	0.00263265	0.00285392	0.00370495	0.00484987	0.00576654	0.00402204	0.00291624	0.00317839	0.0040179
pas	0.0368812	0.0286078	0.0242546	0.0184188	0.017186	0.0133525	0.0154777	0.012249	0.0125656	0.017665	0.0157419	0.0165477	0.0115872	0.0244629	0.0189488	0.0185673	0.0223155	0.0237058	0.0262952	0.0264385	0.028119	0.0271279	0.0268695	0.0221308	0.0243398	0.0298247	0.0371076	0.0305678	0.0382386	0.0333295	0.0281893	0.0309884	0.0398888	0.0273877	0.0144169	0.0140514	0.00934455	0.00790882	0.0154056	0.00533328	0.0100686	0.0114531	0.0104353	0.00949366	0.0159754	0.0116219	0.039113
qui	0.0337437	0.0170505	0.0150663	0.00853434	0.00514095	0.0041769	0.00462974	0.00245565	0.00533797	0.00824078	0.0118221	0.00716424	0.0106867	0.0129298	0.0104242	0.0111759	0.0112133	0.0250115	0.0394154	0.050117	0.0380034	0.0395584	0.051586	0.0528293	0.0449061	0.0510514	0.0524721	0.0224004	0.0295259	0.0213591	0.0185187	0.0239631	0.022223	0.0199732	0.0144639	0.0138382	0.0123646	0.0129371	0.0163437	0.0130879	0.0177356	0.0189346	0.0212893	0.0192714	0.0175206	0.0172345	0.0222714
élire	0.045045	0.0184906	0.0171144	0.00949104	0.00894041	0.00623612	0.00862664	0.00668157	0.0102886	0.0142025	0.015391	0.0080326	0.0118864	0.0183163	0.0165598	0.0227612	0.01609	0.0301754	0.0430401	0.0493499	0.0535683	0.0550153	0.0476605	0.0593775	0.0628494	0.0466477	0.0498461	0.0189243	0.0194577	0.00830448	0.00457198	0.0102562	0.0141039	0.00860272	0.00542038	0.00740941	0.00909601	0.00691294	0.014057	0.00716141	0.0107634	0.0117457	0.0199174	0.0185893	0.0127354	0.0142714	0.0260148
comme	0.0452379	0.02728	0.013169	0.00586259	0.00479224	0.00461288	0.0047808	0.00349339	0.00785229	0.0076358	0.00665786	0.0032016	0.00381125	0.00755161	0.00723902	0.0101999	0.00883838	0.0181703	0.0190542	0.0171824	0.0282156	0.0345281	0.0233417	0.0203972	0.0231667	0.015177	0.0134969	0.0128341	0.0106432	0.006206	0.00574459	0.0139483	0.0158465	0.00886557	0.0103964	0.0247794	0.0198366	0.0241067	0.0312588	0.0319877	0.0521811	0.0457953	0.0748099	0.0683649	0.0615206	0.060259	0.0356687
chef	0.0280439	0.0167144	0.0115425	0.00860139	0.00823073	0.00797927	0.00880377	0.00657534	0.00992786	0.00847785	0.00904635	0.00517911	0.00690866	0.0115768	0.011632	0.0149272	0.012882	0.0276531	0.0291433	0.0329804	0.0364282	0.0451989	0.034946	0.0336061	0.0322045	0.0236034	0.0215589	0.0180568	0.0145928	0.00922982	0.00729486	0.0144464	0.0164687	0.0121479	0.00928388	0.0176817	0.0164365	0.0184065	0.0239027	0.0220444	0.0488158	0.0335917	0.0562485	0.0453862	0.0424459	0.0379839	0.031163
du	0.0369882	0.0169798	0.0117148	0.00986473	0.00557582	0.00474171	0.0045103	0.00305499	0.00555575	0.00552346	0.00902002	0.00431611	0.00712853	0.00704072	0.00775336	0.00711179	0.0064273	0.0119611	0.0148271	0.0137307	0.0153727	0.0178078	0.0202651	0.0193568	0.0162709	0.0132856	0.0140612	0.0129356	0.0112322	0.0104407	0.0080407	0.014351	0.0246209	0.0157628	0.0151568	0.0325545	0.0296879	0.0321274	0.0319849	0.0417858	0.0567168	0.048549	0.0710059	0.0608338	0.0520424	0.0542838	0.0656408
