 	a66	a87	a10	a97	a62	a21	a47	a31	a75	a25	a56	a21	a12	a43	a21	a43	a31	a96	a31	a88	a4	a13	a38	a53	a69	a26	a82	a97	a10	a97	</S>
c'	0.0536619	0.0671237	0.114958	0.0889125	0.100317	0.103016	0.0692694	0.046196	0.0251154	0.0288315	0.0197701	0.0172237	0.0109656	0.0104208	0.00833758	0.00655647	0.00681037	0.00751089	0.00863643	0.00732894	0.0220835	0.0229753	0.022223	0.0347848	0.0168116	0.0154913	0.0125177	0.0189677	0.0134356	0.00729429	0.0124528
était	0.058606	0.0434784	0.0445453	0.0397562	0.0350041	0.0650919	0.0803619	0.050807	0.0536246	0.0384172	0.0178942	0.0130324	0.0195624	0.0109801	0.016949	0.0244504	0.0222841	0.0163036	0.0216365	0.0201003	0.0205635	0.0246817	0.0204403	0.0212568	0.0226513	0.0261418	0.0422318	0.0277044	0.0368972	0.0398322	0.0247136
lui	0.0668316	0.0514196	0.0513055	0.0425611	0.0261208	0.0351352	0.0275002	0.0274394	0.0193785	0.0126356	0.0107618	0.0117689	0.0108503	0.0104994	0.00712136	0.00650159	0.006931	0.007188	0.00447463	0.00538476	0.00424486	0.00405245	0.00653563	0.00876344	0.0432301	0.0336731	0.040838	0.0484468	0.0609709	0.177939	0.129496
qui	0.0542099	0.0143618	0.00977125	0.0145131	0.013244	0.019572	0.0181955	0.0224015	0.0242683	0.0411254	0.0254508	0.0216055	0.0180394	0.0169668	0.0105486	0.017022	0.0158206	0.0189492	0.0224348	0.0313214	0.0345054	0.0536954	0.034896	0.0374192	0.0740196	0.0403574	0.0376396	0.0424055	0.0474792	0.0668753	0.100886
m'	0.138867	0.0496721	0.0157663	0.0119151	0.0042808	0.00589072	0.00664759	0.00915717	0.00668379	0.00853063	0.00726901	0.00880237	0.0211634	0.0154922	0.016379	0.0222479	0.0421581	0.0567168	0.0444855	0.0873194	0.049803	0.0440346	0.0318577	0.0262413	0.017944	0.0260601	0.0382875	0.0376063	0.04396	0.0520222	0.0527379
a	0.0305316	0.0221103	0.034183	0.0370726	0.0247761	0.0287056	0.0387565	0.0385461	0.0602583	0.0643786	0.0943546	0.0873704	0.074555	0.0663686	0.0274141	0.0440662	0.0615682	0.0405533	0.0275574	0.0292063	0.0176831	0.00873304	0.00640534	0.00452716	0.00150275	0.00342596	0.00329438	0.0041643	0.00479758	0.00380933	0.00932432
fait	0.0260227	0.0210925	0.0174143	0.0128788	0.0110311	0.0118613	0.0136762	0.0111549	0.0186093	0.0159024	0.024832	0.0323649	0.0500635	0.0671437	0.058726	0.0732055	0.0831251	0.0860158	0.0777939	0.0588306	0.0475832	0.0125599	0.02569	0.0203449	0.0143065	0.0195454	0.0199924	0.0136987	0.0182494	0.0148386	0.0214465
soigné	0.0597198	0.0412216	0.0316576	0.0285234	0.0127957	0.0151898	0.0134451	0.0198662	0.0139474	0.0136788	0.00926366	0.0109344	0.0132088	0.0174695	0.0159008	0.0185382	0.0220876	0.0370295	0.028256	0.0342404	0.0439858	0.0191076	0.0531632	0.0453149	0.0331596	0.0507056	0.0640695	0.0369678	0.0481234	0.0612172	0.0872111
les	0.0830176	0.0481076	0.0335913	0.0327718	0.0154538	0.01314	0.00989943	0.0112973	0.00825064	0.0080317	0.00570013	0.00647696	0.00822046	0.0151824	0.0126287	0.0129011	0.0213565	0.0341069	0.0157866	0.025425	0.0381638	0.0253128	0.0589489	0.0513909	0.0493115	0.0661491	0.0671847	0.0472598	0.053033	0.0512864	0.0706131
maux	0.0535778	0.02525	0.0165008	0.013449	0.00884134	0.00726945	0.00600007	0.00899455	0.00896402	0.0122088	0.00937446	0.0119865	0.0145251	0.0227203	0.0197598	0.0193103	0.0250756	0.0331491	0.0285516	0.0302412	0.0390428	0.0261307	0.0497929	0.0727693	0.0514817	0.0743084	0.061875	0.0571487	0.0527452	0.0495158	0.0894398
de	0.0648493	0.0213315	0.0120807	0.007041	0.00302495	0.00143587	0.000942371	0.00154624	0.00117953	0.00185952	0.00232138	0.00360824	0.00897818	0.00794072	0.00781493	0.00993566	0.00926633	0.0133247	0.0152422	0.0187365	0.0292261	0.0341978	0.0618667	0.0532648	0.0687449	0.0992424	0.0906757	0.0654178	0.0985009	0.0800716	0.106331
tête	0.0261553	0.0120207	0.00766887	0.00494267	0.00337242	0.00281741	0.00224385	0.00279896	0.00154582	0.00191727	0.00132626	0.00195622	0.00400109	0.00417917	0.00864891	0.0106702	0.0289215	0.0548537	0.0632565	0.087546	0.106384	0.0945467	0.117633	0.0706045	0.061607	0.0586414	0.0465701	0.0295911	0.0316841	0.0284611	0.0234342
</S>	0.0135324	0.00783117	0.00417579	0.00240069	0.00146988	0.00108497	0.000777402	0.000878517	0.000625418	0.000936968	0.0010525	0.00186843	0.00397589	0.00460584	0.00417511	0.00797179	0.0102542	0.0168471	0.0159609	0.0246019	0.0851533	0.07715	0.118241	0.102611	0.0947584	0.101542	0.106647	0.0517976	0.0668354	0.0482447	0.0219924
