 	a82	a38	a70	a75	a85	a73	a79	a25	a92	a85	a5	a21	a61	a37	a56	a43	a75	a85	a37	a61	a47	a21	a85	a47	a36	a26	a38	a3	a97	a3	a82	</S>
j'	0.0401414	0.0365689	0.0389938	0.0329421	0.0541118	0.0529149	0.045159	0.0699576	0.037485	0.0242299	0.0229024	0.0182231	0.0140467	0.0177339	0.0128929	0.0108264	0.0163236	0.025379	0.0368475	0.0374718	0.0296272	0.0154809	0.0142314	0.0276324	0.0264694	0.0361008	0.0210635	0.0184614	0.0222382	0.0324195	0.0410307	0.0700928
ai	0.0495566	0.0275003	0.0374228	0.0477039	0.0362499	0.0385585	0.0279288	0.0369594	0.0266018	0.0210488	0.0211613	0.0252735	0.027338	0.016432	0.0184527	0.017127	0.014973	0.0158266	0.0137496	0.0211008	0.0224937	0.0379807	0.0497863	0.0612536	0.0343146	0.0323455	0.038367	0.0387423	0.0391491	0.0358759	0.0348051	0.0339208
échappé	0.0447352	0.0193462	0.0243002	0.0323406	0.029383	0.0351438	0.0230596	0.0334894	0.0377776	0.0488585	0.0429137	0.0481645	0.0410384	0.0319565	0.0241946	0.0244691	0.0150949	0.0198265	0.0115874	0.016562	0.0252499	0.0368044	0.0349311	0.0320884	0.0278135	0.0274191	0.0240861	0.0275796	0.0384554	0.0434038	0.0516	0.026327
à	0.0487581	0.0353609	0.0269969	0.0220471	0.0168975	0.0089178	0.00880647	0.00544004	0.0112725	0.022052	0.0343826	0.0372966	0.034479	0.0391598	0.0401879	0.0368633	0.0340409	0.0339651	0.0213741	0.0355384	0.0223423	0.0241557	0.0306076	0.03065	0.0340988	0.0456219	0.037151	0.0439816	0.046752	0.0614027	0.0368167	0.0325826
la	0.0329073	0.0260603	0.0218565	0.0199157	0.0170015	0.0120657	0.0132107	0.0155677	0.00959764	0.0119438	0.011772	0.0130403	0.0160982	0.0370498	0.0419122	0.0350907	0.0468055	0.0401594	0.0504622	0.0510804	0.0470597	0.0407452	0.0527167	0.0444134	0.0483146	0.0412937	0.0386333	0.0452182	0.0360963	0.0238884	0.0329779	0.025045
mort	0.0853963	0.0525901	0.0375473	0.0280733	0.0261164	0.0151228	0.0198479	0.0278016	0.0181749	0.0336223	0.0556149	0.029367	0.0397422	0.0604738	0.0599475	0.0379571	0.0457628	0.0405183	0.0533629	0.0570557	0.0243089	0.0143979	0.0207955	0.0140685	0.017807	0.0209403	0.016141	0.0140821	0.0131723	0.00793717	0.00633571	0.00591853
pendant	0.113773	0.0779602	0.0600721	0.0393239	0.0254736	0.0168317	0.0128393	0.0106622	0.00882733	0.0120492	0.0149314	0.0114619	0.0104866	0.0082694	0.00870339	0.0139094	0.0178044	0.0391166	0.0237669	0.0296138	0.0272643	0.0162129	0.0185835	0.0266937	0.045	0.03338	0.0471592	0.0658438	0.0387427	0.0414471	0.0384721	0.0453241
la	0.0649439	0.0791349	0.0463156	0.0356786	0.031991	0.0153586	0.00903297	0.00394507	0.0024518	0.00300487	0.00463531	0.00555818	0.00606308	0.00631732	0.00850657	0.0137044	0.0153284	0.0305721	0.0153708	0.0168618	0.0308488	0.0252804	0.0208346	0.0201718	0.0511756	0.0499755	0.0585875	0.0705004	0.0516301	0.055622	0.0865531	0.0640451
guerre	0.089084	0.0291587	0.0244779	0.0226254	0.017645	0.0130884	0.0075478	0.00812178	0.00231554	0.00270769	0.00331652	0.00922124	0.00821924	0.00842084	0.0149753	0.0157245	0.0184724	0.0225102	0.0178743	0.0259416	0.0329562	0.0392202	0.034409	0.0429493	0.057251	0.0739624	0.0662225	0.0726429	0.0697858	0.0399344	0.0599638	0.049254
</S>	0.0245969	0.0209781	0.0132903	0.0104428	0.0143627	0.00695572	0.00417503	0.00333056	0.00212286	0.00209705	0.00259579	0.00399724	0.00277547	0.00300099	0.00285248	0.00490189	0.00620573	0.0171998	0.00942702	0.0198255	0.0340608	0.0382081	0.0368692	0.0480186	0.0440479	0.0612253	0.0695702	0.0822662	0.0999095	0.122496	0.121794	0.0664007
