 	a66	a87	a23	a9	a3	a83	a18	a54	a7	a26	a44	a13	a38	a5	a36	a7	a44	a7	a37	a38	a66	a40	a7	a26	a57	a4	a58	a82	a87	a97	a87	a23	a97	a23	a87	</S>
l'	0.0280016	0.0465489	0.0407629	0.0285837	0.0153981	0.0160836	0.0193478	0.0220589	0.0340031	0.0239983	0.0168943	0.023305	0.0240569	0.0344887	0.0363515	0.0236764	0.0234603	0.0274932	0.0376064	0.0227468	0.0189175	0.0358844	0.0444194	0.0519706	0.0357962	0.0325043	0.0286766	0.026803	0.025759	0.0265246	0.0162015	0.0190129	0.018173	0.0183216	0.0166547	0.0395144
assesseur	0.00600154	0.00377284	0.00594714	0.00540337	0.00624353	0.0131157	0.0348221	0.0175986	0.0328551	0.0238138	0.0332757	0.0538329	0.0221953	0.0722857	0.0815116	0.0530993	0.0434912	0.0566199	0.0980422	0.0684917	0.0502012	0.0479205	0.0148634	0.0237323	0.0101937	0.0241728	0.00650967	0.0158358	0.01247	0.0104541	0.00870452	0.00947343	0.00935095	0.00861091	0.00801086	0.00707679
parle	0.0523207	0.0610306	0.0598036	0.052764	0.0333791	0.0578439	0.0476134	0.0275481	0.0275496	0.0361537	0.0263278	0.0473101	0.0186159	0.0251028	0.0371734	0.0264034	0.0318964	0.00909725	0.011807	0.00500737	0.00808757	0.00637102	0.00976555	0.016316	0.0119068	0.0182174	0.030236	0.0192141	0.0165463	0.0214229	0.0196524	0.0182693	0.0224725	0.0225563	0.041259	0.0229588
avec	0.0148448	0.0186108	0.0162239	0.0115274	0.0188273	0.0130436	0.00909494	0.00722456	0.00421505	0.00675905	0.0103111	0.0132363	0.0154461	0.0201122	0.0247444	0.0332091	0.0422641	0.0353796	0.0310736	0.0148252	0.0141764	0.0176144	0.0148712	0.017477	0.0235547	0.0283348	0.0337103	0.0308136	0.0412042	0.0486983	0.0736969	0.057758	0.0684975	0.0508346	0.0539065	0.0638783
un	0.0450393	0.0500481	0.0523528	0.0495783	0.0477893	0.0282443	0.033135	0.0331589	0.0298216	0.0337669	0.0278784	0.0176612	0.0240192	0.0314194	0.0266763	0.0290774	0.0279937	0.0267012	0.023598	0.0168933	0.0195341	0.0253177	0.0293925	0.0234534	0.0286228	0.0224497	0.0187216	0.0148986	0.0164105	0.0174555	0.0183923	0.02002	0.0198583	0.018288	0.0118183	0.0405143
petit	0.0142021	0.0154069	0.0282783	0.0332568	0.0333713	0.0471299	0.032022	0.044032	0.0374278	0.07988	0.0663452	0.0541694	0.0556735	0.0311875	0.0199506	0.0117893	0.0138058	0.0151714	0.0180077	0.0254918	0.0239035	0.0280613	0.0267326	0.0342775	0.0235775	0.0246881	0.0225213	0.0204865	0.0119328	0.0106036	0.0157677	0.0167691	0.0172349	0.0182245	0.0135223	0.0150979
balai	0.0227447	0.0223242	0.0364317	0.0367457	0.0344953	0.0303719	0.0335475	0.0656415	0.0412566	0.0553333	0.0276708	0.0171257	0.0308207	0.0194543	0.0148001	0.0126891	0.0178597	0.0191402	0.0252172	0.0305868	0.027318	0.0361187	0.0329409	0.0328094	0.0301419	0.0326622	0.0301759	0.0187712	0.0125639	0.0123716	0.0164009	0.0190428	0.0187818	0.0247387	0.0200693	0.0408357
à	0.0372001	0.033833	0.0344818	0.0318854	0.0214658	0.0139848	0.0174301	0.0310032	0.0228485	0.0243109	0.0125722	0.0108838	0.0152398	0.00539081	0.00261649	0.00191485	0.0021707	0.00203109	0.00301786	0.0072835	0.0125789	0.0348165	0.0466465	0.0535947	0.0468408	0.0363554	0.0419732	0.0376805	0.0236642	0.0342214	0.0436033	0.0431127	0.0493989	0.0550563	0.044048	0.0648438
la	0.0584861	0.0272617	0.0343142	0.031117	0.017669	0.0138033	0.022937	0.0208601	0.0200847	0.0166061	0.0199451	0.0164491	0.0157847	0.010814	0.00692353	0.00449845	0.00752464	0.00505841	0.00775575	0.0120205	0.0128118	0.0194243	0.0205151	0.0270946	0.0256582	0.0172837	0.0227699	0.0322601	0.0372673	0.0494524	0.0491664	0.0503066	0.061622	0.0699937	0.0596151	0.0748455
main	0.0601243	0.0356068	0.0478199	0.0421316	0.0364128	0.0404773	0.031566	0.0247969	0.033867	0.0309902	0.0315841	0.0155116	0.017276	0.0204779	0.0147402	0.00840683	0.0108146	0.00758649	0.0133624	0.014939	0.0151636	0.0148605	0.0137539	0.0184282	0.0147924	0.0112147	0.0124015	0.0135142	0.0162083	0.0237996	0.0297202	0.0237106	0.0448618	0.0519769	0.0608952	0.0962065
</S>	0.0392651	0.033146	0.0280247	0.0235678	0.0151693	0.00381364	0.00764932	0.0162965	0.0136513	0.012156	0.00589448	0.00455652	0.00494875	0.00317401	0.00282821	0.00178113	0.00223142	0.0018758	0.00234849	0.00765463	0.0150282	0.0288229	0.0439362	0.0502644	0.0416366	0.0284721	0.0271281	0.0251469	0.0256317	0.037288	0.0383736	0.036923	0.0481956	0.064637	0.0644394	0.194043
