 	a66	a87	a23	a99	a53	a20	a44	a40	a37	a94	a70	a4	a11	a70	a93	a90	a79	a44	a93	a62	a50	a34	a90	a69	a4	a57	a82	a97	a87	a23	a87	a23	a87	a23	a87	</S>
l'	0.0247646	0.0321059	0.0507596	0.0411938	0.0561766	0.0677941	0.0591332	0.0451499	0.0532196	0.0207525	0.0151843	0.015248	0.0150289	0.0162036	0.0135827	0.0132043	0.0149091	0.0112713	0.0169908	0.0109534	0.0136228	0.0124574	0.0153636	0.0130106	0.0200682	0.023885	0.0363454	0.0336443	0.0272398	0.0339013	0.0261805	0.0359204	0.0248756	0.0234785	0.0265069	0.0398737
enfant	0.00481458	0.0100329	0.0140259	0.0186592	0.028654	0.0492206	0.086309	0.0718583	0.104316	0.197246	0.093339	0.0850283	0.0447801	0.0208775	0.0114219	0.0113163	0.00727964	0.0131298	0.010788	0.00653428	0.00684926	0.00931933	0.00657175	0.003702	0.00496335	0.00656357	0.00864106	0.00903177	0.00496042	0.00524218	0.00382135	0.00400595	0.00614862	0.00392392	0.0112077	0.0154164
a	0.0235429	0.0299152	0.0294494	0.0343379	0.0261026	0.0284206	0.0407708	0.0565607	0.0439941	0.0432861	0.0436402	0.0528104	0.0354339	0.028873	0.0274163	0.0263991	0.0228715	0.0114846	0.0127028	0.0140037	0.00743802	0.0160169	0.0189576	0.0161382	0.0174153	0.0243193	0.02549	0.0204121	0.0230091	0.0190834	0.020286	0.027206	0.0302108	0.0272351	0.0441216	0.0306446
capturé	0.0203179	0.00915928	0.00693595	0.00931674	0.0104113	0.0146114	0.018378	0.0586193	0.0422506	0.0511487	0.0886764	0.0834512	0.0377152	0.0469484	0.0540799	0.093946	0.0499601	0.0312876	0.0302767	0.0233516	0.0157746	0.020533	0.0182614	0.0115555	0.0111933	0.0106534	0.0126727	0.00959402	0.00952619	0.00858978	0.00760827	0.0111519	0.0137823	0.0100983	0.0129922	0.0351706
un	0.0524721	0.0647832	0.049567	0.0566066	0.0429243	0.0188285	0.0399295	0.0321473	0.0198531	0.0198474	0.0234682	0.020604	0.0240979	0.0229857	0.0352707	0.0253254	0.0329714	0.0165176	0.0149094	0.0142274	0.0138875	0.0168504	0.0190791	0.0175407	0.0206346	0.0200358	0.0271251	0.0213809	0.0239451	0.0219491	0.025344	0.0311662	0.0287241	0.0190273	0.0209034	0.0450701
silure	0.0517924	0.0267284	0.0173254	0.0202574	0.0178597	0.0172225	0.0251858	0.0406481	0.0165125	0.0365138	0.029185	0.032919	0.0375413	0.0373703	0.0271706	0.024586	0.0368924	0.0211055	0.0306308	0.0338789	0.0250144	0.0331195	0.0266878	0.0246329	0.02078	0.0225688	0.0343042	0.0344507	0.0190456	0.0253517	0.0188798	0.0209285	0.0210402	0.0250444	0.026301	0.040525
avec	0.0412669	0.0367061	0.0263537	0.0343092	0.0315226	0.0319544	0.0441005	0.0736644	0.0272333	0.0372392	0.0291443	0.0358829	0.0542468	0.049168	0.0358273	0.0386191	0.0437208	0.0289929	0.0282672	0.022397	0.0203939	0.0172588	0.0141245	0.015036	0.0112615	0.0105562	0.0149443	0.0158015	0.0109837	0.0160755	0.0134695	0.016784	0.0149321	0.0206127	0.0164581	0.0206909
son	0.0409784	0.0360897	0.0342662	0.0412244	0.0336626	0.0356481	0.05362	0.0697308	0.0362957	0.0497325	0.026304	0.0240257	0.032567	0.0248246	0.0145081	0.0154165	0.0162708	0.0120733	0.0108788	0.0077679	0.00938725	0.0121553	0.0118935	0.0114227	0.0124736	0.0167742	0.0226943	0.0242162	0.026525	0.0271128	0.0262174	0.0344346	0.0330268	0.0382547	0.0358683	0.0416582
hameçon	0.0367241	0.0288913	0.0182487	0.021138	0.016261	0.0168934	0.0274204	0.0470621	0.0328346	0.0265103	0.0160938	0.0160561	0.015754	0.018729	0.014512	0.01447	0.0153846	0.0178662	0.0223456	0.0180321	0.0189858	0.0177988	0.022753	0.0206926	0.0177543	0.0190464	0.0441991	0.0536434	0.0367561	0.0415885	0.0348601	0.0297612	0.0371572	0.0598646	0.0527199	0.0511917
</S>	0.0403228	0.0234516	0.0151745	0.0176648	0.0129361	0.0144048	0.0254749	0.0411168	0.0202396	0.0357022	0.0215677	0.0190563	0.0214671	0.0134054	0.00614559	0.0103129	0.00909369	0.00629967	0.00956671	0.00375177	0.00741457	0.00375615	0.00571928	0.007054	0.0147766	0.0101687	0.0378856	0.0268287	0.0349577	0.0574505	0.0644374	0.0901551	0.0684663	0.0824075	0.0627875	0.0585795
