 	a87	a23	a93	a61	a56	a47	a75	a47	a66	a9	a75	a25	a44	a90	a25	a56	a75	a25	a44	a90	a94	a70	a53	a90	a98	a92	a66	a34	a83	a38	a11	a13	a9	a87	a23	a87	</S>
une	0.0255187	0.0375459	0.0405757	0.0276769	0.0314789	0.030117	0.0273852	0.0283401	0.0114154	0.0124805	0.0136811	0.0100493	0.0121254	0.0088436	0.014905	0.0133707	0.0183251	0.0276575	0.0278927	0.0387984	0.0319523	0.0387135	0.0406116	0.0199091	0.0386131	0.0296549	0.0308668	0.0341218	0.029904	0.0353001	0.0363349	0.0335549	0.0310672	0.0252032	0.0231915	0.0228754	0.0399428
femme	0.00848072	0.0167401	0.0293266	0.0363466	0.0764097	0.0504266	0.0993076	0.0396406	0.0312829	0.0241105	0.0120552	0.0175131	0.0143512	0.014772	0.0103913	0.0219342	0.0387585	0.0404141	0.0416242	0.0392029	0.0495838	0.039573	0.0279441	0.0296207	0.0217395	0.0357826	0.0276528	0.0257202	0.0135731	0.0123152	0.0107544	0.00570572	0.0082819	0.00607545	0.00644451	0.00693436	0.00920989
qui	0.0380353	0.0361123	0.0408598	0.0401435	0.0429931	0.0655516	0.0503827	0.0383424	0.0272638	0.0435727	0.060094	0.0983494	0.06955	0.0648792	0.0340274	0.0301655	0.0495498	0.0165301	0.00732039	0.00418252	0.00412755	0.00329397	0.00335374	0.00364403	0.00309164	0.00287381	0.00157989	0.00259594	0.003626	0.00331175	0.00481655	0.00754772	0.0122137	0.0153083	0.0191549	0.0303082	0.0212467
quitte	0.0494061	0.0284214	0.0159341	0.0139184	0.0117205	0.0102926	0.012788	0.0165593	0.0204447	0.0252945	0.0476201	0.0618239	0.0530815	0.0455797	0.0579387	0.060541	0.0382836	0.0238153	0.0215303	0.00809528	0.00743819	0.00854243	0.0090624	0.00824257	0.00785451	0.00549566	0.00925068	0.0144163	0.0146792	0.0161098	0.0120285	0.0128203	0.0126293	0.0358599	0.052478	0.0364485	0.113555
son	0.043581	0.0246268	0.0137354	0.0121688	0.00665436	0.00616169	0.011504	0.018461	0.0296093	0.0313157	0.0524923	0.0520683	0.0566589	0.0471366	0.0421301	0.0317135	0.0184827	0.0226081	0.023988	0.0199017	0.00967694	0.0131209	0.0183747	0.0211426	0.0103799	0.0105987	0.0151564	0.0135043	0.00914762	0.0178672	0.0207746	0.0160119	0.0244639	0.0358199	0.0455631	0.0656866	0.0877125
mari	0.036578	0.0162537	0.0174922	0.0134584	0.00967259	0.0111105	0.0126729	0.0164326	0.0318419	0.0313482	0.0394894	0.041034	0.0436987	0.0565041	0.0617095	0.0412917	0.0266126	0.0315047	0.0182475	0.0104761	0.00599453	0.0116096	0.0113942	0.0124684	0.012259	0.0139279	0.00995743	0.00849592	0.00630487	0.0158148	0.0233483	0.0318873	0.0481656	0.0481215	0.0492153	0.0582031	0.0654033
arbitrairement	0.0501988	0.0307262	0.0305867	0.0143416	0.010714	0.0117883	0.0128271	0.017128	0.0222685	0.020849	0.029787	0.0352719	0.0434598	0.0581648	0.0488146	0.0644155	0.0469694	0.0701601	0.0242747	0.0160209	0.00645645	0.0133434	0.0148625	0.0117701	0.010168	0.00495818	0.00241307	0.0022417	0.00224973	0.00531799	0.00655267	0.0100571	0.0211412	0.0233374	0.0356028	0.070908	0.0998526
est	0.0285873	0.0210025	0.0190003	0.0141068	0.0148716	0.0201603	0.0182579	0.0230225	0.0196033	0.0180974	0.0136036	0.012972	0.0125746	0.0179795	0.0190012	0.0221444	0.0308035	0.0214537	0.0207573	0.02941	0.032015	0.0213345	0.0271259	0.0308676	0.0291917	0.0262053	0.0133128	0.0109117	0.011092	0.023133	0.0389964	0.0370187	0.0444026	0.0509685	0.0561952	0.110471	0.0393482
une	0.0229648	0.0153649	0.0102135	0.00578448	0.00440457	0.00511213	0.00538486	0.00673036	0.00932545	0.00702393	0.00785157	0.00714622	0.00722059	0.011333	0.0164813	0.020851	0.0256623	0.0222764	0.0201026	0.0283849	0.0217723	0.0297394	0.0301866	0.0276548	0.0401069	0.0414019	0.0286773	0.0204153	0.0137502	0.035229	0.0487968	0.053026	0.0699911	0.0684167	0.0577519	0.0899474	0.0635176
imbécile	0.0250816	0.025111	0.0209763	0.0144772	0.0132595	0.0101663	0.011034	0.0101136	0.0124981	0.0108402	0.0112429	0.0101738	0.010937	0.0170645	0.0227426	0.0201614	0.0176248	0.0150503	0.0143302	0.0143935	0.0143696	0.0135304	0.0139583	0.0145224	0.0165304	0.0182707	0.0137966	0.0132908	0.0119362	0.0284261	0.0421584	0.0604934	0.0662195	0.0619976	0.0685675	0.0782414	0.156412
</S>	0.0307358	0.0294847	0.0207658	0.0110768	0.00895671	0.0110686	0.01153	0.0194255	0.0159309	0.0151533	0.0153788	0.0129117	0.0142215	0.0201936	0.0184162	0.0215006	0.0240875	0.0217722	0.012861	0.0120806	0.00584334	0.0134438	0.0138876	0.01579	0.0127405	0.00896051	0.00760893	0.0132006	0.014566	0.0274748	0.0410868	0.056932	0.052445	0.0509089	0.0612047	0.0994532	0.156902
