 	a15	a66	a87	a23	a87	a23	a83	a94	a93	a56	a75	a98	a47	a92	a25	a85	a47	a0	a56	a75	a85	a6	a21	a12	a24	a31	a43	a31	a21	a56	a94	a58	a82	a87	a23	a87	</S>
chacun	0.0227299	0.0207596	0.0176753	0.0137042	0.0156453	0.0205033	0.0411355	0.0964529	0.116755	0.104001	0.0480501	0.0454902	0.0395539	0.0595402	0.0542447	0.0331584	0.0160262	0.0100157	0.0119811	0.00971115	0.00863411	0.00809075	0.00614741	0.00749567	0.00757399	0.0126201	0.00879367	0.0123746	0.0128607	0.0111216	0.016068	0.0187701	0.011081	0.0146526	0.0107588	0.0130719	0.0227514
va	0.0344265	0.0262397	0.023224	0.0172403	0.0128473	0.0106003	0.0185496	0.0158083	0.01427	0.0185932	0.0337918	0.0606339	0.0687038	0.0380333	0.0224906	0.0182219	0.0164915	0.0152977	0.015231	0.020454	0.0182834	0.0167536	0.0103659	0.0112784	0.0147747	0.0301336	0.0149654	0.0185873	0.0360312	0.0229432	0.0226179	0.040578	0.0399045	0.0477868	0.0481589	0.0476507	0.0580379
payer	0.074262	0.0313219	0.0266075	0.0206396	0.0152015	0.0111928	0.0247294	0.0239514	0.0296155	0.0322515	0.029277	0.0257826	0.0281302	0.0170025	0.0244432	0.022488	0.0335873	0.0319862	0.0340097	0.0417195	0.0337018	0.0383437	0.0353343	0.0172741	0.0110904	0.0062122	0.00525114	0.00933079	0.0114214	0.0170522	0.0126162	0.0217968	0.0309603	0.0294938	0.0357072	0.0382568	0.0679578
les	0.0540156	0.0168474	0.0103588	0.00706114	0.00557786	0.00353614	0.0059707	0.00531421	0.00848704	0.00857963	0.016445	0.0130464	0.0213554	0.0136047	0.011815	0.0154912	0.0239172	0.0337309	0.0309002	0.0481931	0.0337068	0.0661699	0.0630706	0.039877	0.037644	0.019018	0.024103	0.0259137	0.0264104	0.0487743	0.0379761	0.0416863	0.0328309	0.0434854	0.0412117	0.045075	0.0187993
repas	0.100504	0.0236369	0.012871	0.0104959	0.00589654	0.0086794	0.0106356	0.0128835	0.0151713	0.0170285	0.0120383	0.0145848	0.0193641	0.0144997	0.0153637	0.0209838	0.0177167	0.0186963	0.0167339	0.0352646	0.0376399	0.0519926	0.0648033	0.0329525	0.0342097	0.0363139	0.0455245	0.0371208	0.0287423	0.0414547	0.0264803	0.0315804	0.0378727	0.0203684	0.0320702	0.0267228	0.0111028
qu'	0.0946587	0.0316841	0.0167419	0.0144838	0.00874315	0.0113661	0.0152148	0.0174391	0.0226048	0.0258372	0.0545984	0.0317017	0.0661634	0.0573569	0.0377972	0.0392741	0.0225613	0.0234	0.0165519	0.0183599	0.0223279	0.029794	0.021444	0.0187236	0.0144743	0.0119016	0.0241662	0.0265554	0.0213616	0.0350908	0.0175592	0.0185421	0.0262162	0.023715	0.022029	0.0282344	0.0113263
il	0.0631904	0.01956	0.0208171	0.0143888	0.00955902	0.00733907	0.00966508	0.00824278	0.0132481	0.0117417	0.0251011	0.0149154	0.0323272	0.0215101	0.0216225	0.0222402	0.0317199	0.0373686	0.0273101	0.0272406	0.0306745	0.0456643	0.0307766	0.034855	0.0415226	0.0203238	0.032229	0.031186	0.0350691	0.0444689	0.0307068	0.036306	0.0423996	0.0343226	0.020046	0.0337766	0.0165649
a	0.0602781	0.0312986	0.0168355	0.0100268	0.00655282	0.00471809	0.00902011	0.00967945	0.0129427	0.00919692	0.0174242	0.00627259	0.0141916	0.010848	0.0122814	0.0120613	0.0169572	0.0178599	0.0178497	0.0194872	0.0204391	0.0274729	0.0301936	0.0319049	0.0420058	0.0332843	0.0222409	0.0264811	0.0313656	0.0342651	0.037416	0.0546437	0.0701822	0.0718853	0.0532842	0.0667966	0.0303566
pris	0.0560007	0.0355173	0.0251911	0.0159295	0.0111103	0.00602839	0.0129958	0.0146492	0.0207303	0.0145436	0.0149031	0.00610581	0.00962531	0.010834	0.0134498	0.0108454	0.0138439	0.0188712	0.0206469	0.0228526	0.0257456	0.0204525	0.0283974	0.0290527	0.0294162	0.0255469	0.0157751	0.0180804	0.0174043	0.024794	0.0321616	0.0449223	0.0550193	0.0593524	0.0662168	0.0628389	0.0901491
</S>	0.0560017	0.0302593	0.0271876	0.0180119	0.0111027	0.00711684	0.011591	0.0112775	0.0185919	0.0159858	0.0169314	0.00668291	0.0101539	0.0070664	0.00775724	0.00890951	0.0146248	0.0180753	0.017327	0.0184262	0.0224348	0.0188494	0.0237087	0.0247074	0.0251694	0.0192683	0.0156176	0.014301	0.0161382	0.026519	0.0264409	0.0430401	0.0669341	0.071984	0.0737753	0.0738012	0.10423
