 	a66	a87	a23	a9	a53	a15	a79	a37	a94	a18	a44	a56	a12	a96	a5	a37	a79	a69	a58	a96	a18	a88	a71	a25	a87	a23	a87	</S>
cet	0.0555635	0.101841	0.0552001	0.0673324	0.0642797	0.0895502	0.0472231	0.0238644	0.0152836	0.0250999	0.0198427	0.0150718	0.0120051	0.0107467	0.00893944	0.00845808	0.0110376	0.0125818	0.01988	0.0475958	0.06288	0.0321441	0.0436514	0.043393	0.0197316	0.0320787	0.020083	0.0346418
arbuste	0.00135949	0.00176243	0.00280405	0.00863569	0.0217125	0.0784394	0.290746	0.232112	0.129866	0.0684075	0.0527192	0.0539357	0.0216142	0.00987753	0.00679213	0.00382868	0.00478991	0.00215494	0.00169122	0.000513662	0.000111047	0.00116639	0.000239893	0.000329634	0.00092051	0.000386329	0.00215535	0.000929323
que	0.117898	0.138466	0.130656	0.0602812	0.0280615	0.0194617	0.0174124	0.0268042	0.023709	0.0117346	0.0144791	0.0187786	0.020759	0.0398798	0.0602523	0.035871	0.0232895	0.0167051	0.0153106	0.0191784	0.00428211	0.00903245	0.00903924	0.0184849	0.035078	0.0152225	0.0470735	0.0227987
tu	0.0916589	0.0985983	0.0530117	0.0279401	0.0236833	0.013742	0.0144054	0.0187228	0.0259227	0.0135864	0.0153257	0.0151337	0.0165186	0.0201635	0.0210286	0.0138638	0.00672456	0.0136614	0.0117575	0.019362	0.0369503	0.0364091	0.060062	0.0580187	0.0932752	0.0591966	0.0793326	0.0419445
as	0.102966	0.0763477	0.026941	0.0272699	0.0169934	0.00658208	0.00528822	0.00800098	0.0158413	0.0174741	0.0224311	0.0226637	0.0305228	0.0215354	0.0246639	0.0198629	0.0164744	0.0283125	0.0366993	0.0394516	0.0509969	0.0455983	0.0570967	0.0482265	0.0457967	0.036576	0.099715	0.049672
coupé	0.0734262	0.085514	0.041323	0.0327241	0.0235801	0.012264	0.00729958	0.0239302	0.0644511	0.0486229	0.0691077	0.0607801	0.0550672	0.0419563	0.0420216	0.0195308	0.0275918	0.0413172	0.0379493	0.0362878	0.0289728	0.0193463	0.0112443	0.0215342	0.01571	0.0108663	0.0207491	0.0268318
s'	0.149462	0.0992241	0.0430508	0.0250178	0.0107348	0.00391867	0.00215972	0.00444328	0.00810442	0.010985	0.0251127	0.0321802	0.0600143	0.0284406	0.0486256	0.0347642	0.0293331	0.0406728	0.0434717	0.0582996	0.08041	0.0397669	0.015307	0.0255063	0.0204243	0.0171777	0.0237459	0.0196463
appelle	0.0686486	0.0565904	0.0446245	0.0311433	0.0238075	0.0113146	0.00753808	0.00986113	0.0141343	0.0177559	0.0215944	0.0243109	0.0402331	0.0402832	0.0341327	0.0178732	0.0259031	0.0385013	0.0601525	0.083606	0.13675	0.046382	0.0149961	0.0347625	0.0255808	0.0281266	0.0209397	0.0204538
okyekyeli	0.0395785	0.0296385	0.0334273	0.0289092	0.0376341	0.0251577	0.0103829	0.0124388	0.0223151	0.021468	0.0173746	0.0249968	0.0234913	0.0143381	0.0254785	0.0253169	0.0467843	0.059008	0.069251	0.0900062	0.0433428	0.0783169	0.0318184	0.0573315	0.0382617	0.0307316	0.0328812	0.0303201
</S>	0.0278091	0.0241133	0.0232554	0.0254834	0.0392162	0.0599216	0.0669417	0.0542321	0.0348145	0.020727	0.0158623	0.0167544	0.0150038	0.00952249	0.0144892	0.00923198	0.0188862	0.0241601	0.0337744	0.0595732	0.0509684	0.0573826	0.0405301	0.0623102	0.0595978	0.0374216	0.0402824	0.0577345
