 	a66	a87	a23	a82	a57	a97	a87	a97	a53	a93	a75	a12	a31	a88	a71	a9	a38	a31	a88	a71	a9	a54	a98	a5	a96	a62	a12	a96	a98	a85	a47	a36	a7	a90	a98	a6	a36	a37	a5	a36	a26	a44	a57	a3	a97	a87	a97	</S>
la	0.0315977	0.0479389	0.0341502	0.0267839	0.0243045	0.0145755	0.0157147	0.0206198	0.0189376	0.0185785	0.0306978	0.0486814	0.0402213	0.0662864	0.0435262	0.0270857	0.040521	0.0268063	0.0157967	0.00774139	0.00982882	0.00597191	0.00546382	0.010325	0.00658068	0.00959027	0.00774777	0.0170357	0.00847763	0.0166356	0.0169964	0.00968713	0.0166698	0.0181874	0.0359631	0.0286572	0.0354174	0.0149825	0.014106	0.0114987	0.0105544	0.00848507	0.00830656	0.00662762	0.00749733	0.0163182	0.0159406	0.0258816
nuit	0.00466693	0.00638874	0.00660396	0.0164309	0.019429	0.0224175	0.0243131	0.0522084	0.034869	0.0481051	0.0574903	0.047378	0.0212692	0.0275207	0.0337203	0.0397558	0.0250706	0.0473225	0.0636023	0.0143712	0.0612155	0.0846088	0.0283217	0.0713857	0.0291084	0.0294249	0.0290182	0.00642998	0.00302106	0.00306859	0.00748885	0.013795	0.00288454	0.00299125	0.00263777	0.00123421	0.00126426	0.000776484	0.000853341	0.000246223	0.000594576	0.000598824	0.000641845	0.000316273	0.00170308	0.000991057	0.00156579	0.000880238
quand	0.0197052	0.027872	0.0213973	0.0193506	0.0249518	0.0327885	0.0254831	0.034664	0.0292545	0.0391786	0.056234	0.0485723	0.0299033	0.04704	0.0378792	0.0393043	0.0595722	0.0523177	0.053104	0.055267	0.0705087	0.0457259	0.0156305	0.0552171	0.0152107	0.016607	0.00955876	0.00362428	0.00193288	0.00137217	0.00113664	0.00194425	0.000579758	0.000805259	0.00147626	0.000731333	0.000776509	0.000234266	0.000190252	0.000156746	0.000325234	0.000401714	0.0003206	0.000208377	0.000667863	0.000229575	0.00034427	0.000243541
le	0.0134153	0.0132139	0.00832292	0.0173482	0.0177373	0.0152106	0.0152314	0.0217722	0.021458	0.0213615	0.038103	0.0519434	0.0453493	0.055521	0.0296395	0.0238967	0.0272941	0.0357325	0.028197	0.0351633	0.0207683	0.0356841	0.0231155	0.029625	0.0442352	0.0310087	0.0444019	0.0242749	0.017013	0.0163479	0.0127629	0.0150317	0.00457879	0.00752815	0.00609412	0.00845038	0.0102823	0.00881159	0.00705121	0.00366235	0.0120524	0.00899886	0.00785149	0.00992797	0.0190075	0.0141599	0.0132278	0.00813485
village	0.0101818	0.011856	0.0146013	0.0249289	0.0173241	0.0135259	0.0193584	0.0170318	0.031156	0.0234798	0.0224132	0.0159745	0.0137718	0.0157269	0.00768462	0.00869996	0.00772387	0.0151179	0.0112382	0.0145681	0.0133289	0.0129802	0.0108722	0.0167461	0.0202104	0.0387382	0.0232376	0.0172627	0.0196775	0.0265936	0.0391157	0.0300947	0.0193014	0.0172567	0.014198	0.0220595	0.017234	0.0307641	0.0253544	0.0209441	0.0408949	0.045837	0.0419084	0.0398392	0.0266757	0.0175031	0.0169006	0.0181081
est	0.0112121	0.0101	0.0169711	0.0228702	0.0198426	0.0154444	0.0198107	0.0142377	0.0240521	0.0144022	0.0191457	0.019751	0.0181055	0.0219769	0.0145124	0.0211344	0.02014	0.0238942	0.0226687	0.0235773	0.0181067	0.0142302	0.01629	0.0212999	0.0123923	0.0272639	0.021264	0.0253065	0.0252952	0.025967	0.0211074	0.0120523	0.0150857	0.018744	0.0202348	0.0350724	0.0331149	0.0344249	0.0255246	0.029291	0.0278745	0.0303177	0.020962	0.0228503	0.0274033	0.0180509	0.0114873	0.0151373
obscur	0.00937998	0.00733909	0.00701419	0.00730703	0.00600167	0.00547365	0.00753288	0.00840428	0.0124104	0.00707291	0.00763105	0.00550736	0.00785721	0.00888574	0.00629067	0.00762076	0.00865038	0.00938011	0.00694781	0.0213443	0.0128934	0.0204049	0.0237691	0.0178867	0.0226837	0.0319642	0.0283146	0.0253999	0.0314025	0.0285995	0.0216296	0.0234245	0.0183209	0.0173344	0.0207767	0.0258247	0.0275154	0.0414905	0.0428199	0.0554679	0.0513146	0.0366077	0.0499894	0.047511	0.036879	0.0360727	0.0197213	0.0159301
les	0.0195114	0.0152904	0.0128911	0.0112715	0.0103358	0.00626247	0.00885327	0.00871243	0.00814095	0.00492699	0.0074284	0.00628527	0.00855009	0.0127892	0.00759092	0.00769755	0.00799588	0.0110578	0.00567568	0.00844646	0.00611975	0.00618167	0.00780011	0.00727627	0.00557403	0.00983574	0.0058827	0.0101146	0.0119432	0.0171667	0.0137088	0.0100109	0.00987345	0.0098534	0.0107103	0.0132906	0.0176308	0.0382198	0.0742533	0.0981128	0.0788684	0.0616225	0.0701955	0.0814295	0.0510319	0.0366481	0.022708	0.0242236
gens	0.0101157	0.00871861	0.00628202	0.00770543	0.00454947	0.00303197	0.00599653	0.00535401	0.00548328	0.00318679	0.00406118	0.00584658	0.00666157	0.00721254	0.00587961	0.00737533	0.0061128	0.00949447	0.0064081	0.01312	0.00792396	0.00950638	0.0112091	0.00992437	0.00860217	0.0140033	0.0109695	0.00914697	0.0138388	0.0179921	0.0134557	0.0159959	0.0187194	0.0253963	0.0192077	0.0282839	0.0296994	0.045483	0.0485237	0.0559923	0.061709	0.0643723	0.0616068	0.0685645	0.058041	0.0620609	0.0453083	0.0318671
ont	0.015673	0.0161283	0.0107396	0.0153649	0.0101709	0.0065753	0.00949796	0.00840368	0.00840099	0.00595921	0.00827827	0.00994887	0.00972976	0.0114404	0.0105792	0.011509	0.013184	0.0170496	0.0123963	0.0138661	0.00835204	0.0074084	0.0087064	0.0078124	0.0055971	0.00673001	0.00615193	0.00665361	0.00978402	0.0120022	0.0119123	0.0116135	0.0150766	0.0157378	0.0103396	0.0175929	0.0202187	0.0371152	0.0393394	0.0564012	0.0595344	0.0560425	0.0575187	0.0598425	0.045521	0.0513091	0.0494892	0.0813021
