 	a66	a87	a23	a54	a47	a6	a85	a6	a47	a85	a37	a12	a43	a0	a83	a93	a4	a98	a47	a36	a75	a25	a79	a98	a47	a79	a92	a37	a75	a92	a37	a88	a71	a99	a87	a23	a87	</S>
les	0.0299557	0.0535691	0.0548496	0.0437434	0.0559091	0.0658133	0.0801857	0.0718929	0.0647249	0.0421859	0.0420534	0.0324699	0.0264899	0.0263346	0.0126992	0.00797298	0.00818351	0.00647751	0.00557199	0.00617326	0.00633456	0.00539875	0.00928535	0.0195033	0.0155601	0.00609756	0.0129058	0.0237523	0.0203057	0.0164853	0.0101186	0.0207761	0.0158384	0.0177309	0.011156	0.0169485	0.0128316	0.0217157
petits	0.00367516	0.00651952	0.0110922	0.0109844	0.0237044	0.0651427	0.106203	0.0988948	0.156508	0.0826321	0.076156	0.0451275	0.0432436	0.0240294	0.0355481	0.0212131	0.0160521	0.0196698	0.0208887	0.0214991	0.0167773	0.0134725	0.0100804	0.00608727	0.00206361	0.00282465	0.00280508	0.00686304	0.00733596	0.00395378	0.00698408	0.00666525	0.00552522	0.00201329	0.00477236	0.0040332	0.00618796	0.00277073
enfants	0.00718094	0.00438577	0.00373389	0.00435483	0.012466	0.0348388	0.0408171	0.0173078	0.0226672	0.0301478	0.0255719	0.039804	0.0422302	0.0825496	0.154374	0.17322	0.0679831	0.0518429	0.0296515	0.0368084	0.0194137	0.0124807	0.00726841	0.00423459	0.00255115	0.00278764	0.00284293	0.00263333	0.00397853	0.00732486	0.00847182	0.00910784	0.00803751	0.00475505	0.00585006	0.00452118	0.00724528	0.00455949
font	0.013106	0.00986887	0.00834552	0.0123936	0.01394	0.0249405	0.0424752	0.0223867	0.0395474	0.0351576	0.0323866	0.0861336	0.0536471	0.066211	0.107958	0.0965053	0.0372711	0.0401201	0.0252374	0.0295938	0.01669	0.0177069	0.0105905	0.00720884	0.00570361	0.00825021	0.00551626	0.00371455	0.00502058	0.00732192	0.0190904	0.0135127	0.012668	0.00967079	0.0232473	0.00986765	0.0155421	0.0114523
la	0.0184482	0.0163366	0.010536	0.0138648	0.0157273	0.0261149	0.018766	0.0199366	0.0196419	0.0162829	0.0212687	0.024674	0.0356763	0.030098	0.0384202	0.0519689	0.0325358	0.0530172	0.0612934	0.0558093	0.0534391	0.0442183	0.0343335	0.0307062	0.0198918	0.0146386	0.0194756	0.0239702	0.0141861	0.0210019	0.0401279	0.0221178	0.0293961	0.0164227	0.0095267	0.00684127	0.00824608	0.0110429
course	0.028375	0.0282701	0.0130308	0.0137484	0.0166938	0.01472	0.0177178	0.0161481	0.00636997	0.00910957	0.0074276	0.0118165	0.015057	0.0140305	0.0200239	0.0310522	0.0284412	0.0426082	0.0524649	0.043235	0.0552751	0.0544766	0.0520517	0.0411457	0.037479	0.0297526	0.0470999	0.0534535	0.0207131	0.0282823	0.035286	0.0361531	0.0282948	0.0126646	0.00817977	0.00866738	0.00836554	0.0123188
dans	0.0371006	0.0263816	0.0174277	0.0139876	0.014303	0.00797537	0.00928208	0.0107454	0.0197884	0.0295786	0.041979	0.0764152	0.0655344	0.132586	0.0565819	0.0652617	0.0451801	0.0297214	0.0179995	0.0238641	0.0153996	0.01394	0.0158209	0.00829583	0.00591997	0.00429468	0.00336176	0.00382978	0.00553015	0.00670995	0.011414	0.00941164	0.00918843	0.0179596	0.0379959	0.0189028	0.0308169	0.0395148
la	0.0341054	0.0265558	0.0227511	0.0113905	0.0131701	0.0108855	0.00858194	0.00830571	0.0190247	0.0145347	0.0149749	0.031409	0.0185639	0.0445739	0.0550039	0.0784438	0.0772764	0.0613738	0.037439	0.0328967	0.0214658	0.013081	0.0176021	0.0146056	0.0170146	0.0112244	0.0148773	0.0119387	0.0163415	0.0178019	0.0275319	0.0298681	0.0260323	0.0254744	0.0290217	0.0247509	0.0306113	0.0294958
cour	0.0458627	0.0566724	0.0339097	0.0203707	0.0212205	0.0267461	0.0291237	0.0254204	0.0261738	0.0158277	0.0141727	0.00665231	0.0101302	0.0147768	0.0255073	0.0127261	0.030793	0.0581763	0.0246929	0.0434509	0.0263188	0.0219257	0.0206559	0.0197674	0.0215174	0.0151309	0.024638	0.0268251	0.0278626	0.0149449	0.0374277	0.0476365	0.03627	0.0167026	0.028768	0.0217274	0.04024	0.00923481
</S>	0.0705652	0.0397806	0.0172127	0.0151096	0.0128065	0.00938622	0.010759	0.00846957	0.0096334	0.015327	0.0199423	0.026204	0.0268141	0.0389226	0.0231156	0.0244816	0.0223372	0.0189729	0.0192716	0.0163804	0.0168539	0.0167557	0.0244785	0.0228973	0.0183224	0.0137125	0.0120993	0.00969511	0.00959637	0.0129396	0.0264316	0.0378187	0.0452949	0.0549595	0.0601721	0.0387742	0.0520438	0.0816626
