 	a66	a87	a23	a87	a23	a40	a37	a85	a47	a37	a93	a70	a88	a62	a61	a34	a70	a24	a75	a96	a62	a88	a75	a92	a85	a5	a36	a0	a54	a36	a26	a3	a87	a23	a87	</S>
les	0.0474047	0.0621972	0.102948	0.0947174	0.0759537	0.0669743	0.0748982	0.0516157	0.0300964	0.0275627	0.0182089	0.026613	0.0152044	0.0138457	0.0158275	0.0160571	0.0137816	0.0136773	0.0101972	0.0117982	0.00672605	0.00907729	0.0105981	0.0118132	0.00959656	0.0111783	0.0150897	0.0105459	0.00956615	0.0162086	0.00906236	0.0126127	0.0106435	0.0160491	0.0132236	0.0384292
enfants	0.00885742	0.013221	0.0258873	0.0184919	0.0144845	0.0193246	0.0385433	0.0736267	0.14448	0.13452	0.0674518	0.0710343	0.0683721	0.0487102	0.0307945	0.06221	0.0410354	0.0186111	0.0256009	0.00629763	0.00786168	0.0109284	0.00617829	0.00798192	0.00336867	0.00151123	0.00283817	0.00171739	0.00198253	0.00316108	0.0022485	0.00320682	0.00319868	0.00219107	0.00786031	0.00221081
ont	0.0363896	0.0497153	0.0181735	0.0168562	0.0165254	0.0301159	0.0264542	0.0329852	0.0373613	0.0531563	0.037938	0.0407635	0.0379638	0.0392781	0.0249623	0.0228433	0.0233672	0.0429645	0.0583984	0.0607976	0.0632854	0.0374574	0.0263223	0.0226854	0.0173747	0.0155854	0.0128873	0.00404582	0.00853726	0.00933086	0.00831139	0.00758384	0.014907	0.0136241	0.0268455	0.00420654
passé	0.0114421	0.00768059	0.00813341	0.00537354	0.0047294	0.00940478	0.0149201	0.0167935	0.0220609	0.0294879	0.0468096	0.0355182	0.0736517	0.0814513	0.0930687	0.087334	0.0752064	0.0842979	0.0550662	0.039048	0.0508387	0.0147334	0.0160861	0.0137604	0.00754633	0.00820231	0.00731407	0.00978799	0.00898786	0.00780304	0.0087882	0.0109456	0.00588711	0.0104004	0.00821209	0.00922849
toute	0.0193277	0.0112654	0.00539001	0.00769603	0.0120184	0.03708	0.0757208	0.0792433	0.108499	0.133383	0.0354759	0.0700512	0.0940769	0.022345	0.0434626	0.0457277	0.0329666	0.0230328	0.0161194	0.0131404	0.0160497	0.00706972	0.0094278	0.00904498	0.00569328	0.00848527	0.00684698	0.00669469	0.00568203	0.00474082	0.00518362	0.00470232	0.00338744	0.00502629	0.0040622	0.0118799
la	0.0285207	0.0185635	0.0106331	0.0151903	0.0143075	0.0247199	0.0202985	0.014762	0.0173614	0.0293239	0.0417568	0.0373663	0.0505377	0.039613	0.0567722	0.0310368	0.0384281	0.0349109	0.0350671	0.0341279	0.0218568	0.0184079	0.0212236	0.0285693	0.0316939	0.0443253	0.0416411	0.0262864	0.0186882	0.0223854	0.0184909	0.0216955	0.0180126	0.0246145	0.0148169	0.033994
journée	0.0428257	0.0187142	0.017095	0.0237859	0.0343214	0.0227652	0.0132006	0.00852901	0.0193014	0.0255019	0.0192022	0.034126	0.0339213	0.0341428	0.041861	0.0328385	0.0504555	0.0417332	0.0325168	0.0350627	0.0206501	0.023064	0.0204548	0.0230207	0.0277863	0.0341454	0.0300814	0.0337526	0.028318	0.0294815	0.0197861	0.031658	0.0220431	0.0327741	0.0191535	0.02193
à	0.0576803	0.0210204	0.0282506	0.0222807	0.0181313	0.0156007	0.0136727	0.0147033	0.0372082	0.0239582	0.00742488	0.020136	0.0261315	0.0138167	0.0308042	0.0219132	0.0207489	0.0328403	0.0199302	0.0251599	0.0171466	0.0136517	0.00908196	0.00703287	0.00918175	0.0147876	0.0135101	0.0278546	0.029068	0.0347487	0.0437771	0.0496061	0.0458707	0.0653342	0.0522027	0.0957331
jouer	0.035568	0.0103376	0.0102425	0.00757455	0.00723275	0.00775853	0.00720568	0.00851719	0.0200276	0.0200641	0.00677026	0.0167151	0.0210661	0.010352	0.0247089	0.0171951	0.0204092	0.0271747	0.0150157	0.0274222	0.0154022	0.017833	0.0116079	0.015053	0.0162975	0.038526	0.0273175	0.0336188	0.0389734	0.0453511	0.0620763	0.0668297	0.0589047	0.0674206	0.0792434	0.0841873
</S>	0.030008	0.0141745	0.013925	0.0103203	0.00876112	0.00963409	0.0103745	0.0120862	0.0257486	0.0199687	0.0107356	0.0157082	0.0220157	0.0185469	0.0240062	0.0228833	0.0302357	0.0390737	0.0267732	0.0369663	0.0242512	0.0248787	0.0129498	0.0167446	0.016269	0.0263419	0.0246157	0.0263322	0.0288738	0.0370165	0.0408376	0.0594138	0.0460719	0.0549772	0.0739914	0.0844889
