 	a66	a87	a23	a18	a54	a6	a36	a5	a18	a24	a21	a5	a85	a6	a75	a98	a92	a44	a96	a12	a34	a93	a75	a21	a5	a21	a47	a93	a90	a69	a58	a82	a87	a23	a99	</S>
sa	0.0406772	0.0602398	0.0491565	0.0468804	0.0460943	0.115522	0.101168	0.0768179	0.0361001	0.0248911	0.0231375	0.0133703	0.0162791	0.0113694	0.0165234	0.0157163	0.0102573	0.0112293	0.0229261	0.0198263	0.0164316	0.0192322	0.0275358	0.0242431	0.0164717	0.0144115	0.0123793	0.0136151	0.0134243	0.00847851	0.00934076	0.0115679	0.0118186	0.0110223	0.0117917	0.0200539
manière	0.00515168	0.00640737	0.0119052	0.0260486	0.043703	0.149329	0.172254	0.131774	0.164625	0.101984	0.0355388	0.0544731	0.0229648	0.00531204	0.00686587	0.00876874	0.00534176	0.0068414	0.00269793	0.00556978	0.00565587	0.00137484	0.00243364	0.00208873	0.00215054	0.00248816	0.00207939	0.0018404	0.00204175	0.00134149	0.000397426	0.00150651	0.00126617	0.00164014	0.00221847	0.00192099
de	0.0342149	0.0163127	0.0114416	0.0129588	0.00986694	0.0103599	0.0103233	0.0122391	0.0156175	0.00870456	0.0196107	0.0138183	0.0437809	0.0461956	0.018554	0.0127921	0.0115177	0.0101032	0.00932169	0.00654612	0.00724258	0.00463873	0.00325589	0.00298672	0.00407781	0.00489411	0.00937902	0.0159031	0.0401174	0.0643077	0.0641224	0.0849899	0.100776	0.0787812	0.111485	0.0687626
respecter	0.0118762	0.00691478	0.00357353	0.00200673	0.00257921	0.004986	0.00611757	0.00955153	0.0100775	0.00819855	0.0111855	0.0112143	0.0189878	0.0662916	0.108982	0.047366	0.0729605	0.117657	0.0723136	0.0418165	0.128981	0.0653872	0.0438155	0.0421353	0.0137781	0.0150681	0.0105065	0.00650685	0.00705227	0.00398378	0.0043387	0.0071969	0.00317861	0.00255258	0.00768718	0.00317464
cette	0.0199906	0.0121702	0.0101191	0.0100622	0.0112151	0.0183756	0.0162488	0.0179587	0.021265	0.0463393	0.0742383	0.0572194	0.0779581	0.090038	0.0956146	0.0574219	0.0344707	0.0518776	0.0504156	0.0412396	0.0408153	0.0239057	0.0230173	0.0212436	0.0112727	0.00876518	0.00413274	0.0040083	0.00304331	0.00462603	0.00444011	0.00640431	0.00456865	0.00545805	0.00824947	0.0118108
femme	0.0510342	0.027799	0.0173608	0.00945959	0.011626	0.0189933	0.0193192	0.0153595	0.0162313	0.0239914	0.0223376	0.0212693	0.0162257	0.0235694	0.0374613	0.0352737	0.0356733	0.0273521	0.0280274	0.0232179	0.0353108	0.0336847	0.0611632	0.0763198	0.0382198	0.0294966	0.03782	0.0314065	0.0330078	0.0235362	0.017266	0.0260754	0.0148639	0.00917863	0.0344993	0.0165694
cache	0.0344493	0.0175161	0.00868746	0.00636267	0.00804992	0.0105734	0.0103122	0.0123368	0.0168083	0.0208992	0.0164932	0.0170894	0.01453	0.017351	0.0183341	0.0278052	0.0239693	0.0183074	0.0207306	0.0209252	0.0252744	0.023443	0.0386803	0.0413403	0.0523751	0.0486539	0.0690657	0.0307021	0.0534971	0.0545834	0.0314948	0.0432231	0.0258901	0.0215543	0.061614	0.0370778
quelque	0.0543105	0.0501242	0.0269786	0.018363	0.0200269	0.0103865	0.00764119	0.00879451	0.00940907	0.0145078	0.025618	0.0208323	0.0223034	0.0203327	0.00963091	0.0137198	0.0122733	0.0104428	0.0167446	0.0108787	0.00903016	0.0143151	0.0122012	0.0100291	0.0157729	0.017954	0.0304794	0.0323051	0.0599997	0.0385237	0.0878131	0.0807842	0.0422122	0.0295635	0.0627736	0.0729244
chose	0.0339666	0.029569	0.0131742	0.0129519	0.0168519	0.0100779	0.00991994	0.0127493	0.0125424	0.021106	0.0245339	0.0253758	0.0254556	0.0351983	0.0309833	0.0331001	0.0347296	0.0317203	0.0387431	0.0301977	0.0245205	0.0332156	0.0302004	0.0295485	0.0355111	0.0367697	0.0417602	0.0406286	0.0426325	0.0198952	0.0384211	0.0459307	0.0256077	0.011867	0.0304752	0.0300691
</S>	0.0361008	0.0256528	0.0139157	0.016908	0.0186225	0.0156413	0.017421	0.0190818	0.0198824	0.0281768	0.0345654	0.0368852	0.036238	0.0318186	0.0179018	0.024689	0.0214666	0.017234	0.023535	0.0186831	0.0134151	0.0144685	0.019542	0.0119308	0.0248984	0.0238799	0.0421778	0.0303833	0.0438143	0.0264436	0.0657682	0.0420367	0.0396229	0.0386306	0.0426745	0.0458935
