 	a66	a87	a23	a5	a23	a75	a6	a5	a12	a21	a41	a5	a85	a5	a94	a98	a85	a6	a37	a21	a47	a88	a71	a9	a83	a34	a56	a96	a35	a56	a93	a4	a90	a15	a69	a58	a82	a87	a23	a87	</S>
la	0.0330354	0.0445619	0.0270256	0.0221775	0.0349517	0.0495364	0.0842301	0.0528407	0.052747	0.0336504	0.0125412	0.0126025	0.00528049	0.00816944	0.00777103	0.0106131	0.0129045	0.013417	0.0187869	0.0222703	0.0205472	0.031758	0.0439843	0.0757326	0.0353084	0.0362302	0.0375404	0.0189922	0.0140363	0.0042624	0.00471165	0.01823	0.0141357	0.00732022	0.00923137	0.0140489	0.0146468	0.0109514	0.00777928	0.0078857	0.013554
manière	0.000999557	0.00482226	0.00704873	0.0119291	0.0391122	0.0839434	0.0579764	0.161754	0.207752	0.171064	0.107792	0.0108945	0.0150554	0.027385	0.0166277	0.00719543	0.00832055	0.00726493	0.0158107	0.00500015	0.00535755	0.00202675	0.00274049	0.00169031	0.0033007	0.00156684	0.00288084	0.00283414	0.00168942	0.00197534	0.00080021	0.00134639	0.000467874	0.0005885	0.000139949	0.000162189	0.000359424	0.000186522	0.000351142	0.00107137	0.00071518
dont	0.0481697	0.0372631	0.0232473	0.0262888	0.0384763	0.0511325	0.0439388	0.0595232	0.0441549	0.0670792	0.0468595	0.0781275	0.068926	0.0584744	0.0372562	0.0252185	0.0232226	0.0155717	0.0361386	0.0175531	0.0105074	0.00941832	0.00865477	0.00766771	0.00395762	0.0037321	0.00668343	0.00342239	0.002479	0.00176418	0.00307074	0.00496976	0.00547511	0.0105233	0.00825978	0.0114976	0.0114287	0.0113869	0.00789621	0.0139852	0.00659796
ils	0.0148279	0.00758856	0.00265728	0.00251001	0.00219835	0.0025707	0.00422369	0.00795354	0.00691451	0.01343	0.013004	0.021903	0.0196033	0.0242763	0.0189101	0.0500016	0.0496692	0.0721425	0.0751418	0.0451148	0.0237877	0.03197	0.0288794	0.015946	0.0203055	0.0209213	0.0262682	0.0281172	0.0280565	0.0143938	0.0322397	0.0160938	0.0146575	0.0234939	0.0201345	0.0226726	0.0296261	0.0292491	0.039553	0.0590917	0.0199015
ont	0.0179124	0.00668724	0.00246771	0.00179609	0.00242765	0.00252307	0.00268431	0.00292618	0.00358681	0.0045088	0.00754509	0.0145708	0.0296338	0.0158505	0.0294973	0.0308134	0.0538216	0.129169	0.110193	0.1052	0.0612205	0.0714046	0.0297256	0.0177294	0.0244831	0.0141369	0.0236331	0.0131398	0.0172954	0.00498224	0.00803189	0.0044077	0.00416646	0.00795043	0.00745311	0.00989228	0.0134942	0.0145629	0.0246075	0.0283427	0.0255261
fermé	0.0420985	0.0312385	0.0144449	0.0151393	0.020584	0.0172936	0.0241544	0.0214864	0.0289858	0.0474605	0.0497627	0.0426437	0.0513417	0.0371807	0.0292862	0.0255713	0.0365995	0.028412	0.0434948	0.046837	0.0412863	0.0779688	0.0512468	0.0508491	0.0273803	0.0137706	0.019536	0.0106879	0.00783496	0.00196308	0.00190722	0.00281611	0.00193728	0.00247335	0.00182006	0.00346335	0.00443941	0.00427008	0.00790168	0.00544575	0.00698649
la	0.0277718	0.0289257	0.0131167	0.0129169	0.012409	0.00948135	0.0123255	0.0113257	0.0153042	0.0216621	0.0297734	0.0256826	0.0326541	0.0183013	0.0262969	0.0216424	0.0255188	0.0435923	0.0392406	0.0408029	0.0371853	0.0553526	0.0420265	0.0496947	0.0285612	0.0200997	0.0352232	0.0223202	0.0212672	0.0134802	0.0151668	0.0222282	0.0108757	0.0144324	0.00811509	0.00872854	0.0142882	0.019061	0.037944	0.0175612	0.0376442
maison	0.0158963	0.0134354	0.00807985	0.00414317	0.00426656	0.00359196	0.00469944	0.00557533	0.00761819	0.0100759	0.0119254	0.0177228	0.0151878	0.0158016	0.0149794	0.0122762	0.0141108	0.0200138	0.0122383	0.0101335	0.00735831	0.0102303	0.0108664	0.0253781	0.0237026	0.0120366	0.0236639	0.0211323	0.0156497	0.02945	0.0203697	0.0264859	0.0234765	0.0373945	0.0218249	0.0605152	0.0651621	0.0625001	0.0715167	0.106404	0.10311
laisse	0.047894	0.0310625	0.0203428	0.00750179	0.00781732	0.00616328	0.00794495	0.00702829	0.011969	0.014879	0.0183688	0.0257715	0.0248153	0.0254556	0.0240262	0.0215436	0.0167819	0.0165891	0.0120607	0.0135116	0.0083775	0.0122913	0.00999359	0.0195285	0.020362	0.00766985	0.00963601	0.01069	0.0106405	0.0119048	0.0102484	0.011569	0.0192796	0.0381072	0.0241013	0.0382825	0.0729202	0.052489	0.0707037	0.11065	0.0690281
libre	0.0373255	0.0257652	0.0137719	0.00515233	0.00424242	0.00279755	0.00223449	0.00259548	0.00325202	0.00518274	0.00942184	0.011528	0.0185483	0.0134255	0.0208828	0.0285197	0.0230135	0.0360404	0.0147921	0.0164914	0.0129439	0.0148965	0.0130919	0.0134729	0.0121757	0.0147789	0.0130642	0.0152083	0.018347	0.0173348	0.0259354	0.0162611	0.0264839	0.0247382	0.0207681	0.0282251	0.0647238	0.0740451	0.0892334	0.0954138	0.0938749
