 	a23	a87	a23	a83	a50	a24	a62	a34	a90	a4	a50	a31	a11	a90	a75	a34	a85	a41	a56	a94	a90	a82	a53	a56	a43	a75	a37	a21	a23	a27	a57	a10	a87	a23	a87	a23	a87	</S>
les	0.118836	0.0923631	0.0832529	0.0387518	0.0305353	0.0256328	0.0244129	0.0120097	0.0178071	0.00836611	0.0148813	0.0112865	0.0103472	0.00750937	0.00893449	0.0131869	0.00768753	0.0120599	0.00866793	0.0126819	0.0124155	0.0130023	0.0133285	0.0137144	0.0230505	0.0213524	0.0271779	0.0327278	0.0239656	0.0345001	0.0295074	0.0251633	0.0241024	0.0210607	0.0189137	0.0242428	0.034793	0.0477706
pauvres	0.00403834	0.00476522	0.00374099	0.00310352	0.00289422	0.00441449	0.0103418	0.0201633	0.0476453	0.0386002	0.0529428	0.0585822	0.110715	0.0718229	0.0882128	0.0787772	0.0681827	0.0615787	0.0369701	0.0331339	0.0282404	0.0392115	0.0335369	0.0150546	0.00888661	0.00416597	0.00639714	0.00647702	0.00284418	0.00465321	0.00467237	0.00313033	0.00865233	0.00593862	0.00605137	0.00391551	0.0145179	0.00302892
se	0.0339458	0.0218122	0.0207473	0.024671	0.025831	0.0161934	0.0198802	0.0258794	0.0337	0.039336	0.0552792	0.0656772	0.0717633	0.0489409	0.0365253	0.0406911	0.0664814	0.0247417	0.0385512	0.0216544	0.017924	0.0213332	0.0109015	0.0201316	0.0153667	0.00851187	0.0159267	0.0195442	0.0174801	0.0170366	0.0111762	0.0109818	0.0131663	0.0177237	0.0135957	0.0108553	0.0151756	0.0108669
lancent	0.0418569	0.0277093	0.0293168	0.0284146	0.0247939	0.0276834	0.0334783	0.0541503	0.0529334	0.0210559	0.0573614	0.0154069	0.033984	0.027441	0.0253333	0.0301725	0.0470487	0.0513791	0.0444168	0.0314389	0.0273962	0.0324055	0.0242693	0.0227676	0.0120258	0.00564489	0.0086623	0.0150785	0.0227358	0.0175016	0.0171383	0.0117013	0.0113732	0.0137807	0.0108637	0.00978841	0.0139084	0.017583
dans	0.0441732	0.0365774	0.0304707	0.0304617	0.0310177	0.0398942	0.0472107	0.0565485	0.0700725	0.0561479	0.059657	0.0512999	0.0210846	0.0244094	0.0180448	0.0246317	0.0257204	0.0238634	0.0253791	0.0243345	0.0171096	0.0212635	0.0153661	0.0110768	0.00852991	0.0101982	0.0106529	0.0154987	0.0198589	0.0155376	0.0173491	0.0131944	0.0119587	0.0137741	0.0126366	0.0106656	0.0114215	0.0229084
le	0.12663	0.052073	0.0438229	0.0389034	0.0311713	0.0183599	0.0156932	0.0148415	0.00946208	0.00981926	0.00742975	0.00704825	0.007225	0.00662042	0.00325374	0.00360395	0.00423655	0.00483344	0.00553159	0.00915024	0.0104436	0.011619	0.0145626	0.0138857	0.0159801	0.0254111	0.0332503	0.0447195	0.0657121	0.0550683	0.0472225	0.0341265	0.0289541	0.0292745	0.022601	0.0355991	0.0455437	0.0463167
monde	0.0425266	0.0324463	0.0229478	0.0157542	0.0174943	0.0157644	0.016613	0.0225125	0.0174357	0.0122088	0.00766232	0.00875847	0.00745559	0.00711527	0.00582952	0.00639302	0.00806036	0.0139803	0.0115445	0.0179072	0.0171154	0.0272184	0.0393611	0.0349748	0.048887	0.0386162	0.0349696	0.0466745	0.0458823	0.0686158	0.0506981	0.0546019	0.0493009	0.0391283	0.0279945	0.0274358	0.026486	0.011629
des	0.0866993	0.0710319	0.0549334	0.0449075	0.0332209	0.0276213	0.0213279	0.011115	0.0106074	0.00804481	0.00359748	0.00568164	0.00476584	0.00397013	0.00333499	0.0027977	0.00332696	0.00391669	0.00499888	0.00844059	0.00978564	0.0108116	0.0157159	0.0127123	0.0216401	0.0232714	0.0192743	0.0262084	0.0313295	0.0430398	0.0617989	0.0425573	0.0414074	0.0426183	0.0356614	0.0487563	0.0521386	0.0469322
fétiches	0.0863465	0.0525023	0.0348701	0.0302023	0.0255763	0.0246163	0.0262561	0.0190545	0.0149328	0.015247	0.00624498	0.0125536	0.0113051	0.0127477	0.0086267	0.00753208	0.00876596	0.00646586	0.00893318	0.0172443	0.0135199	0.0173067	0.0287808	0.0216309	0.029098	0.0252704	0.0183682	0.0248452	0.0233041	0.0463326	0.0263864	0.0328528	0.0416507	0.0415876	0.0422091	0.0414233	0.0626934	0.0327164
à	0.0925668	0.0512775	0.0393593	0.0422775	0.0380284	0.0258808	0.0292903	0.0256671	0.0138866	0.0134158	0.00445451	0.0089185	0.00738492	0.00728821	0.00718115	0.00827247	0.0107681	0.00512085	0.00694238	0.0146758	0.014011	0.0153234	0.0189434	0.0176764	0.0180913	0.0211413	0.0274037	0.033246	0.0359	0.0396429	0.040682	0.032371	0.0424279	0.0275076	0.0261905	0.0352173	0.0447585	0.0568086
cause	0.0824641	0.0512062	0.0386151	0.0487078	0.037733	0.0214838	0.0117177	0.0083613	0.00554496	0.00727712	0.0029847	0.00630359	0.0045711	0.00473089	0.00472255	0.00526476	0.0057847	0.00277268	0.00452383	0.00771876	0.00679538	0.00515718	0.00544543	0.010157	0.0191788	0.0239005	0.0309486	0.0370234	0.0396473	0.0438316	0.0457323	0.0431774	0.0668709	0.0458206	0.0484415	0.0487185	0.0556722	0.0609926
de	0.0625071	0.0383939	0.0302331	0.0313279	0.0214104	0.0114804	0.00734248	0.00401959	0.00359386	0.00406785	0.00287503	0.00424648	0.00397731	0.003531	0.00231298	0.0019962	0.00200509	0.00144656	0.00196082	0.00283235	0.00268451	0.00231226	0.00228524	0.00383941	0.00863144	0.0156538	0.0199613	0.0244563	0.031695	0.0312289	0.0430554	0.0426926	0.0735593	0.0616201	0.061854	0.0856696	0.102915	0.144325
leur	0.0459239	0.0319666	0.0228888	0.0193713	0.0154098	0.0107838	0.0077826	0.00586435	0.00349689	0.00333827	0.00251672	0.00334427	0.00317323	0.00405981	0.00357673	0.00223823	0.00211431	0.00238017	0.00241129	0.00237847	0.0019457	0.00253868	0.0032939	0.00610809	0.016908	0.0233767	0.0286595	0.0318869	0.0474586	0.0407656	0.0509351	0.0591575	0.0837778	0.065716	0.078035	0.0714669	0.0871692	0.105781
cupidité	0.032222	0.015311	0.0125105	0.0169779	0.00967037	0.00677193	0.00772566	0.0123957	0.00474462	0.00595325	0.00432675	0.00616614	0.00663131	0.0117139	0.00813364	0.00656996	0.00753867	0.00823834	0.00897228	0.00796391	0.00687241	0.00763982	0.00913129	0.0104698	0.0158139	0.0242856	0.0317278	0.0446603	0.0579835	0.0534203	0.0547373	0.062908	0.0655227	0.0674525	0.0842134	0.0610172	0.079075	0.0625314
</S>	0.0484537	0.0314786	0.0224898	0.0231139	0.0140045	0.00748935	0.00583228	0.00661064	0.00330144	0.00401286	0.00500749	0.00759163	0.00707546	0.00589455	0.00419424	0.00400397	0.00310928	0.00340627	0.00436904	0.0031727	0.00239292	0.00265299	0.00271577	0.00546073	0.00713764	0.0131268	0.0232485	0.0357451	0.0583206	0.0638694	0.0498393	0.073498	0.0655246	0.0661676	0.0688161	0.0732501	0.0824197	0.0912024
