 	a87	a23	a5	a18	a25	a54	a30	a47	a5	a31	a88	a38	a93	a56	a66	a61	a75	a85	a41	a27	a75	a5	a66	a83	a9	a87	a23	a87	a9	a87	</S>
l'	0.111449	0.0964978	0.113009	0.0913161	0.0604559	0.0461483	0.0421524	0.016132	0.0126099	0.0099437	0.00949173	0.00922892	0.00914026	0.00825151	0.0102115	0.0135786	0.014525	0.0181913	0.0201926	0.0231862	0.0196356	0.0130647	0.0128949	0.0139549	0.0177346	0.0189443	0.0201608	0.0177542	0.02779	0.0196133	0.0827409
écorce	0.0111892	0.0220748	0.0470648	0.0584758	0.0952652	0.18867	0.195084	0.134446	0.0778185	0.0189025	0.0229477	0.0119454	0.0117197	0.0158216	0.00967641	0.013915	0.00930505	0.0091173	0.00428957	0.00541189	0.00404703	0.00234419	0.00193855	0.00187407	0.00230018	0.00267137	0.00361494	0.00290641	0.0048249	0.00482654	0.00551098
de	0.0298243	0.0149092	0.0151386	0.0158673	0.0218803	0.0273624	0.0182928	0.0287639	0.0328395	0.025876	0.0226518	0.0173232	0.01298	0.0103083	0.0147747	0.0261029	0.0117259	0.0111282	0.0121018	0.0114425	0.0154708	0.0287616	0.0442353	0.0483687	0.0593466	0.0745388	0.0699929	0.0753938	0.0598014	0.117214	0.0255824
l'	0.050607	0.0376719	0.0100847	0.0178833	0.024603	0.00950105	0.0104806	0.0127272	0.0138012	0.0137887	0.0177387	0.0168251	0.0207776	0.0228963	0.0320502	0.0358808	0.0235911	0.0227256	0.0263569	0.0182566	0.0248744	0.0299869	0.0302264	0.0421139	0.0425204	0.0545004	0.0581343	0.0642799	0.0700032	0.0722976	0.0728151
arbre	0.0244535	0.0170444	0.00730935	0.00897833	0.0107821	0.0067117	0.00863889	0.0116178	0.0234673	0.0257603	0.048771	0.0612758	0.0475362	0.0259693	0.0390741	0.0379956	0.0308977	0.0375414	0.0230979	0.0170872	0.025927	0.0284912	0.0206496	0.0367619	0.0347041	0.0343462	0.0427297	0.0563963	0.0698427	0.0623798	0.0737618
contient	0.0275902	0.0165117	0.0111315	0.010492	0.00995236	0.0133293	0.0176963	0.0367012	0.06818	0.079202	0.0622617	0.0637705	0.0309054	0.0262663	0.0203178	0.0188694	0.0188788	0.0212589	0.0124399	0.0128384	0.0236982	0.0288665	0.0252426	0.0295626	0.0368291	0.0393812	0.0384205	0.0322722	0.0355944	0.049881	0.081658
de	0.0324587	0.0184736	0.0106946	0.0107182	0.010661	0.0108958	0.00594079	0.00529888	0.00840265	0.00737209	0.0117267	0.0142837	0.00955858	0.0121367	0.0132269	0.0175272	0.0172871	0.0176548	0.0152221	0.0164929	0.0302733	0.046442	0.0437506	0.0579976	0.0643408	0.0832546	0.0711524	0.0666213	0.0637683	0.0806963	0.12567
la	0.0149067	0.0111577	0.006722	0.00893574	0.0105323	0.00656168	0.00433381	0.00475116	0.00703197	0.00979165	0.0178136	0.0287888	0.0251694	0.0244964	0.0264402	0.0278734	0.0287478	0.0388895	0.0285181	0.0375414	0.0516451	0.0658744	0.0828722	0.0762839	0.086403	0.0525936	0.0561384	0.0466632	0.044488	0.0315638	0.036471
sève	0.0137218	0.0130792	0.0102951	0.0123796	0.0127667	0.00866971	0.00641613	0.00573091	0.00764466	0.013291	0.0281707	0.0489347	0.067376	0.0570845	0.0549255	0.0428599	0.0491397	0.0395913	0.0220896	0.0237738	0.03318	0.0367738	0.0347825	0.0544558	0.0681064	0.0360695	0.0462044	0.0355691	0.046873	0.0302262	0.0398186
</S>	0.0505092	0.0371391	0.0239106	0.0359307	0.0389162	0.0240767	0.0234477	0.0182074	0.0170078	0.0231129	0.0273355	0.0391454	0.0309994	0.0295624	0.0249517	0.0248755	0.0157779	0.0187874	0.0166739	0.0190589	0.0267076	0.0312758	0.0373292	0.0352981	0.0368882	0.0383857	0.038029	0.0433906	0.0385347	0.05105	0.0836848
