 	a66	a87	a10	a87	a97	a54	a98	a47	a15	a79	a44	a34	a96	a70	a62	a0	a75	a85	a37	a44	a4	a13	a50	a88	a71	a53	a69	a90	a96	a83	a9	a10	a97	a10	a97	a87	a97	</S>
ils	0.0136369	0.034727	0.0447201	0.0476864	0.0545476	0.0568445	0.0821711	0.0909298	0.105777	0.123386	0.0431771	0.017333	0.0118228	0.00859819	0.00610037	0.00624478	0.00575649	0.00848239	0.00708326	0.00954614	0.0161143	0.00898785	0.00641946	0.00784558	0.00519388	0.00825457	0.010398	0.0131504	0.0152086	0.0184364	0.0182654	0.0196547	0.012409	0.0154897	0.00885017	0.00944036	0.00894255	0.0183681
ont	0.014817	0.0124255	0.0128502	0.0158454	0.0288561	0.0253777	0.0321554	0.0343561	0.0370918	0.0402011	0.0453921	0.0640465	0.0649872	0.0285705	0.0206756	0.0286558	0.0276795	0.0738692	0.0266087	0.0227774	0.0199726	0.0144717	0.0103259	0.0118558	0.0198547	0.0239502	0.0208631	0.0184471	0.017666	0.0166755	0.0163331	0.0180905	0.0163218	0.0248366	0.0220758	0.0220936	0.0287031	0.0202239
souffert	0.0580969	0.0445607	0.0227991	0.0251155	0.0217852	0.0191199	0.012948	0.0139027	0.00861079	0.0125341	0.0164564	0.0227728	0.0204672	0.0303156	0.0482878	0.031656	0.0615007	0.0267117	0.0284539	0.0350954	0.0154954	0.0161362	0.0327834	0.0229131	0.0367451	0.0372697	0.0265355	0.0155346	0.0131579	0.0180112	0.0292453	0.0268744	0.0194011	0.0246762	0.0247263	0.026344	0.0382382	0.0147216
pour	0.122897	0.0362082	0.0245201	0.0218347	0.0203124	0.0141676	0.00581349	0.00272021	0.00231797	0.0022092	0.00253889	0.00476711	0.0112785	0.0198076	0.0231689	0.0184821	0.0230682	0.0182212	0.0226469	0.0180944	0.0390894	0.0374849	0.0660289	0.0378526	0.0399239	0.0261036	0.0164301	0.0192554	0.0174446	0.0140849	0.0210852	0.0264555	0.0257581	0.0355569	0.0418599	0.0468712	0.0343193	0.0393211
labourer	0.0575471	0.0272249	0.0371929	0.0347891	0.0329397	0.0284536	0.0239947	0.0218112	0.0148142	0.0107037	0.00583145	0.00962315	0.0149719	0.0222653	0.024139	0.026257	0.0267616	0.0274688	0.0447823	0.0397372	0.0679286	0.055147	0.0679692	0.0482704	0.0400696	0.0194239	0.0211332	0.0215584	0.0125377	0.016576	0.010028	0.0103465	0.0127798	0.0120546	0.0127865	0.0103907	0.0125942	0.0170969
ce	0.0532601	0.0362303	0.0474136	0.0480483	0.053084	0.0411441	0.0228081	0.0248937	0.0124489	0.0136122	0.0123445	0.0133509	0.0168708	0.0166003	0.0157762	0.0142525	0.0114257	0.0157555	0.0176512	0.0200519	0.0435384	0.0348867	0.0422495	0.0554843	0.0232948	0.0173722	0.0231197	0.0181692	0.012475	0.0145782	0.0115879	0.0172949	0.0154222	0.0255751	0.0288404	0.0242982	0.033419	0.0513717
champ	0.0656955	0.0518668	0.0356869	0.0295648	0.0322272	0.0213997	0.0174898	0.0125543	0.0113749	0.0102864	0.0190504	0.0176991	0.0236451	0.0249217	0.0303734	0.0233976	0.0165151	0.0209436	0.0288122	0.0366237	0.0289634	0.0316293	0.0253297	0.0386558	0.0203099	0.0214732	0.0222122	0.0241138	0.0171698	0.0296831	0.0198276	0.0261935	0.0161519	0.0299278	0.028512	0.0319258	0.0318457	0.0259473
de	0.0701603	0.0421645	0.0281382	0.0207415	0.0191479	0.0148586	0.0120027	0.00804065	0.0120792	0.011839	0.012087	0.0142874	0.0136852	0.0168633	0.0134285	0.00744344	0.00533938	0.00955527	0.00776761	0.00826373	0.0146062	0.0186328	0.0175018	0.019374	0.016224	0.0137571	0.0212724	0.0296535	0.0196159	0.0389872	0.0312591	0.0610054	0.0365567	0.0781876	0.066599	0.0669241	0.0572195	0.0447305
manioc	0.0591354	0.0411119	0.0216986	0.0143962	0.00823581	0.00465498	0.00363771	0.00277312	0.00381916	0.00512204	0.00831027	0.0102341	0.00807015	0.00987494	0.00581573	0.00429703	0.00363176	0.00710877	0.00615088	0.006317	0.0148972	0.0210704	0.0141353	0.0200438	0.0148149	0.0165929	0.0229929	0.038348	0.028975	0.0495207	0.0378399	0.0643415	0.0552393	0.0889526	0.0792232	0.0725841	0.079067	0.0469659
</S>	0.0567685	0.0642571	0.0524347	0.0337341	0.026789	0.0137928	0.00913342	0.00538358	0.00473979	0.00671216	0.00671575	0.0090343	0.00689689	0.00574285	0.00395512	0.00584214	0.00424559	0.0101358	0.00889511	0.00941804	0.0162462	0.0128106	0.00837025	0.0116501	0.00573417	0.00731482	0.00851709	0.01799	0.0114146	0.0209283	0.0195168	0.0534536	0.0462749	0.0806924	0.0738834	0.0631052	0.0889641	0.108507
