 	a10	a87	a23	a53	a76	a41	a35	a41	a32	a11	a24	a41	a27	a11	a75	a41	a96	a66	a24	a47	a43	a75	a41	a44	a26	a84	a53	a90	a98	a75	a41	a56	a90	a93	a98	a44	a96	a66	a61	a47	a83	a71	a9	a87	</S>
elle	0.0148972	0.0315122	0.0382711	0.0510961	0.0449651	0.0487355	0.048477	0.0503465	0.0798081	0.0515956	0.095957	0.138698	0.091356	0.0252339	0.0154784	0.0278604	0.0212388	0.0192868	0.0126171	0.00636489	0.00833214	0.00697541	0.00295365	0.0053116	0.00199738	0.00180839	0.00144989	0.00128314	0.0013182	0.00135849	0.00135395	0.0015148	0.00196705	0.00127999	0.00107378	0.00131908	0.00214894	0.00299516	0.00274016	0.00406875	0.00327259	0.00508371	0.00605512	0.0045424	0.0140004
cultive	0.00301765	0.00542969	0.00380774	0.00708601	0.00442759	0.0249331	0.0204716	0.019485	0.0302571	0.0355303	0.0571639	0.0359919	0.0403323	0.0312292	0.0301838	0.0272261	0.0289741	0.0432909	0.039747	0.0247574	0.0335971	0.0345949	0.0256927	0.01826	0.017632	0.00915726	0.0133269	0.00895899	0.0104213	0.0140893	0.0171214	0.0155352	0.0205157	0.0139049	0.0125665	0.0180624	0.0321392	0.015237	0.0213076	0.0202782	0.027606	0.0209441	0.0191398	0.0316171	0.0149523
les	0.0284418	0.0215609	0.00866439	0.0111161	0.00756735	0.00668207	0.00889724	0.015646	0.0453181	0.035435	0.0431798	0.0413929	0.0362436	0.0272461	0.0186526	0.027557	0.0282769	0.0381601	0.0297263	0.0330688	0.0412539	0.0551123	0.0302577	0.0253482	0.0156379	0.0177418	0.00737854	0.00440597	0.00444345	0.00483239	0.0044777	0.00587234	0.00598404	0.0069531	0.00914715	0.0101275	0.0107266	0.0160995	0.0204317	0.0224551	0.0325994	0.027601	0.0298652	0.0434976	0.0349168
aubergine	0.0184649	0.00832545	0.0103403	0.00660995	0.00999839	0.00576493	0.0110686	0.0255667	0.0178473	0.0187538	0.0228554	0.0198347	0.0286567	0.0540839	0.0383813	0.0689044	0.0766991	0.0591988	0.0549873	0.0568784	0.0410052	0.0223689	0.0171958	0.0145727	0.0186829	0.0296793	0.0319523	0.0376437	0.0275722	0.0306138	0.0253409	0.0123137	0.0162579	0.0116032	0.0071095	0.00714259	0.00669152	0.00546083	0.00343728	0.00452091	0.00286892	0.00312504	0.0029328	0.0025135	0.0041744
dans	0.0351744	0.0214418	0.0190694	0.0152874	0.0148805	0.00954523	0.00666886	0.0211386	0.0376393	0.0244155	0.028325	0.0254637	0.0358025	0.0271591	0.0222378	0.039468	0.082204	0.0851269	0.0789446	0.0552491	0.0386028	0.0230761	0.0186509	0.00523455	0.00626418	0.0106375	0.0125242	0.00661979	0.00740379	0.00608783	0.00756324	0.00453979	0.00437681	0.0053394	0.00456759	0.00440377	0.00539392	0.0111492	0.00823344	0.0163253	0.0122059	0.0104466	0.0169547	0.0106709	0.0574861
son	0.0157384	0.0163604	0.0166239	0.0162588	0.0259296	0.0299676	0.0218384	0.0339938	0.0562116	0.0601569	0.0658797	0.0402727	0.0632968	0.0469576	0.0327987	0.0599931	0.0587185	0.0478775	0.0394079	0.0345952	0.0275457	0.0144469	0.0200609	0.0147798	0.0116388	0.0047706	0.00737774	0.00726997	0.0081781	0.00441763	0.00801031	0.00326531	0.00356297	0.00307013	0.00228141	0.00192612	0.00235817	0.00468909	0.00417156	0.00749083	0.00430314	0.00813462	0.0115366	0.00709174	0.0247447
jardin	0.0163664	0.0290916	0.0256635	0.0159468	0.00975555	0.0125008	0.0125492	0.013673	0.0226028	0.016162	0.0390424	0.0487223	0.0850162	0.0393217	0.0234501	0.0448633	0.0567269	0.0680746	0.0399022	0.0238926	0.026688	0.0182431	0.0159481	0.0135701	0.00763327	0.00497819	0.00580801	0.00911135	0.0153758	0.0129201	0.0132309	0.0131523	0.0136707	0.0149177	0.0145913	0.0181627	0.0193318	0.0168307	0.0156225	0.0201102	0.0109766	0.00829116	0.0151775	0.0105825	0.0217517
de	0.0254311	0.0192432	0.00984564	0.0084478	0.00613894	0.0134341	0.00782414	0.0111844	0.0204597	0.0145729	0.0251674	0.0182928	0.0288605	0.0082933	0.00664263	0.00879911	0.01286	0.0140455	0.0145423	0.00852364	0.0143354	0.0120449	0.0141529	0.00705098	0.00394143	0.00137146	0.00501837	0.00337007	0.0047022	0.00415326	0.00641799	0.00388132	0.00550672	0.00424459	0.00229752	0.00325257	0.0105686	0.0161518	0.0301274	0.0491739	0.0652285	0.0866989	0.103382	0.101645	0.158672
case	0.00678893	0.00327562	0.00297022	0.00158879	0.00161887	0.00123078	0.00160676	0.0015183	0.00226735	0.0012453	0.00412438	0.00260138	0.00349926	0.00268154	0.00410563	0.0071313	0.00411338	0.00404557	0.00396955	0.00373225	0.00613192	0.00431029	0.00569245	0.00368957	0.00467743	0.00247954	0.0109065	0.0168079	0.0209195	0.0180449	0.0199018	0.0165925	0.0198553	0.0251228	0.0369446	0.0608043	0.0903226	0.114074	0.11679	0.0690259	0.0860458	0.0549598	0.068492	0.0349567	0.0283368
</S>	0.011612	0.0163381	0.00775115	0.0095831	0.00460083	0.00566616	0.00432254	0.00454001	0.00881457	0.00516406	0.0114456	0.0113514	0.0115437	0.0053603	0.00633968	0.00554496	0.00455423	0.00570787	0.00568112	0.00403393	0.00571921	0.00401634	0.00278956	0.00492458	0.00440903	0.00231877	0.00335571	0.00360635	0.00461015	0.00456159	0.00537687	0.00518312	0.00575564	0.00715896	0.0110379	0.0259308	0.0939109	0.0946806	0.114807	0.108943	0.0812456	0.059227	0.0693079	0.0519632	0.0752056
