 	a66	a87	a23	a18	a61	a5	a6	a36	a37	a56	a21	a12	a96	a18	a47	a56	a34	a96	a0	a24	a71	a38	a98	a79	a92	a12	a21	a12	a96	a12	a18	a71	a25	a10	a87	a23	a99	a87	a23	a99	a97	</S>
le	0.0301709	0.0428849	0.0309977	0.0460315	0.0370071	0.054868	0.0994097	0.0615223	0.0267836	0.0184231	0.0116136	0.0113295	0.0104319	0.0061613	0.0116502	0.00804673	0.0107683	0.00986398	0.0123356	0.0107235	0.0140798	0.0199309	0.020055	0.0238676	0.022119	0.0224769	0.0213127	0.0137213	0.0147178	0.012717	0.00984718	0.0147428	0.0146802	0.012178	0.0128413	0.0165103	0.0271288	0.0212817	0.0242064	0.0312587	0.0335952	0.0457081
repas	0.00323183	0.00737632	0.014753	0.0427027	0.0366951	0.100252	0.169953	0.0764495	0.03711	0.0320738	0.0423353	0.0243717	0.046225	0.034592	0.0636645	0.0424867	0.0348467	0.024017	0.0312239	0.026413	0.0256671	0.0126646	0.0167989	0.0120056	0.00635171	0.00167748	0.00244742	0.00124136	0.00249248	0.00225604	0.000605021	0.00180704	0.0010961	0.00159787	0.00188126	0.0033068	0.00127094	0.00267866	0.0017044	0.00199932	0.00561883	0.00205813
que	0.024644	0.0310961	0.0528221	0.0733679	0.0710567	0.081256	0.0671424	0.0699456	0.0572017	0.0315589	0.0398201	0.0215677	0.0443464	0.0393676	0.0567993	0.0636339	0.0788619	0.0397738	0.0161802	0.00617936	0.00268696	0.00279878	0.00214294	0.00162367	0.00108781	0.00121088	0.000693159	0.000951839	0.00169781	0.0011542	0.00104008	0.00159892	0.00101176	0.00103142	0.00214756	0.00178757	0.00122649	0.00167884	0.000804244	0.00110426	0.00330657	0.000592484
tu	0.062026	0.0443783	0.027428	0.0176802	0.0147823	0.0238756	0.0460878	0.0375437	0.0209652	0.0207443	0.0124485	0.0108811	0.0145184	0.0101244	0.0117443	0.020085	0.016619	0.0136152	0.0114927	0.0262593	0.0193195	0.0129964	0.0141018	0.00653384	0.01894	0.0108392	0.00660018	0.0133431	0.0191722	0.0131568	0.022581	0.0178292	0.0166551	0.0258549	0.0334233	0.018611	0.0263763	0.0421287	0.0441916	0.0439525	0.0638824	0.0462119
nous	0.064612	0.0443798	0.0230274	0.0120471	0.01053	0.00712405	0.00550101	0.00629051	0.00998939	0.00637021	0.00936235	0.0143107	0.0237021	0.0188173	0.024258	0.038704	0.0534477	0.0358379	0.0564726	0.0579449	0.0754175	0.0571981	0.0349449	0.00876445	0.0201703	0.00959417	0.00337242	0.010061	0.00813827	0.00511149	0.00809062	0.00987357	0.014598	0.016239	0.0119525	0.0203851	0.0186025	0.0249742	0.0328041	0.0213651	0.0451801	0.0204335
as	0.0249477	0.0158191	0.0134692	0.0113554	0.00760555	0.00553606	0.00652994	0.00992912	0.0150327	0.0140168	0.0147391	0.0148901	0.020753	0.0307872	0.0282914	0.029339	0.0424888	0.0393767	0.026318	0.044507	0.0371559	0.0302931	0.0429419	0.0300817	0.027603	0.0279153	0.018416	0.0333715	0.0349842	0.00907982	0.0118257	0.0116099	0.0158184	0.0131022	0.0187536	0.015091	0.0349923	0.0313208	0.0204234	0.0373571	0.0456553	0.0364761
fait	0.0328074	0.0291509	0.0260105	0.018635	0.0116476	0.0124762	0.00791621	0.0133784	0.0186701	0.0175888	0.0207058	0.0196321	0.0262854	0.0439008	0.0424988	0.0394501	0.0398373	0.0295446	0.0281203	0.0474647	0.0323815	0.0315922	0.0426067	0.0194076	0.0206881	0.0182473	0.0205336	0.0244868	0.0268258	0.00787321	0.0113858	0.0177646	0.0114881	0.0118865	0.0204062	0.0143997	0.0186661	0.019047	0.0153616	0.0254285	0.0290738	0.0347286
aujourd'	0.031381	0.0312139	0.0233278	0.0221825	0.0165887	0.0185805	0.0164598	0.0218913	0.0237525	0.0254184	0.022616	0.0240904	0.018951	0.0168458	0.0130625	0.0127756	0.0127501	0.0129413	0.0180496	0.0197865	0.0129813	0.0137474	0.0280447	0.0103737	0.0242476	0.0258484	0.0554548	0.0338273	0.0444552	0.0199942	0.0238746	0.0484129	0.021513	0.0219509	0.0382187	0.0230596	0.026192	0.022111	0.0239077	0.0318724	0.0241577	0.0230897
hui	0.0331316	0.02425	0.0187794	0.0157286	0.0182022	0.00678966	0.00859564	0.00742989	0.0106132	0.00922347	0.00954151	0.0145361	0.0176601	0.0165907	0.0196656	0.0301376	0.0289091	0.0355607	0.0295491	0.0249503	0.0166593	0.0168737	0.0250822	0.0177031	0.0247049	0.0309222	0.0285259	0.0364928	0.0354401	0.0188134	0.0290211	0.0322745	0.0301327	0.0289483	0.0271916	0.0324734	0.0333977	0.0335253	0.0359434	0.0358666	0.033684	0.0164799
était	0.0255574	0.0171596	0.0131807	0.0203171	0.0202276	0.0152932	0.01515	0.0157362	0.022352	0.0149335	0.0185358	0.0226265	0.02592	0.0332782	0.0253554	0.0246059	0.0363752	0.0380113	0.0413738	0.0379523	0.0210248	0.0321544	0.0249504	0.0207022	0.0333635	0.0211156	0.0213848	0.0202529	0.0198836	0.0133593	0.0199087	0.0181811	0.0245882	0.0198453	0.0186766	0.0230544	0.0193	0.0261883	0.0243676	0.0219227	0.0474018	0.024432
