 	a66	a87	a10	a87	a23	a30	a4	a93	a70	a56	a98	a47	a92	a21	a12	a62	a93	a44	a70	a11	a75	a92	a21	a47	a88	a93	a94	a26	a57	a10	a87	a23	a99	a10	</S>
ondongo	0.0412332	0.052214	0.0722383	0.0441668	0.0330805	0.0225419	0.0160706	0.0186911	0.0183578	0.0217674	0.0307306	0.0325725	0.0220739	0.0195343	0.0159886	0.0139421	0.0129245	0.00764211	0.00593452	0.00522674	0.00831454	0.00787785	0.017161	0.0230906	0.034464	0.034845	0.0622771	0.0600991	0.0589536	0.0376541	0.0175203	0.0309941	0.0231546	0.0304192	0.0462431
est	0.0215931	0.0155805	0.0165744	0.0212542	0.0180332	0.01879	0.0172094	0.0243731	0.0183938	0.0151248	0.0201827	0.0134854	0.0147797	0.0207586	0.018686	0.0174775	0.0230951	0.0223041	0.0195264	0.030786	0.0165937	0.0300512	0.0436618	0.0281103	0.0253301	0.0468431	0.045601	0.0484161	0.0429461	0.0426112	0.0411066	0.0462949	0.0632185	0.0519549	0.0392528
devenu	0.0566505	0.0421025	0.0483251	0.0442982	0.0293939	0.0180226	0.0328752	0.0684223	0.0473621	0.0220585	0.0174634	0.0195577	0.0186803	0.0219269	0.032749	0.0201636	0.0116334	0.0123303	0.009043	0.0159206	0.00775518	0.0101633	0.0135416	0.00852858	0.0138321	0.0203687	0.0267006	0.0356423	0.0344776	0.0233687	0.0419263	0.0518845	0.0354686	0.0527279	0.0346348
pauvre	0.0309971	0.0383356	0.0198248	0.0319576	0.0291121	0.0442667	0.0235874	0.0200518	0.0244009	0.0127986	0.0110942	0.0122583	0.0123805	0.0159385	0.0484817	0.0720265	0.0679642	0.0605226	0.0490927	0.0732067	0.0488866	0.0261034	0.0242196	0.0262987	0.0250586	0.0182774	0.0156221	0.0200458	0.0119177	0.0158833	0.0212398	0.0140448	0.0134857	0.0071294	0.0134886
parce	0.111638	0.065948	0.0681371	0.0350524	0.0205827	0.00709544	0.0137804	0.0202112	0.0252473	0.0331344	0.0490597	0.023908	0.0129907	0.0212548	0.00789989	0.0123532	0.00417021	0.00365135	0.00344613	0.00579389	0.0118864	0.0252686	0.0315912	0.0300238	0.04087	0.0363648	0.0230313	0.0094516	0.0161346	0.0180128	0.0192022	0.0410685	0.0273351	0.0803802	0.0440238
que	0.126726	0.0815097	0.0724527	0.0372066	0.0189374	0.00551513	0.0102082	0.0141489	0.0153731	0.0169352	0.0210785	0.0097138	0.0162426	0.0220989	0.0118835	0.00898605	0.003688	0.00118545	0.00148244	0.00437167	0.00796849	0.0152085	0.0341452	0.0355923	0.0564806	0.0694374	0.0564312	0.0275473	0.0201324	0.0185612	0.0124026	0.034818	0.0284238	0.065809	0.0172978
sa	0.102287	0.0440387	0.0344311	0.0165611	0.0126825	0.00589154	0.0072504	0.0130755	0.00957735	0.0147237	0.0139025	0.0134787	0.0130923	0.0129925	0.00922782	0.010683	0.00668782	0.00461276	0.00527231	0.00776044	0.005571	0.00977724	0.0374963	0.0218177	0.0523774	0.0752058	0.0742633	0.0271463	0.0564563	0.0493815	0.0369971	0.055544	0.036166	0.0850614	0.0185094
maison	0.0416228	0.0236919	0.014268	0.00848977	0.00635315	0.00432037	0.00501277	0.0102151	0.00483009	0.00560115	0.00484919	0.00453819	0.00605134	0.00754342	0.00586369	0.00521512	0.00507177	0.00511076	0.0047998	0.00478365	0.00505262	0.00922689	0.027033	0.0210442	0.0401816	0.0447282	0.0530601	0.0300694	0.0743768	0.0794067	0.0960672	0.10714	0.0794961	0.12122	0.0336658
a	0.0547799	0.0460185	0.0337844	0.025076	0.0148557	0.00643622	0.00659439	0.0106666	0.00563377	0.0052078	0.00503575	0.00316971	0.00438645	0.00678555	0.00433609	0.00478344	0.00268997	0.00267913	0.00282362	0.00486036	0.0083444	0.00923896	0.00904965	0.0125397	0.0189447	0.019378	0.0234606	0.0219054	0.0492941	0.0628947	0.0917882	0.109396	0.0906734	0.135386	0.0871028
été	0.0396058	0.0434014	0.0344903	0.0288599	0.0274965	0.01134	0.011337	0.0137789	0.0107489	0.00883886	0.00785451	0.00612912	0.00706694	0.00830059	0.00622184	0.0052736	0.00489123	0.00329733	0.00437177	0.00548096	0.00997581	0.00826801	0.0128434	0.0133225	0.0202834	0.015214	0.0177611	0.022223	0.0689029	0.0624475	0.0833697	0.0711342	0.0895805	0.0741007	0.141788
incendiée	0.0279783	0.0253479	0.027802	0.0273521	0.0273224	0.0166661	0.0179679	0.0165265	0.0190234	0.0213004	0.0217731	0.013923	0.0191132	0.0146968	0.0154568	0.0135675	0.0112678	0.00394364	0.00569886	0.00772608	0.011575	0.0117153	0.0139203	0.0114924	0.0142361	0.01523	0.0147748	0.0149005	0.0428868	0.0424617	0.0680208	0.0784326	0.0980659	0.0863714	0.121463
</S>	0.0319453	0.0172312	0.0152588	0.0107286	0.0106273	0.0051512	0.00343667	0.00332393	0.00472137	0.00503456	0.0108491	0.00809912	0.00688272	0.00485175	0.00278265	0.0021884	0.0030699	0.00141406	0.00210154	0.00224126	0.00796079	0.00960073	0.0168104	0.0289223	0.0517791	0.0479335	0.050782	0.0389311	0.0694532	0.0556947	0.0480589	0.0864663	0.0928452	0.109514	0.133309
