 	a66	a87	a23	a13	a53	a54	a0	a75	a6	a36	a61	a93	a56	a34	a12	a24	a47	a61	a96	a70	a13	a83	a90	a93	a44	a11	a31	a88	a71	a9	a10	a87	a23	a99	a38	</S>
la	0.0572182	0.0596807	0.054633	0.0459212	0.0632317	0.0456	0.0290823	0.0232794	0.0178762	0.0142045	0.0154871	0.0146099	0.0287511	0.0178245	0.0250108	0.0252525	0.0272209	0.0266329	0.0209601	0.0200472	0.0129496	0.00801471	0.00868211	0.00605259	0.0144242	0.0097581	0.0116522	0.0274606	0.0443132	0.0481823	0.0346487	0.0290711	0.0266908	0.0284983	0.014762	0.0423149
femme	0.00304402	0.0159709	0.012165	0.0248658	0.0325678	0.0631459	0.0363276	0.0337515	0.0288046	0.0625532	0.0510753	0.0609292	0.0663376	0.0750061	0.05481	0.0790266	0.0428611	0.0401329	0.0399819	0.0420042	0.0168368	0.0223951	0.0302169	0.0226327	0.00914702	0.00558012	0.00327433	0.00303604	0.00310966	0.00397711	0.00234532	0.00163954	0.00231042	0.00424211	0.00283431	0.00106137
a	0.00639621	0.0067216	0.00740899	0.0108031	0.0105834	0.03023	0.0247611	0.0212093	0.0234484	0.04012	0.067244	0.0845342	0.0840955	0.0434183	0.0807696	0.0762335	0.106059	0.0564931	0.036105	0.0332935	0.0171024	0.0091826	0.0105566	0.00702662	0.00357147	0.0050204	0.00301163	0.00444055	0.0033671	0.00652443	0.00446647	0.00779727	0.0142827	0.0198419	0.0307447	0.0031354
tenu	0.0205505	0.0167786	0.023407	0.0289552	0.0206364	0.0172567	0.0396654	0.0351709	0.0444601	0.0726911	0.073463	0.10314	0.0510783	0.0438866	0.0363646	0.0485262	0.0662549	0.0339554	0.0343508	0.0178852	0.0105242	0.0124741	0.011539	0.0146789	0.00728753	0.0154199	0.01045	0.00656065	0.00660067	0.00775724	0.00951212	0.00891029	0.00832635	0.0116328	0.0124716	0.0173777
son	0.0472719	0.0466473	0.0438311	0.0503767	0.0443718	0.0647154	0.082402	0.098048	0.0777247	0.0556049	0.0468943	0.0367336	0.0266329	0.022371	0.0229583	0.0198225	0.0264642	0.0191932	0.0166738	0.0142396	0.0137579	0.0162496	0.00890935	0.00642528	0.00743662	0.0044186	0.00715271	0.0046616	0.0036845	0.00274065	0.00716084	0.00437518	0.00575368	0.00762997	0.0115179	0.0251486
mari	0.0210737	0.0159131	0.0174784	0.024806	0.0251119	0.0324412	0.0477884	0.083989	0.0636614	0.0787024	0.056198	0.0418111	0.0333785	0.0279246	0.0285422	0.0219849	0.0320771	0.0227238	0.0121594	0.0101864	0.0053171	0.00496306	0.00485182	0.00331175	0.00578866	0.00335157	0.009507	0.0134167	0.0177555	0.0137077	0.0164037	0.0178647	0.0326305	0.0460017	0.0421351	0.0650421
à	0.0197244	0.011339	0.0116881	0.0116741	0.0125387	0.0161184	0.0163124	0.0357203	0.0380637	0.0237958	0.0222296	0.0252418	0.0183023	0.0104889	0.0139653	0.016134	0.0249842	0.0192837	0.010322	0.012024	0.00960945	0.00813739	0.00700884	0.00498823	0.010594	0.00761789	0.0207511	0.0348356	0.042566	0.0483237	0.0419498	0.0656058	0.0772538	0.0811242	0.0794176	0.0902661
la	0.035033	0.0247426	0.028355	0.0282979	0.0239181	0.0235309	0.0244725	0.0312972	0.0246759	0.0284052	0.0373826	0.0279747	0.0274516	0.0199054	0.0219918	0.0201993	0.0207303	0.0186552	0.0128151	0.0153276	0.0086608	0.00884468	0.00707374	0.00734258	0.00897047	0.00835381	0.0145421	0.0223399	0.0241167	0.023359	0.02865	0.04796	0.0709296	0.0642862	0.0967862	0.0626224
hanche	0.0181441	0.0156191	0.0197774	0.0223393	0.0194295	0.0170739	0.0236662	0.0428992	0.0227296	0.0282899	0.030796	0.0218671	0.0273115	0.0229772	0.0223155	0.0149557	0.0129353	0.0153335	0.00994615	0.0109928	0.008416	0.00944697	0.00878553	0.0100154	0.0139046	0.0105131	0.0150358	0.0227237	0.0451684	0.0593984	0.0414675	0.0690739	0.0746326	0.0766166	0.0738624	0.0415401
par	0.0336868	0.0621486	0.0498128	0.0749808	0.0684675	0.065727	0.050416	0.0697323	0.056504	0.0453161	0.0568761	0.0450042	0.0395955	0.0200312	0.022496	0.0155498	0.014888	0.00999113	0.00401852	0.0055187	0.00358226	0.00553218	0.00388168	0.00190698	0.00232796	0.00220475	0.00346828	0.00427199	0.00749746	0.0115708	0.00853176	0.011576	0.0253444	0.0381028	0.0335655	0.0258742
tendresse	0.0149494	0.0145474	0.0165795	0.0196064	0.0180712	0.0126384	0.00909512	0.0160701	0.0128002	0.0108075	0.0128783	0.0107259	0.0118346	0.0072949	0.00978453	0.0137098	0.0131686	0.0130125	0.0102121	0.0126943	0.00910459	0.0107108	0.0146825	0.00908804	0.0147509	0.0081669	0.0136696	0.0251233	0.0493809	0.0601268	0.0511145	0.0694087	0.110684	0.0754116	0.0824533	0.135643
</S>	0.0243044	0.00901727	0.00778804	0.00777357	0.0080713	0.00820913	0.0093403	0.0214137	0.0178543	0.0147481	0.0176099	0.0134191	0.0166121	0.0109572	0.0112698	0.0143763	0.0145161	0.016857	0.0143776	0.0174622	0.0161731	0.0197159	0.0191005	0.0123695	0.0208282	0.0147148	0.0224564	0.0341264	0.0434985	0.05979	0.0575866	0.0588444	0.0756174	0.0602844	0.0784607	0.130456
