 	a15	a87	a23	a30	a93	a83	a9	a75	a90	a56	a61	a47	a96	a21	a5	a18	a61	a21	a85	a5	a27	a61	a47	a96	a61	a21	a47	a0	a11	a61	a56	a0	a75	a18	a38	a21	a96	a83	a9	a10	a87	a23	a87	</S>
le	0.0349352	0.0422289	0.0447072	0.0578956	0.0315974	0.0300711	0.0523762	0.031338	0.0310348	0.0392815	0.030736	0.016849	0.0152226	0.00954583	0.014652	0.0109219	0.0164797	0.0219912	0.0144274	0.0187446	0.0110695	0.0129675	0.00795443	0.00941945	0.00438355	0.00390302	0.00359322	0.00320058	0.00355013	0.00427523	0.00862361	0.00446475	0.00895797	0.0139696	0.013028	0.0279797	0.0300785	0.0239761	0.0275067	0.0336129	0.0313362	0.0362522	0.0341932	0.0766678
maçon	0.00860617	0.0130245	0.0136259	0.0197057	0.00979077	0.011537	0.00992193	0.0116761	0.0170053	0.028422	0.0448056	0.0445139	0.0498502	0.0543026	0.0475587	0.0613853	0.0379641	0.0386941	0.0744952	0.0429875	0.0642219	0.0571994	0.0539678	0.0537682	0.0247727	0.0328559	0.0156515	0.021773	0.00867089	0.00485422	0.00322294	0.00137865	0.000642219	0.000755769	0.00091301	0.000670638	0.00108289	0.00125907	0.00204242	0.00203226	0.00273459	0.00239792	0.00235469	0.00090486
a	0.0353888	0.0323389	0.0275254	0.0244823	0.0443232	0.043343	0.0475774	0.0594724	0.036237	0.0452291	0.048213	0.0706799	0.0488796	0.0417432	0.0456473	0.0347434	0.0342488	0.0231998	0.0338181	0.0301058	0.0142372	0.0116617	0.0118493	0.0062749	0.0075872	0.0072783	0.0117234	0.00905883	0.00637534	0.00581318	0.00538202	0.00387295	0.00497671	0.00540592	0.00487036	0.00645877	0.00484939	0.00274452	0.00462937	0.00612748	0.00919673	0.0147911	0.0125048	0.0151338
enfoncé	0.0542254	0.0306546	0.0246967	0.0231368	0.0258357	0.0366066	0.0321587	0.0265895	0.0335195	0.0166621	0.0229067	0.0374587	0.0255158	0.0460481	0.0510739	0.0358098	0.0310218	0.0279057	0.0243067	0.0134678	0.0149449	0.00786111	0.0100283	0.00833935	0.0148119	0.00795964	0.0114418	0.009198	0.00846639	0.00631444	0.00598508	0.0059514	0.00585912	0.00550726	0.00420458	0.00720633	0.00892618	0.0140853	0.0134627	0.0254938	0.0341679	0.0299698	0.0512319	0.0689824
le	0.0201764	0.0151776	0.0180068	0.0191562	0.0258925	0.0244532	0.0395237	0.0414908	0.0389715	0.0261417	0.0172452	0.0231808	0.0163457	0.0117682	0.0109473	0.0205629	0.013685	0.0136981	0.0187517	0.019998	0.0157768	0.0146912	0.0209293	0.0192011	0.0116945	0.00867301	0.0094632	0.00958585	0.00933362	0.0126077	0.018359	0.0296438	0.0484045	0.0397138	0.0284574	0.0611012	0.0453245	0.0352034	0.0317129	0.0228376	0.01338	0.0167853	0.0283644	0.0135826
poteau	0.02031	0.0226152	0.0189725	0.0135817	0.0472244	0.0603042	0.0633122	0.051934	0.0298629	0.0205394	0.0364418	0.0421856	0.0402805	0.0545919	0.0541456	0.0498749	0.0384606	0.0259496	0.0267012	0.0152024	0.011091	0.0132759	0.013081	0.0140123	0.012606	0.0136503	0.0155288	0.0146008	0.0137292	0.0128096	0.00785691	0.0122667	0.0103232	0.0112809	0.00818095	0.0094182	0.011429	0.0122525	0.0109864	0.0105289	0.00957657	0.00624469	0.00722099	0.00555874
dans	0.0129067	0.0137269	0.0228357	0.0278386	0.0599188	0.03674	0.0341718	0.0179171	0.0121666	0.0101488	0.0159696	0.0143295	0.0146497	0.0144116	0.0181222	0.0137271	0.0121843	0.0165906	0.0132626	0.0108883	0.0127852	0.00962861	0.00919342	0.00887205	0.00882077	0.00813205	0.00685847	0.0062122	0.00826155	0.0151997	0.019258	0.0207266	0.0335102	0.036268	0.030282	0.0503256	0.0498223	0.0453018	0.0476994	0.0355378	0.0312977	0.0235776	0.0505432	0.0393792
le	0.0268816	0.0154534	0.0103613	0.0106059	0.0297735	0.0315005	0.029545	0.0162893	0.021331	0.0190361	0.024477	0.0322257	0.027364	0.0207336	0.0253346	0.0182449	0.0166664	0.0231227	0.0189601	0.0145967	0.00784342	0.00671636	0.00561064	0.00392437	0.0054674	0.00330575	0.00477132	0.00337293	0.00401902	0.00539815	0.0085114	0.00981655	0.0220866	0.0291335	0.026518	0.0418354	0.0502587	0.0357664	0.0440344	0.0461485	0.0589833	0.0455	0.0467345	0.0517399
sol	0.0279724	0.033093	0.0344231	0.038433	0.023346	0.0169524	0.0157442	0.0116093	0.00902617	0.00898038	0.0105276	0.0127554	0.0133853	0.0158707	0.0285231	0.0297273	0.0222735	0.0171602	0.0157648	0.0134709	0.0129851	0.0103676	0.0154114	0.0154214	0.0133952	0.0136027	0.0182346	0.0154286	0.0105626	0.0103087	0.00919891	0.00957434	0.0103341	0.0120479	0.0127389	0.0350245	0.0386394	0.0490905	0.0397827	0.0481037	0.0462285	0.0293176	0.0534733	0.071689
</S>	0.0224696	0.0179344	0.0214607	0.0301248	0.0260595	0.0197073	0.0170621	0.0143761	0.0128502	0.0145336	0.015978	0.0133702	0.0114681	0.00889566	0.0148927	0.0172362	0.0167156	0.0149157	0.0100992	0.0090729	0.00416506	0.00471632	0.00399835	0.00433397	0.00230517	0.00247796	0.00446221	0.00307734	0.0060629	0.00891695	0.0131182	0.0135434	0.0239069	0.0286016	0.019446	0.0586337	0.0654974	0.039368	0.0516565	0.0630404	0.0611728	0.0451739	0.0689203	0.0741822
