 	a66	a87	a23	a18	a75	a6	a36	a5	a75	a12	a62	a0	a62	a34	a75	a92	a79	a56	a96	a47	a61	a75	a92	a37	a92	a54	a79	a7	a13	a9	a13	a99	a13	a99	a97	a99	a87	a23	a97	a87	a23	</S>
j'	0.038244	0.048468	0.0554725	0.0425713	0.0662418	0.0722202	0.0494727	0.0319128	0.0245306	0.0128666	0.0111441	0.014575	0.0150292	0.0169707	0.0125533	0.0143107	0.0124034	0.0130749	0.019712	0.00865638	0.0221558	0.0235769	0.0176549	0.0292986	0.0407672	0.0281946	0.0243945	0.0154723	0.0244475	0.019643	0.015448	0.0144584	0.0194238	0.0128754	0.016019	0.0135548	0.0149476	0.0111491	0.0144686	0.0153111	0.0131418	0.0131671
ai	0.0286081	0.0281769	0.0377273	0.0298047	0.0344163	0.029843	0.0477947	0.0248046	0.0262226	0.0319535	0.0196027	0.0288335	0.0294014	0.0302392	0.0411419	0.0285285	0.0154725	0.0166189	0.0155923	0.0122865	0.0114862	0.0131597	0.0112356	0.0127578	0.0112819	0.0114354	0.00782726	0.0141532	0.0140378	0.0149199	0.023118	0.0190192	0.0133155	0.0263357	0.0304588	0.0245246	0.0331043	0.0390762	0.0296677	0.0206659	0.0290212	0.0323288
des	0.0367536	0.0251196	0.0213469	0.0200461	0.0158478	0.0117148	0.014239	0.00951218	0.01123	0.0137773	0.0144546	0.0275682	0.0250386	0.0304913	0.0429566	0.0295814	0.0205092	0.0204841	0.0379543	0.0658637	0.0315043	0.0296987	0.0244799	0.0295295	0.0186921	0.0242523	0.00658736	0.00453014	0.0100069	0.00835647	0.010742	0.0148326	0.0134836	0.0191867	0.0163968	0.021671	0.0284012	0.0391674	0.0336022	0.0300498	0.0470328	0.0433069
irruptions	0.0260306	0.0180219	0.0115299	0.00930161	0.0100681	0.00803851	0.00687387	0.0117601	0.0108529	0.0102358	0.0166162	0.014327	0.0110177	0.0212427	0.0291181	0.0330514	0.0513844	0.0884739	0.0675762	0.0719598	0.125847	0.0514328	0.0659843	0.0198388	0.0367181	0.0265034	0.0426965	0.0165159	0.0109013	0.00504116	0.00447085	0.00606895	0.00553094	0.00820265	0.00697323	0.00884703	0.00517067	0.00522973	0.00623197	0.00483869	0.0038612	0.005614
cutanées	0.058294	0.0615864	0.0304239	0.0469774	0.0362694	0.0306793	0.0201044	0.0270607	0.0252618	0.0206579	0.0273251	0.0228892	0.0238519	0.0291439	0.0212083	0.0251068	0.0372718	0.0491709	0.0485328	0.0271507	0.0393735	0.0312971	0.0211811	0.0221071	0.0153174	0.0212259	0.0130939	0.0208571	0.0286322	0.0164943	0.0123239	0.00909772	0.0059479	0.00927854	0.00469506	0.00714578	0.00616549	0.00751195	0.00807921	0.00967262	0.00926633	0.0122693
dues	0.0498726	0.0428858	0.0308587	0.0253309	0.0355972	0.0412829	0.0267153	0.0289171	0.0320308	0.0241784	0.0339382	0.0235228	0.0292546	0.0328949	0.0252248	0.0438917	0.102325	0.0772969	0.0533719	0.0255161	0.0207481	0.0118664	0.00777963	0.00871303	0.0130471	0.0172351	0.0165868	0.0185617	0.026889	0.0154167	0.00952989	0.00610077	0.00246762	0.00473602	0.00233496	0.00415976	0.00388794	0.00320057	0.00430382	0.00467993	0.00487538	0.00797312
aux	0.046517	0.0344733	0.0325359	0.0225604	0.0237506	0.0138369	0.012665	0.00743064	0.0134317	0.0178714	0.0157646	0.032637	0.0418398	0.0551062	0.0551505	0.0674491	0.0711353	0.077142	0.0637291	0.0510637	0.0321842	0.0208282	0.0155208	0.0173654	0.00986686	0.0199489	0.00814236	0.0105312	0.0169005	0.00751662	0.0075493	0.00391371	0.00223618	0.00547604	0.00334258	0.00377288	0.00719545	0.00662479	0.00670805	0.00917474	0.0114346	0.0176765
piqûres	0.0369905	0.03442	0.0252597	0.0277034	0.0204534	0.0129505	0.014405	0.00991242	0.0122073	0.0167118	0.0217036	0.0342879	0.0316708	0.0401249	0.0465478	0.0469675	0.0431857	0.0425099	0.0497632	0.0471234	0.0442811	0.0310741	0.0290748	0.025915	0.0273033	0.031248	0.0227591	0.0187341	0.0158748	0.00559667	0.0070728	0.00565135	0.00323526	0.00631788	0.00504089	0.00775988	0.0132403	0.0126286	0.0133077	0.0154707	0.0181448	0.0253701
des	0.0834902	0.0239128	0.0171911	0.0123608	0.0105788	0.00961204	0.00689101	0.00678737	0.00696608	0.00997209	0.0120034	0.0141556	0.0144224	0.017105	0.0151949	0.0180179	0.0237724	0.0400532	0.0488881	0.0508849	0.0504484	0.0404474	0.0381908	0.0419498	0.037574	0.0360832	0.0246029	0.0264106	0.0420979	0.0150293	0.0144639	0.0117047	0.00573316	0.0238842	0.0102224	0.014607	0.0194722	0.0184517	0.0172646	0.0221585	0.0193879	0.0275554
moucherons	0.0282402	0.0163253	0.0079994	0.00938541	0.00710109	0.0059444	0.00831372	0.00865229	0.012088	0.0222074	0.015706	0.0263888	0.0225114	0.022225	0.0283532	0.0279169	0.0221459	0.0313743	0.0385825	0.0478743	0.0412619	0.0351281	0.0341688	0.0413418	0.0277321	0.0358449	0.0217176	0.0172311	0.0231806	0.0156677	0.0165202	0.0129082	0.00798145	0.0215058	0.01546	0.0160924	0.0298705	0.0325545	0.0265352	0.0458597	0.0307604	0.0413415
</S>	0.0211695	0.00984006	0.00780315	0.00491753	0.00507008	0.00487039	0.00604559	0.00477439	0.0111081	0.00878932	0.00425929	0.00772935	0.00562865	0.00491688	0.00460674	0.00440185	0.00443735	0.00930534	0.0131294	0.00933029	0.0117833	0.020938	0.00842463	0.0209767	0.0167416	0.013343	0.0091711	0.0169767	0.0275456	0.0298468	0.031148	0.024893	0.0195053	0.0380224	0.0281751	0.027975	0.0680191	0.0693866	0.0800913	0.0964824	0.0950921	0.0933291
