 	a23	a54	a47	a36	a7	a90	a15	a47	a7	a84	a57	a79	a44	a70	a66	a93	a90	a56	a90	a69	a58	a90	a92	a56	a43	a24	a88	a70	a83	a54	a6	a36	a11	a4	a57	a82	a87	a23	a87	</S>
hier	0.0674716	0.0626486	0.0566674	0.0677415	0.10725	0.0676332	0.0691274	0.0599077	0.026293	0.0344133	0.0520122	0.0391624	0.0220666	0.0202237	0.0146984	0.0217857	0.0165226	0.01208	0.0142535	0.012908	0.00700954	0.0132399	0.0106009	0.0125652	0.0188815	0.0116338	0.00734566	0.00331228	0.00185836	0.00347818	0.0031252	0.00432175	0.00478214	0.00652612	0.00843765	0.00725599	0.00629993	0.00680501	0.00449922	0.0131545
un	0.00883294	0.00997138	0.0158114	0.00883758	0.0173966	0.0325326	0.0504062	0.0215463	0.0198732	0.0211569	0.0287662	0.0167151	0.00906088	0.0216905	0.0199137	0.0201839	0.0124046	0.0118869	0.0100146	0.0362727	0.053723	0.056723	0.0554988	0.0367444	0.0366458	0.033793	0.0131922	0.0180426	0.0177148	0.0213929	0.0214485	0.0372256	0.0228078	0.0247645	0.0297501	0.0292943	0.0258289	0.0223162	0.0250303	0.0247889
policier	0.0672712	0.0466775	0.0744512	0.0407626	0.0390438	0.0486236	0.0491933	0.0210037	0.01986	0.0243535	0.0426785	0.0268839	0.0250413	0.0288331	0.0271077	0.0301675	0.0233531	0.0155246	0.00724148	0.00854231	0.00996488	0.0114433	0.00930045	0.00471213	0.00526207	0.00527549	0.00191733	0.00220168	0.00307555	0.00556176	0.0206203	0.0308264	0.023168	0.0230803	0.0296342	0.0191286	0.0277555	0.0354564	0.039984	0.0250179
a	0.0312984	0.0111039	0.00771553	0.0220526	0.0105994	0.0100319	0.0267437	0.0273775	0.0381275	0.0294125	0.0358474	0.0262982	0.0213872	0.0243073	0.0288269	0.0192205	0.0199625	0.0161647	0.0340043	0.0174694	0.0236491	0.0605853	0.0358656	0.036216	0.0295842	0.0443879	0.0188824	0.073946	0.0207424	0.0251735	0.0140213	0.0121127	0.0145941	0.013933	0.014131	0.0138777	0.0165685	0.0216392	0.0211982	0.0309407
blessé	0.0706461	0.0272235	0.0108441	0.0333161	0.013656	0.00799249	0.00941416	0.00888914	0.013101	0.0116372	0.0108977	0.00991581	0.0171863	0.0157882	0.0164651	0.0138714	0.0186867	0.0134099	0.0181825	0.0112953	0.0141071	0.0488694	0.0390039	0.0407415	0.0629093	0.0576949	0.0449932	0.058149	0.0220099	0.022643	0.018255	0.0306364	0.0181321	0.0142672	0.0302896	0.0123658	0.0272496	0.0253503	0.026689	0.0332249
un	0.0329289	0.0149422	0.0152727	0.0177409	0.010535	0.0131836	0.007728	0.0105885	0.00869192	0.0111893	0.0184104	0.0214526	0.0250806	0.0383993	0.0422545	0.0386335	0.0344118	0.0282625	0.00746661	0.00438734	0.00884078	0.0396868	0.0453969	0.0488229	0.0763378	0.0680645	0.0459955	0.0412798	0.0191711	0.0138059	0.0237975	0.0236561	0.0145851	0.0182796	0.0245963	0.0204209	0.0209625	0.0205774	0.0096797	0.0144827
voleur	0.0449928	0.0295327	0.0309214	0.0397215	0.0304934	0.0229984	0.0256518	0.0246431	0.0233942	0.0246618	0.0277219	0.0288611	0.0328701	0.0281688	0.0293517	0.0306937	0.0255929	0.0109562	0.00784742	0.00421425	0.00449939	0.0106288	0.0169313	0.0200129	0.0322385	0.0295657	0.0291976	0.0282138	0.0241115	0.0268665	0.0231441	0.0265178	0.0233085	0.0244117	0.0260457	0.0266343	0.0295568	0.0282568	0.0195342	0.0270353
par	0.0346354	0.0246967	0.0224058	0.0250628	0.0353812	0.0263407	0.0374238	0.0340609	0.0268865	0.0267415	0.0301098	0.0268056	0.022132	0.0270591	0.0231803	0.0256011	0.018556	0.00633401	0.00582986	0.00338916	0.00314726	0.0113878	0.0124298	0.0141121	0.0271035	0.0310708	0.0151474	0.0115449	0.00723162	0.01013	0.0131645	0.02346	0.0242567	0.0303327	0.033277	0.0527822	0.0493134	0.0492823	0.0392231	0.0589706
balle	0.0414472	0.0233373	0.018595	0.0229565	0.0375116	0.0264716	0.040617	0.0373456	0.0194248	0.0232719	0.0232377	0.0257614	0.0205264	0.0238278	0.0194978	0.0231459	0.0180156	0.00768107	0.00913459	0.0040727	0.00342247	0.00669057	0.00631923	0.00762753	0.0125382	0.0186929	0.00923814	0.00793639	0.00714831	0.0101418	0.0185909	0.0245456	0.0258833	0.0293884	0.0334618	0.0613852	0.0555571	0.0564544	0.0425465	0.0965518
</S>	0.0522942	0.0262564	0.0233856	0.0236539	0.0251221	0.0174621	0.0274175	0.0280981	0.0192327	0.0170973	0.0185634	0.0182687	0.0218359	0.0233248	0.0244632	0.0225746	0.0212114	0.00929776	0.0126731	0.00540768	0.00516287	0.0114941	0.00686953	0.007065	0.0102365	0.0196748	0.00887071	0.0130509	0.00853015	0.0109918	0.0216994	0.026003	0.043687	0.0438228	0.0447113	0.0520912	0.0537071	0.056603	0.0471712	0.0709172
