 	a66	a87	a23	a40	a36	a5	a18	a27	a54	a36	a6	a36	a26	a88	a9	a87	a23	a79	a44	a57	a40	a26	a44	a54	a7	a4	a44	a70	a66	a20	a7	a23	a27	a54	a36	a2	a27	a2	a57	a87	</S>
au	0.0403692	0.0574602	0.0403615	0.0378037	0.04528	0.0381507	0.0456351	0.0555023	0.0416596	0.0457447	0.0250679	0.0261927	0.0237643	0.0216568	0.0135197	0.00415305	0.00571343	0.00619991	0.00686422	0.0062598	0.00518369	0.00534892	0.00627507	0.00953585	0.0158242	0.0117134	0.0115842	0.0232208	0.015304	0.011286	0.00709482	0.00526075	0.00626198	0.00512938	0.0155263	0.0206342	0.0138488	0.0275902	0.0384089	0.0574847	0.100125
cours	0.00126128	0.00579626	0.0134585	0.0670508	0.177277	0.12766	0.113834	0.0633362	0.0659827	0.0706456	0.0401418	0.0471305	0.0214218	0.0262763	0.0243437	0.0198352	0.0114962	0.00961233	0.0304271	0.0230987	0.0214263	0.00397628	0.00366228	0.00146611	0.00140296	0.0011294	0.000805397	0.00114441	0.000628404	0.000593156	0.000411349	0.000342293	0.000102529	0.000236655	0.000206928	0.000112481	0.000205908	0.000366389	0.000219005	0.00101736	0.000458749
de	0.0320788	0.0255007	0.0347302	0.03412	0.0296504	0.0437754	0.0779547	0.0925135	0.0786761	0.050661	0.0332437	0.0420027	0.0512315	0.04793	0.0508056	0.0614215	0.0348821	0.0213457	0.0302081	0.0293069	0.00630777	0.00183429	0.00374971	0.00241289	0.00274457	0.00598815	0.00392196	0.00456825	0.00277773	0.00221359	0.000869849	0.00136279	0.000910259	0.00409987	0.00316973	0.00823012	0.0120017	0.0124496	0.00718633	0.00870369	0.00245859
cette	0.0356171	0.0240189	0.0152998	0.0167029	0.0123518	0.00856008	0.0102535	0.0156844	0.0194489	0.0155334	0.0167372	0.0189809	0.0276148	0.0164597	0.0190205	0.0299339	0.0268986	0.0239759	0.0253948	0.0337706	0.0240097	0.00698086	0.0125856	0.00894458	0.0167366	0.0302043	0.0221683	0.0358919	0.0525004	0.0375331	0.0329912	0.0286204	0.0249631	0.0220399	0.0226647	0.035744	0.019753	0.0414736	0.0392255	0.0313578	0.0413536
petite	0.051415	0.0390627	0.0156801	0.0127594	0.0093611	0.0104379	0.00993804	0.00859252	0.0122628	0.0158102	0.0191635	0.0154301	0.0252851	0.0302898	0.0215669	0.0193855	0.028361	0.0502298	0.0349978	0.0396816	0.0458873	0.0237885	0.019229	0.0171605	0.0163426	0.0070991	0.0226445	0.0158416	0.041787	0.010542	0.0234828	0.0139812	0.0270229	0.0340738	0.0147421	0.0342993	0.0181983	0.0200927	0.0466916	0.0312723	0.04611
saison	0.0207115	0.00876895	0.00300288	0.00318409	0.00414539	0.00439582	0.00621529	0.012844	0.0226694	0.0358143	0.0465208	0.0369231	0.0530224	0.0498642	0.0712907	0.0494004	0.0638407	0.0569703	0.0376217	0.0430449	0.0367456	0.0200626	0.0166962	0.0115196	0.0113684	0.00776191	0.00710265	0.00462851	0.00591926	0.00801853	0.0124505	0.0176707	0.023418	0.0259035	0.0250794	0.0382193	0.0206723	0.0164153	0.0227336	0.0233666	0.0139967
de	0.0341465	0.0145346	0.00325521	0.00292637	0.00328309	0.00395006	0.00572953	0.0104746	0.0264715	0.0266034	0.0453597	0.0359399	0.0425585	0.0401442	0.0664397	0.0582635	0.064199	0.0650818	0.0453172	0.0463857	0.029133	0.0168558	0.0323496	0.0213161	0.0224075	0.0138377	0.0123884	0.00817429	0.0083121	0.00776637	0.00922691	0.0120539	0.0153917	0.0172584	0.0178663	0.0352185	0.0159469	0.0265258	0.0126477	0.0146083	0.00965075
pluie	0.0283375	0.0120853	0.00230433	0.00203535	0.00231644	0.0012884	0.00162811	0.00251027	0.00559121	0.00461572	0.012801	0.011078	0.0161979	0.0150486	0.0287119	0.0515403	0.0700465	0.082061	0.0535167	0.0535998	0.0356223	0.020173	0.0385223	0.0267	0.0383919	0.0223137	0.0278784	0.0270235	0.0321407	0.0235339	0.0253461	0.0251777	0.0282355	0.0184969	0.0211443	0.0253852	0.0124795	0.0389725	0.019528	0.020156	0.0154644
mon	0.0412484	0.0226596	0.00542118	0.00366496	0.00248037	0.00209538	0.0029672	0.00480002	0.00903543	0.00570533	0.0175677	0.0131036	0.0182917	0.0163674	0.0198357	0.0249542	0.0357842	0.0402055	0.0285197	0.0229026	0.0280145	0.0142462	0.0195176	0.0150761	0.0161483	0.0215917	0.0144396	0.0159962	0.0272734	0.0113871	0.0181076	0.0146842	0.0204876	0.0334914	0.0349743	0.0891116	0.031346	0.0780606	0.0523678	0.0577137	0.0483545
barrage	0.0165552	0.0124596	0.00532157	0.00454074	0.00440167	0.00263621	0.00297219	0.00367415	0.00559681	0.00376725	0.0105284	0.00636578	0.0151232	0.0126516	0.0172252	0.0284285	0.0315558	0.0412193	0.0280033	0.0301919	0.0376444	0.0297933	0.0288109	0.0288282	0.0283656	0.0245861	0.0228636	0.0232617	0.0256453	0.00960015	0.0192642	0.0121294	0.025674	0.0264065	0.0361255	0.0385061	0.0245017	0.0463551	0.0790734	0.0869155	0.0624308
