 	a66	a87	a23	a99	a94	a76	a79	a44	a56	a25	a15	a7	a15	a79	a7	a32	a12	a61	a21	a12	a43	a0	a21	a12	a18	a71	a25	a97	a87	a23	a99	a66	</S>
il	0.0298966	0.0299151	0.0345542	0.0414277	0.0361205	0.0443587	0.0599416	0.0686116	0.0681864	0.0331364	0.0316987	0.0242792	0.0146801	0.0213525	0.0111603	0.00857035	0.00747787	0.0102774	0.0185025	0.0271516	0.0248781	0.04301	0.0413411	0.0334721	0.0324777	0.026185	0.0186331	0.0202422	0.0201316	0.0229688	0.0288168	0.0217587	0.0447855
y	0.0134108	0.011643	0.0121262	0.0122408	0.0145207	0.0108763	0.0137502	0.0115604	0.0206562	0.0291992	0.0362418	0.0710558	0.0741092	0.0515684	0.0510937	0.0436915	0.0654356	0.0397819	0.0480116	0.0393677	0.0366564	0.0205189	0.0200557	0.0259655	0.0167875	0.0239121	0.0253365	0.0247259	0.030587	0.026098	0.025461	0.0297673	0.0237871
a	0.0240362	0.0173347	0.0166991	0.0131178	0.0151349	0.0190372	0.0180599	0.0179459	0.0176786	0.0187693	0.0207906	0.0241887	0.0177097	0.0137683	0.0111829	0.00763145	0.00912444	0.0122645	0.00975495	0.0194308	0.0150466	0.020625	0.0347129	0.0445918	0.0464115	0.0434534	0.0385823	0.0402274	0.0537603	0.0766972	0.0621916	0.131769	0.0682716
beaucoup	0.0724261	0.0830507	0.0552671	0.0431766	0.0307943	0.0234378	0.0151123	0.0135916	0.00871948	0.013164	0.025287	0.0516366	0.0984045	0.0728887	0.0509229	0.0773157	0.0402677	0.0291068	0.0144435	0.0116581	0.00843037	0.0111932	0.0066078	0.0102911	0.0134215	0.014007	0.0107347	0.0104808	0.0100199	0.0114979	0.0140127	0.0142224	0.0344089
de	0.111126	0.0651984	0.0448313	0.0306199	0.0180423	0.0132968	0.00701406	0.00573527	0.006076	0.010557	0.0150962	0.0230512	0.0174191	0.0228607	0.0208658	0.0196359	0.0177343	0.0186548	0.0190363	0.030045	0.0225895	0.0323199	0.0370732	0.0348876	0.0469068	0.0427664	0.0435013	0.0287885	0.0341184	0.040272	0.0381803	0.0374928	0.0442067
fougères	0.047351	0.0358585	0.0357549	0.0252197	0.0155703	0.0184259	0.0200146	0.0253627	0.0171455	0.0189543	0.0160867	0.0141642	0.0118262	0.00983169	0.00917635	0.0104039	0.0128202	0.0140836	0.0136197	0.0571153	0.0420032	0.0601035	0.0687413	0.0577789	0.0503617	0.0482742	0.0484942	0.0298482	0.036764	0.0337709	0.0364593	0.0284782	0.0301369
à	0.0618805	0.0466363	0.0331347	0.0233551	0.0138361	0.0097883	0.00722464	0.00644571	0.00979625	0.0132669	0.0112972	0.010236	0.00597155	0.00629708	0.00688252	0.00796369	0.0108296	0.0189486	0.0148478	0.0279568	0.0183566	0.0376816	0.058437	0.0359551	0.0702042	0.0507479	0.0478329	0.0400793	0.0477993	0.0546869	0.053953	0.0562057	0.081465
l'	0.0712459	0.043114	0.037167	0.0297942	0.0242921	0.0197848	0.0112629	0.0090764	0.0161637	0.0248801	0.0252823	0.0283091	0.0283783	0.0286418	0.0264453	0.0178622	0.0297109	0.024547	0.0116455	0.0123866	0.0178794	0.033029	0.0383072	0.0286776	0.042327	0.0343958	0.0279795	0.0309223	0.0384323	0.029662	0.0404897	0.0516107	0.0662974
entrée	0.0383774	0.0300484	0.0323974	0.0367132	0.0351758	0.0293894	0.0219566	0.0203737	0.0248013	0.0162442	0.0149951	0.0171379	0.0138057	0.0264743	0.0190697	0.0164393	0.0372302	0.0231226	0.0161073	0.0151734	0.0194157	0.0218399	0.026804	0.0296755	0.0447968	0.0389634	0.0409963	0.0442621	0.0490064	0.0483116	0.0465102	0.0471781	0.057207
de	0.0391552	0.0271121	0.0250996	0.0276103	0.0273635	0.0243643	0.0241269	0.0233773	0.0245962	0.0255638	0.0200269	0.0266476	0.0234641	0.017821	0.0125235	0.0148416	0.0218245	0.0129541	0.0137912	0.0137639	0.0127062	0.0203605	0.0277383	0.0230213	0.0522736	0.0360452	0.0308528	0.033165	0.0361953	0.042935	0.0349403	0.058028	0.145711
notre	0.0409311	0.0243143	0.0190841	0.0200268	0.0196176	0.0158134	0.0122041	0.0125304	0.0116984	0.0144282	0.0122139	0.015236	0.0103527	0.019632	0.0156673	0.0122885	0.0233754	0.0159861	0.0164654	0.013003	0.01517	0.02711	0.034115	0.0386629	0.0638007	0.0576892	0.0476012	0.0541854	0.0528331	0.0506284	0.0489151	0.0582573	0.106163
village	0.0406777	0.0218207	0.0181746	0.0154212	0.0100305	0.00745474	0.00758018	0.0121847	0.019077	0.0174343	0.0208999	0.0193244	0.0102308	0.0103597	0.00745338	0.0119058	0.0397022	0.0158343	0.0245221	0.0145796	0.0213143	0.0216478	0.0271743	0.0398173	0.0569376	0.0527245	0.0649333	0.0662161	0.0490304	0.0622253	0.0537647	0.0608238	0.0787226
</S>	0.0302877	0.0164865	0.0113215	0.00727991	0.00372067	0.00309618	0.00225264	0.00321702	0.00471862	0.00507294	0.00673151	0.00280116	0.00168299	0.00241207	0.00160633	0.00235474	0.00514368	0.00480417	0.0103628	0.0121911	0.0238948	0.047991	0.0650072	0.0462424	0.0971103	0.0755419	0.0665292	0.0812225	0.0780469	0.0780146	0.0805228	0.0802093	0.0421228
