 	a66	a87	a23	a83	a54	a6	a92	a37	a70	a98	a15	a98	a15	a79	a37	a85	a6	a7	a15	a25	a69	a98	a47	a98	a6	a0	a11	a10	a87	a23	a99	a97	</S>
ce	0.0494225	0.058357	0.0433073	0.0727089	0.0544681	0.146487	0.201871	0.0712849	0.0469852	0.0314853	0.026134	0.0153986	0.0098423	0.00700033	0.0107722	0.00700456	0.00447931	0.00317716	0.00339709	0.00298295	0.00176419	0.00323312	0.00661265	0.00874757	0.00921321	0.00919596	0.0113228	0.0103725	0.012285	0.00988932	0.00963934	0.0137468	0.0274116
jeune	0.0041867	0.00572881	0.00672455	0.00847891	0.0159406	0.0275078	0.0506319	0.0790652	0.203311	0.0890167	0.148881	0.0638449	0.0686326	0.0538823	0.0653777	0.0201601	0.0148882	0.0126773	0.0235007	0.00910123	0.0078692	0.00421155	0.00270906	0.000662031	0.000849516	0.00102847	0.00185094	0.00139304	0.00113887	0.00145684	0.00163475	0.00274345	0.000913821
garçon-ci	0.0519628	0.0506186	0.042697	0.0445619	0.0470469	0.029662	0.0572698	0.0920248	0.0549476	0.0822819	0.0556082	0.0511963	0.0370883	0.0379336	0.0249541	0.029793	0.0290269	0.0371331	0.0291322	0.00461017	0.0067445	0.00237389	0.00256861	0.00159821	0.0011034	0.00203159	0.00711583	0.00853002	0.0114229	0.0223192	0.014525	0.0262422	0.00387586
a	0.0214845	0.0116444	0.00909247	0.0060633	0.00752408	0.00496247	0.0129951	0.0163272	0.0173116	0.0204335	0.0154644	0.0216957	0.0373059	0.0621214	0.0612499	0.0746028	0.122689	0.0852373	0.0723348	0.0629789	0.0342213	0.0232392	0.0360282	0.00761529	0.0234467	0.0120447	0.0144224	0.0129849	0.0131637	0.0090189	0.0144128	0.0155108	0.0403723
des	0.0136878	0.0111938	0.0149455	0.010823	0.0143814	0.0106117	0.00413828	0.00433209	0.00315787	0.00349994	0.00359347	0.00727708	0.00746674	0.0148012	0.020878	0.062483	0.126209	0.13018	0.15133	0.105766	0.0718546	0.0554947	0.0564795	0.0137168	0.0189455	0.0100757	0.0101118	0.0081048	0.00804527	0.00609078	0.00499513	0.00826962	0.00705951
problèmes	0.0219596	0.0148421	0.0171633	0.0179563	0.0200956	0.0214641	0.0142038	0.018158	0.0157775	0.0175183	0.0179958	0.0224719	0.0213096	0.0272671	0.038588	0.048094	0.0695678	0.0552399	0.0724164	0.0536519	0.0570173	0.0578534	0.0597964	0.0257968	0.0338796	0.0151416	0.0192273	0.0230333	0.0219125	0.0250924	0.0166004	0.0198603	0.0190478
avec	0.0392157	0.0339664	0.0257125	0.0309687	0.0297487	0.0312029	0.0359434	0.0477349	0.0483401	0.0399453	0.0286255	0.0233042	0.0152758	0.00843279	0.0123479	0.0107417	0.00827839	0.00547297	0.00657836	0.00448095	0.00503745	0.00924712	0.0194781	0.0228673	0.0291749	0.0424589	0.0428624	0.0570868	0.0590848	0.0416614	0.0389927	0.0431311	0.1026
sa	0.0392606	0.036839	0.0310576	0.0331596	0.0316227	0.0276367	0.038465	0.0622421	0.0609667	0.060769	0.034252	0.0350259	0.0298428	0.0227047	0.0212194	0.0197992	0.0168741	0.0122442	0.0118264	0.0079054	0.0112819	0.0139968	0.0161446	0.0244766	0.0206663	0.0288773	0.027252	0.0309435	0.0325148	0.0260256	0.0395365	0.0388783	0.0556924
femme	0.024601	0.0237963	0.020968	0.0190651	0.0186394	0.0179439	0.0210395	0.0440741	0.0433654	0.05102	0.0628661	0.0430309	0.0567275	0.0256896	0.0262108	0.0137482	0.00818383	0.00811315	0.0149826	0.0120402	0.0175007	0.0206486	0.0280701	0.0206642	0.0412329	0.0521486	0.0443117	0.0431344	0.0454929	0.0352045	0.0311948	0.0330053	0.0312856
</S>	0.0307472	0.0355445	0.0288086	0.0320506	0.0324208	0.0379403	0.0404279	0.0339768	0.0330702	0.0228509	0.0285801	0.0187276	0.0231574	0.0112696	0.0161756	0.0140947	0.0198492	0.0197483	0.0229517	0.0102766	0.00952633	0.0123732	0.0156252	0.00909108	0.0258866	0.0253043	0.0318056	0.0356341	0.0636626	0.0425002	0.0364587	0.0555357	0.123928
