 	a15	a66	a87	a23	a83	a96	a56	a44	a56	a47	a62	a31	a0	a75	a92	a85	a98	a92	a37	a90	a79	a90	a79	a44	a26	a7	a2	a57	a87	a23	a99	a97	</S>
je	0.0220006	0.0267641	0.0181785	0.0136394	0.0256007	0.0336529	0.0337215	0.027473	0.024642	0.0219379	0.031769	0.0379484	0.0336601	0.0650413	0.0409531	0.0397379	0.0172916	0.01772	0.0392662	0.0437265	0.0262497	0.023596	0.0180811	0.0150641	0.0247054	0.0254207	0.0141389	0.0253172	0.0344433	0.0336267	0.0388779	0.0390207	0.0667335
ne	0.0619448	0.0541923	0.0437383	0.059568	0.0457311	0.0442432	0.0456303	0.0298764	0.0264396	0.0240471	0.0184678	0.0194926	0.0214397	0.012262	0.0291354	0.0392668	0.0876105	0.0459642	0.0286649	0.0208155	0.0273778	0.0185274	0.0211064	0.0273777	0.0263558	0.0228434	0.0145007	0.0107566	0.00861653	0.0130673	0.0157627	0.0176649	0.017512
peux	0.0557571	0.0313397	0.0335109	0.0437019	0.0658065	0.0776368	0.0424705	0.0596609	0.0863218	0.0446814	0.0242487	0.0288752	0.0228779	0.0102803	0.00909124	0.00548809	0.00850643	0.00491658	0.00254742	0.00160851	0.00236384	0.00277119	0.00600211	0.00964469	0.0116143	0.0126711	0.0147315	0.024107	0.0366208	0.0665398	0.0501668	0.0578034	0.0456356
pas	0.0356505	0.0361819	0.0482215	0.0311057	0.0533552	0.0532059	0.0404277	0.0362878	0.0306392	0.0221404	0.0169674	0.0148231	0.0147936	0.0131917	0.0119096	0.0143599	0.0190774	0.0155854	0.012095	0.0197843	0.0217373	0.0268106	0.0253942	0.0149155	0.0327201	0.0182728	0.0291601	0.0713025	0.041353	0.0469098	0.0477166	0.0314973	0.0524072
te	0.0526587	0.0390023	0.0327582	0.025262	0.024473	0.0254184	0.0208628	0.0220704	0.0299958	0.0272708	0.0322741	0.0267435	0.0356647	0.0243834	0.0194704	0.0214198	0.0221465	0.0160098	0.0204051	0.0231359	0.0194917	0.0227269	0.013303	0.0156809	0.0464106	0.042942	0.0246854	0.0704941	0.0530021	0.0263548	0.037546	0.0450834	0.0408537
montrer	0.0315634	0.0316222	0.0295743	0.0269236	0.0215394	0.0181573	0.0153296	0.0178487	0.0259557	0.035373	0.0396988	0.0184795	0.035055	0.0175122	0.0177248	0.0302632	0.0308195	0.0304769	0.0381658	0.0233121	0.0262841	0.0332516	0.0150907	0.0301876	0.0540336	0.0681523	0.0515705	0.0772165	0.0471283	0.0212495	0.0169057	0.0106192	0.0129153
l'	0.12085	0.04236	0.0368506	0.0430338	0.0262566	0.0313199	0.0220117	0.0262631	0.0256787	0.0147041	0.014534	0.0128766	0.0130161	0.0108077	0.012009	0.0105648	0.0103131	0.00926299	0.0117924	0.0139992	0.0188004	0.0187714	0.0135186	0.0176683	0.0452119	0.0726712	0.0405441	0.0685755	0.042354	0.0569951	0.027094	0.0289392	0.0403524
endroit	0.0390747	0.022855	0.0135232	0.0158738	0.0138773	0.0163669	0.0151822	0.0168818	0.0180664	0.0164493	0.0127088	0.0101612	0.0150965	0.0161873	0.0171504	0.0172764	0.0144219	0.0133034	0.0136579	0.01686	0.0137478	0.010995	0.00979628	0.0217414	0.08302	0.17533	0.05666	0.0775243	0.0816195	0.0354498	0.0280627	0.0310272	0.0400515
où	0.112278	0.0570614	0.0309581	0.0297159	0.015146	0.0173412	0.0175038	0.0168136	0.0183686	0.00897901	0.00801031	0.00713197	0.0120365	0.00950613	0.0134956	0.0115033	0.0188516	0.0104056	0.012498	0.00931616	0.00872076	0.00795687	0.00939796	0.0141109	0.0343041	0.0511583	0.0200145	0.0547796	0.0683075	0.0879818	0.0497844	0.0898376	0.0667245
je	0.126946	0.0635159	0.0251374	0.0161132	0.0131847	0.0125905	0.00731142	0.0110049	0.0262083	0.011228	0.0115168	0.019945	0.0160812	0.0108508	0.00790832	0.00964977	0.0143157	0.00834877	0.0119915	0.0269294	0.0214776	0.0169694	0.0121219	0.0146418	0.0455262	0.0274625	0.0242125	0.0804999	0.0718777	0.0379119	0.0551256	0.0832773	0.0581184
garde	0.0694623	0.0468113	0.0271366	0.0214194	0.0189494	0.0125377	0.00822159	0.0107485	0.0263526	0.0112758	0.0153143	0.0251305	0.0270302	0.0218301	0.017187	0.0223257	0.027207	0.014008	0.030884	0.0503412	0.0282292	0.0233569	0.0257873	0.0197163	0.0295761	0.0181669	0.02979	0.0556721	0.0736289	0.0335183	0.0427887	0.0604792	0.055117
mon	0.0455186	0.0222863	0.0132856	0.0107801	0.0116306	0.00679345	0.00567924	0.00621419	0.0141717	0.00830803	0.0162509	0.0192897	0.0304542	0.0281919	0.0175889	0.0193705	0.0230522	0.0102278	0.0208285	0.0341471	0.0241709	0.027604	0.0362187	0.0270287	0.040786	0.0334416	0.0411867	0.0723577	0.0878226	0.0448044	0.0535276	0.0744232	0.0725582
