 	a23	a87	a23	a79	a20	a73	a37	a24	a61	a94	a76	a35	a75	a73	a0	a11	a24	a43	a94	a41	a94	a73	a37	a26	a75	a41	a76	a20	a76	a73	a84	a57	a87	a23	a87	</S>
il	0.0250891	0.0280319	0.0412959	0.0479682	0.0535312	0.0840623	0.102535	0.0559801	0.066346	0.0691944	0.0719332	0.0335926	0.057884	0.0373286	0.0313651	0.0108155	0.0111592	0.00765313	0.00569182	0.00430344	0.00203368	0.00324519	0.00147741	0.00111199	0.00337362	0.00372714	0.00299519	0.00443041	0.00751527	0.00650904	0.0126582	0.0208041	0.0242354	0.0261724	0.0178562	0.0160942
a	0.00252126	0.00368453	0.00364565	0.00403132	0.00467003	0.0125309	0.0178365	0.0128342	0.0375942	0.0555765	0.0502479	0.0367213	0.0404353	0.0381062	0.0249008	0.017466	0.0390178	0.0223614	0.0564295	0.0346294	0.0424623	0.0421832	0.0221825	0.0103512	0.0130273	0.0153297	0.00868702	0.0107722	0.0121642	0.0182767	0.0181754	0.0321623	0.0634927	0.0554586	0.0628018	0.0572323
arrangé	0.0160471	0.014698	0.0295834	0.0180402	0.0131475	0.00832194	0.0173961	0.0283684	0.049106	0.0440652	0.0278637	0.0202343	0.033766	0.0347508	0.0261735	0.014809	0.0270698	0.0141626	0.0192943	0.0150109	0.00831436	0.0086888	0.0101614	0.0046317	0.00441524	0.00486311	0.00873336	0.0130735	0.0255342	0.0339097	0.0339754	0.055643	0.0547599	0.0718966	0.0751618	0.114329
la	0.0438794	0.04557	0.0316014	0.0304216	0.0205018	0.0242939	0.0285977	0.0286471	0.0394535	0.0276305	0.0224931	0.0212543	0.0265929	0.0297379	0.0204515	0.0218043	0.0169618	0.0264208	0.0242792	0.0219463	0.0278948	0.0439473	0.038041	0.0341289	0.0286647	0.0266632	0.0201059	0.0142959	0.0113347	0.0134364	0.0086447	0.0171488	0.0486105	0.0287762	0.0281699	0.0575981
machine	0.0174986	0.00658798	0.00494117	0.00468912	0.00432647	0.00375336	0.0109441	0.0274985	0.0346858	0.02478	0.0375653	0.0289075	0.0368703	0.0556804	0.0403735	0.0554917	0.0769258	0.0819248	0.0795672	0.047692	0.0693384	0.0578895	0.0268239	0.0336435	0.0256635	0.0251473	0.00655424	0.00503179	0.0033313	0.00431847	0.00460674	0.0059772	0.0128196	0.00930609	0.0109588	0.0178862
qui	0.00717235	0.00372579	0.00346436	0.00282224	0.00263264	0.00231251	0.00759535	0.0149161	0.0261111	0.0251253	0.0303602	0.0260247	0.0520987	0.0440522	0.0474959	0.042935	0.0467643	0.0413677	0.0875508	0.076132	0.0884255	0.0903268	0.0765517	0.0302102	0.0241251	0.0118675	0.0044668	0.00403842	0.00689896	0.00587545	0.00945336	0.00948651	0.0133128	0.00838285	0.00952662	0.0163923
était	0.0774199	0.0450669	0.0269282	0.0269389	0.0170459	0.0199593	0.0298348	0.031124	0.057489	0.0431189	0.0658458	0.032936	0.0401981	0.0261775	0.0195205	0.0254867	0.0248944	0.0190845	0.0282672	0.0226437	0.0193143	0.0203063	0.0104611	0.00972946	0.0112932	0.00635462	0.00500638	0.00633815	0.00804109	0.0136533	0.00928828	0.0190177	0.0478005	0.0337473	0.0359876	0.0636807
en	0.024799	0.0155435	0.00700006	0.00533353	0.00529928	0.00587127	0.00638061	0.00976514	0.0140923	0.0180398	0.020245	0.0177915	0.0163207	0.0105751	0.00611708	0.0112376	0.010603	0.0119995	0.0145715	0.0105072	0.0228851	0.0463637	0.0524076	0.0389587	0.0358944	0.0503617	0.0347312	0.0370083	0.031488	0.044615	0.0342334	0.0545999	0.0542934	0.0580113	0.0712329	0.0908227
panne	0.019357	0.0217285	0.0214845	0.0164509	0.0144973	0.00675375	0.0104893	0.0165272	0.0197073	0.0218194	0.00939096	0.0105893	0.0266385	0.0149527	0.0199311	0.0215655	0.0130733	0.0191644	0.0173382	0.0171127	0.0156856	0.0169711	0.0169823	0.0184927	0.0344394	0.0422611	0.064437	0.0536156	0.0609073	0.0392749	0.0457456	0.0468364	0.04238	0.0485616	0.0466688	0.0681689
</S>	0.0406328	0.0362823	0.0258781	0.0221025	0.0225693	0.0127369	0.0114252	0.0125418	0.0161856	0.0192874	0.0136266	0.0146231	0.0183648	0.0126377	0.01156	0.0105269	0.00610274	0.00809229	0.00788923	0.00626629	0.00438262	0.00955198	0.00382231	0.00572677	0.0159755	0.0203663	0.0215871	0.0249395	0.0338723	0.0273384	0.0372263	0.0587568	0.0706203	0.0953892	0.109094	0.132019
