 	a66	a87	a23	a30	a13	a57	a13	a70	a93	a70	a0	a93	a56	a92	a56	a44	a75	a47	a36	a2	a15	a79	a7	a43	a21	a12	a96	a34	a75	a56	a93	a56	a34	a75	a36	a26	a57	a87	a23	a87	a23	a87	</S>
qui	0.0129112	0.0314231	0.0510199	0.115357	0.0658131	0.0609828	0.0674956	0.0459182	0.0361004	0.0255868	0.0178349	0.0228758	0.0153967	0.0166546	0.0163516	0.020157	0.0144855	0.0120339	0.0157384	0.0165936	0.0149881	0.0247319	0.0159209	0.0186472	0.00776778	0.00661125	0.00979943	0.00752212	0.00697203	0.0168108	0.00823754	0.00554845	0.00497105	0.00887431	0.00920164	0.0118572	0.0157761	0.021496	0.0194842	0.0151264	0.0155753	0.0178133	0.035537
est	0.0221146	0.012456	0.0142509	0.013979	0.0245188	0.0335469	0.0413149	0.0215347	0.0227735	0.0248223	0.0161195	0.0186563	0.010766	0.0188867	0.0131065	0.0159541	0.016665	0.0200389	0.0177565	0.0181015	0.00924314	0.0110752	0.00364837	0.00470983	0.00705926	0.00527635	0.00561301	0.00848054	0.0161889	0.00749228	0.0227893	0.0256944	0.0227648	0.0495103	0.0413407	0.0649306	0.049937	0.0471122	0.0530667	0.0401437	0.0469107	0.0434736	0.0161762
ce	0.0402426	0.0313078	0.0377963	0.024427	0.0371878	0.057012	0.05626	0.0302035	0.0273113	0.0267376	0.0224318	0.0242705	0.0269739	0.0223859	0.0383117	0.0358876	0.050307	0.0473481	0.0322977	0.0334378	0.0196588	0.0185556	0.0140372	0.00938676	0.00811763	0.00880594	0.00946828	0.00839239	0.0106876	0.00566522	0.00749031	0.00752022	0.00527711	0.00777834	0.0112022	0.00907512	0.0224845	0.0186523	0.0189616	0.0115916	0.0152288	0.0188056	0.0310194
qui	0.0781758	0.0400201	0.0327121	0.0161426	0.00928351	0.0181192	0.00975353	0.0206552	0.0275402	0.0201263	0.0317515	0.0321729	0.0682371	0.0330894	0.0541133	0.0579288	0.0312663	0.0245255	0.0327267	0.0328209	0.0444638	0.0145417	0.0263402	0.0182101	0.0216607	0.020715	0.0143941	0.0208884	0.0183621	0.00624478	0.00796673	0.00705541	0.00583266	0.00326465	0.00783306	0.00674689	0.0105771	0.011574	0.0123492	0.0141499	0.00953603	0.0147065	0.0114259
frotte	0.0457499	0.0146957	0.0110155	0.00917669	0.0134541	0.00943096	0.0162886	0.0308311	0.0142963	0.0234781	0.0453863	0.035656	0.0434233	0.0494451	0.0916693	0.0373788	0.0281656	0.0218803	0.00686077	0.01108	0.0082763	0.00799303	0.00432895	0.00290281	0.00318868	0.00420109	0.00282074	0.00445373	0.00419065	0.0153229	0.0188022	0.0153737	0.0303034	0.0159731	0.0264089	0.0409954	0.033911	0.0316113	0.0423693	0.0411918	0.0438844	0.0317901	0.0103442
ma	0.0244278	0.0172386	0.0181353	0.0165798	0.0195765	0.0201107	0.0596115	0.0699243	0.0423543	0.0335773	0.0342518	0.0498129	0.0468424	0.0684097	0.0550208	0.0463955	0.0420556	0.0397575	0.0200456	0.0311027	0.0176822	0.021049	0.0209673	0.0116775	0.0126338	0.010443	0.0147419	0.0113478	0.014043	0.00468738	0.0137263	0.00853212	0.0165607	0.00735487	0.00692579	0.0100546	0.00615462	0.00682256	0.00648277	0.00521169	0.00882491	0.00464063	0.00420495
marmite	0.031473	0.0216778	0.0148193	0.0212075	0.0202308	0.0156664	0.0208665	0.0266473	0.0219126	0.0236452	0.0239596	0.0377328	0.0265134	0.038232	0.0382792	0.0512078	0.0425526	0.0437703	0.0180228	0.0291635	0.00787451	0.019064	0.0155029	0.0160631	0.0117539	0.0171794	0.0152579	0.0161906	0.019593	0.0118518	0.0204435	0.0347001	0.0659722	0.0261488	0.0199102	0.035291	0.012677	0.0112581	0.0100791	0.013503	0.0154512	0.00695924	0.00969513
contre	0.0581944	0.0385781	0.0370279	0.0308653	0.0295647	0.0281946	0.0224469	0.0200225	0.0271236	0.0273347	0.019953	0.0229878	0.0197483	0.0194521	0.0232611	0.032003	0.0282908	0.035471	0.0123211	0.0153574	0.0076649	0.0172459	0.0161852	0.00826326	0.0106371	0.00936419	0.0147181	0.0119564	0.0119928	0.022797	0.0183198	0.0167088	0.0379382	0.0216068	0.0193495	0.0286689	0.0246238	0.0262251	0.0248654	0.0291014	0.0363378	0.022575	0.0146563
le	0.0476195	0.0472337	0.0503963	0.0346225	0.0215909	0.0155005	0.01913	0.0138999	0.01614	0.0213882	0.0187577	0.017692	0.0151936	0.0178031	0.0171693	0.0128793	0.0174144	0.0139198	0.00683837	0.00640684	0.00508639	0.00772039	0.00994187	0.00580717	0.00663469	0.00698961	0.00721243	0.00820561	0.00706106	0.0133308	0.010888	0.0116135	0.0109113	0.0152847	0.0234615	0.0415344	0.05518	0.0583767	0.0595776	0.0571852	0.0473718	0.0469872	0.0520421
sol	0.0197385	0.0127799	0.0148764	0.0137138	0.0156255	0.0181959	0.0131092	0.0105526	0.0108362	0.0163179	0.0213241	0.0231171	0.0241051	0.0201541	0.0461572	0.0388088	0.0508852	0.0417918	0.0368653	0.0327258	0.0236665	0.0197564	0.0168515	0.0179224	0.013743	0.0203213	0.018032	0.0195328	0.0170377	0.0184833	0.0186163	0.0202783	0.0182964	0.0164443	0.023542	0.0336982	0.0399537	0.0376032	0.0305853	0.0318865	0.0293077	0.0204523	0.0123083
