 	a23	a79	a54	a47	a92	a37	a75	a37	a0	a61	a75	a85	a6	a36	a2	a75	a85	a47	a36	a2	a57	a9	a87	a83	a71	a61	a75	a37	a26	a75	a37	a92	a44	a26	a75	a47	a0	a75	a36	a27	a54	a36	a26	a30	a82	a38	a9	a3	a97	</S>
si	0.0211344	0.0389	0.0199272	0.0269989	0.0466928	0.0742725	0.0384315	0.0324076	0.0509006	0.0281134	0.0333346	0.0620783	0.0455627	0.0498325	0.0445344	0.0404613	0.0375315	0.0249724	0.0129188	0.0361919	0.0183938	0.0191057	0.00911792	0.0162492	0.00825081	0.0127492	0.00882129	0.0066133	0.00810423	0.00505172	0.00466502	0.00361885	0.00235858	0.00159741	0.00188119	0.00227807	0.0020291	0.00237019	0.00351214	0.00285014	0.00373322	0.00616569	0.00851194	0.00832452	0.0106112	0.00801269	0.00811332	0.0109871	0.00876174	0.0219638
tu	0.00242477	0.00185643	0.00215879	0.00135885	0.0030541	0.00519211	0.00692465	0.00712684	0.0125613	0.0273661	0.0107546	0.00785703	0.0112927	0.0143742	0.0208325	0.042073	0.0695906	0.0657244	0.059774	0.0785186	0.0397776	0.0492846	0.0307841	0.0404906	0.0388566	0.0447463	0.0332606	0.0322087	0.0331199	0.0252229	0.00983628	0.00352791	0.00414411	0.00204636	0.00241008	0.00368237	0.00315784	0.0042887	0.00516655	0.00613549	0.013718	0.0193577	0.0168816	0.0239397	0.0206631	0.00750084	0.0126309	0.00920981	0.00721637	0.00591907
ne	0.0183967	0.00910586	0.00828593	0.00518049	0.00705757	0.0100193	0.0126576	0.0184183	0.0175726	0.0307165	0.0247595	0.0202349	0.0297016	0.0267449	0.0276479	0.0357983	0.0500099	0.0528791	0.0233166	0.0317495	0.0340681	0.0314669	0.0219609	0.0400372	0.0273832	0.026125	0.0404119	0.039179	0.0495314	0.0254977	0.0234791	0.008076	0.00792636	0.00299304	0.00176035	0.00257781	0.00283606	0.00442579	0.00352454	0.00235779	0.00729888	0.00881127	0.010809	0.0169622	0.0156827	0.0113967	0.0130864	0.0157572	0.0209767	0.0233473
bouges	0.0215129	0.0110645	0.00499108	0.00209066	0.0049265	0.00638385	0.0109687	0.0117429	0.0110282	0.0145225	0.0109957	0.00641622	0.012566	0.00858661	0.0181828	0.0191083	0.020145	0.0144061	0.0124026	0.0168023	0.0137929	0.0121644	0.0175329	0.0242719	0.0208427	0.0184632	0.0222506	0.0188703	0.0254901	0.0370295	0.0439356	0.028948	0.0246572	0.0219959	0.0253514	0.0253929	0.031594	0.040614	0.0418004	0.0234987	0.0102603	0.014453	0.0165634	0.0146579	0.0242753	0.0364365	0.0326808	0.0298542	0.0266322	0.0368463
pas	0.0432393	0.0309178	0.0173235	0.00948707	0.0108402	0.0107638	0.0104006	0.00807321	0.00497802	0.0069183	0.00550022	0.00559581	0.00726113	0.00433001	0.00760532	0.00553921	0.00662924	0.00766548	0.0144112	0.0063127	0.00625279	0.00646849	0.0101812	0.00777608	0.00778963	0.00700297	0.00863921	0.00752868	0.0111229	0.0245883	0.0379456	0.0371147	0.0349052	0.0271822	0.0255486	0.0226804	0.0196936	0.0237036	0.0236124	0.01469	0.0148637	0.0184919	0.0276569	0.0345122	0.0286174	0.0582013	0.0452488	0.0664052	0.0588856	0.0588984
je	0.0304602	0.0228655	0.0229685	0.0227421	0.0176749	0.0182208	0.014762	0.0115149	0.00851692	0.00810077	0.0133481	0.0116999	0.00996446	0.00888135	0.0112301	0.00995982	0.00997644	0.0139189	0.0166876	0.0132319	0.00748445	0.0081826	0.00757247	0.00669217	0.00764429	0.0072769	0.00745263	0.00727509	0.00808202	0.00759683	0.010744	0.014423	0.016146	0.0186812	0.0275803	0.0359749	0.0276356	0.0253051	0.0310414	0.0327703	0.0458882	0.0357245	0.0388466	0.0403135	0.0343259	0.0314333	0.0399572	0.0372134	0.0395969	0.0444141
ne	0.0329515	0.0235223	0.017089	0.00736965	0.00782424	0.00834434	0.0100622	0.00682133	0.00675065	0.0062183	0.00727094	0.0069422	0.00759923	0.0066952	0.00702987	0.0092488	0.00850101	0.0123249	0.0129547	0.0146292	0.00990335	0.0130307	0.0128887	0.0141428	0.0212555	0.0186264	0.0183293	0.0137206	0.0150723	0.0116758	0.0100538	0.0125315	0.0109673	0.0183019	0.0300676	0.0353283	0.0318005	0.0338922	0.0475244	0.0381993	0.0349311	0.0262135	0.0283497	0.0270535	0.0298327	0.0222339	0.0401811	0.0385976	0.0495078	0.0656369
te	0.0229981	0.0205069	0.0238421	0.0146205	0.017454	0.0154702	0.01831	0.00950314	0.00867286	0.00783578	0.00778283	0.00798503	0.0111854	0.0102524	0.015295	0.0169038	0.0129172	0.0240406	0.0194871	0.0207816	0.0141489	0.0162847	0.0168297	0.019593	0.025814	0.0228865	0.0216628	0.0155497	0.0202487	0.0138452	0.0121308	0.015817	0.0160368	0.0149511	0.024436	0.0239499	0.025299	0.0308218	0.040354	0.0211815	0.0192562	0.0160113	0.0193816	0.0207478	0.0208084	0.0153249	0.0337929	0.0330985	0.0423475	0.0615454
ferai	0.0352162	0.0518462	0.0384954	0.0335073	0.0358079	0.0404587	0.030767	0.0161813	0.0150458	0.0100305	0.0114508	0.0162166	0.0232099	0.0154521	0.0278512	0.0251718	0.0159096	0.0326086	0.0396876	0.0322063	0.016808	0.018264	0.0141747	0.0134711	0.0137054	0.0129806	0.0119966	0.00845147	0.0127661	0.00825851	0.00950747	0.0127811	0.0132904	0.0125163	0.0185717	0.017223	0.015201	0.0191839	0.0215528	0.014916	0.0127966	0.00928086	0.0094352	0.00970946	0.00940279	0.00701077	0.0139898	0.018183	0.0226745	0.0547759
pas	0.0309401	0.0398619	0.0370923	0.0299828	0.0356113	0.0390835	0.0352806	0.013865	0.0161456	0.00969695	0.0112415	0.0133433	0.0196529	0.0193052	0.0211909	0.0237577	0.0194284	0.020189	0.0254026	0.0223011	0.0151536	0.0132127	0.0115734	0.0134945	0.0186852	0.0192787	0.0109555	0.00979804	0.0113657	0.00523034	0.0050302	0.0052022	0.0052305	0.00295148	0.00566632	0.00535912	0.00577771	0.0131134	0.0188234	0.0129725	0.0114438	0.0162247	0.0147074	0.0157579	0.0195555	0.0108886	0.0315822	0.0414719	0.050746	0.0953748
de	0.0275305	0.037026	0.0214399	0.0183109	0.0375132	0.060486	0.0433128	0.0131975	0.0159027	0.0192361	0.00981354	0.0139047	0.016869	0.0160015	0.0166056	0.0173715	0.0152792	0.0255039	0.0303061	0.0292608	0.0184116	0.0174016	0.0157778	0.0186546	0.0203577	0.0205145	0.0141701	0.0113813	0.0131745	0.00597143	0.00536543	0.00773697	0.00692073	0.00496406	0.00871737	0.00963302	0.00731502	0.0138469	0.0177838	0.0143123	0.0148935	0.0168633	0.0120956	0.013475	0.0131716	0.00783145	0.0220882	0.0281698	0.0333718	0.100758
mal	0.0149451	0.0128951	0.0106415	0.00518613	0.0187218	0.0166488	0.0181842	0.00916176	0.0103805	0.0114257	0.00531687	0.00457015	0.00473192	0.00431492	0.0046543	0.00698607	0.00822964	0.00861274	0.00398928	0.00894582	0.00572508	0.00380125	0.00528832	0.00812619	0.0083517	0.00821028	0.00486198	0.00529111	0.00509421	0.00510071	0.00375376	0.00357737	0.0046096	0.00371117	0.00337062	0.00414544	0.00452851	0.00844459	0.0109466	0.0157135	0.0449874	0.0556761	0.0420407	0.041023	0.0652533	0.0392809	0.0966237	0.0659056	0.0970635	0.140952
