 	a87	a10	a87	a99	a20	a73	a69	a4	a93	a13	a99	a38	a70	a62	a12	a70	a62	a47	a34	a25	a56	a4	a90	a56	a75	a56	a25	a4	a93	a13	a57	a4	a13	a3	a10	a87	a23	a99	a97	</S>
ils	0.0229701	0.0431422	0.0467655	0.035945	0.0736213	0.120824	0.110995	0.0596829	0.0328574	0.0363731	0.0350642	0.0295558	0.0206444	0.0179351	0.0159611	0.00852979	0.00934032	0.00731655	0.00753225	0.00880364	0.0137803	0.0214092	0.0103226	0.00485578	0.00697102	0.00774499	0.00350586	0.00760391	0.00452989	0.0114846	0.016969	0.0266631	0.0185929	0.0211333	0.0164237	0.0118414	0.0134139	0.018286	0.00829859	0.0123104
viennent	0.0170715	0.0312324	0.0286934	0.012657	0.0174753	0.0176524	0.0263206	0.0199741	0.0299893	0.0163792	0.0152538	0.0119822	0.0162283	0.0324574	0.0304095	0.0320823	0.0196423	0.0176907	0.0197896	0.0129266	0.018037	0.014998	0.0197478	0.0190233	0.0196883	0.0216588	0.03014	0.0335169	0.053041	0.0458891	0.0432109	0.0225616	0.0305055	0.0275312	0.0249406	0.0262058	0.0389094	0.0262243	0.0363702	0.0218925
d'	0.0460324	0.0318637	0.0178483	0.00558441	0.00810742	0.00343639	0.00403437	0.00493794	0.00717282	0.00831185	0.0104579	0.0108669	0.0138744	0.0133874	0.00916437	0.0122125	0.0110078	0.0106961	0.0157215	0.0165452	0.0187017	0.0172776	0.0211953	0.0278893	0.0299401	0.0299932	0.0340922	0.0151717	0.0150682	0.0105353	0.017268	0.0115453	0.0267378	0.0233593	0.0410136	0.058318	0.0782707	0.043752	0.105076	0.113531
enterrer	0.0394808	0.0130047	0.00651621	0.00354444	0.00349949	0.00117199	0.00199202	0.0043488	0.0229392	0.023052	0.0316961	0.0433749	0.0479909	0.0496678	0.0393944	0.06033	0.0616286	0.0549908	0.0572343	0.0449089	0.0455643	0.0311532	0.0261036	0.024629	0.0157847	0.0190638	0.0152751	0.00762186	0.00935582	0.00881469	0.0124365	0.012209	0.0192159	0.0150416	0.0174769	0.0204779	0.0267247	0.0123927	0.015044	0.0348485
la	0.0475903	0.0208823	0.0127907	0.00923044	0.0123236	0.00425871	0.0038126	0.00724625	0.0187199	0.0194776	0.0182949	0.0282977	0.0275723	0.0209539	0.0142678	0.0166596	0.0206101	0.0197117	0.0222834	0.0188037	0.0194177	0.0188248	0.0111442	0.0155937	0.00912712	0.0200783	0.0177945	0.0377769	0.0383246	0.0536652	0.0719493	0.0516788	0.060379	0.0322104	0.0390869	0.0292451	0.0400495	0.0280167	0.0252814	0.0165683
dépouille	0.0200403	0.0122619	0.00534103	0.00597073	0.00798148	0.00651062	0.0106348	0.0360459	0.0383054	0.0659173	0.0639331	0.0542287	0.0605835	0.0235959	0.0237388	0.0140574	0.0113323	0.010914	0.0120959	0.00950162	0.0136981	0.0156945	0.0109633	0.0129234	0.0170285	0.0256539	0.0248844	0.0388589	0.045318	0.055908	0.0650589	0.0415436	0.0325552	0.0182028	0.0235472	0.0255657	0.0128831	0.0103127	0.00711395	0.00929511
de	0.0628098	0.0452357	0.0292204	0.00781315	0.0102655	0.00612096	0.00697583	0.0148239	0.0398341	0.0246467	0.0204799	0.0273386	0.0413826	0.0150349	0.0347226	0.0355215	0.0235035	0.0112184	0.010866	0.0152998	0.00999564	0.0117954	0.00675433	0.0089755	0.00871789	0.0168273	0.00675146	0.0114555	0.00683846	0.0098982	0.0121005	0.00916039	0.0288494	0.0391707	0.0483433	0.0551362	0.0476846	0.0520936	0.0513398	0.074998
leur	0.0381795	0.00969228	0.00512389	0.00225235	0.00301192	0.00136406	0.00159243	0.0021761	0.00448009	0.00455799	0.00796474	0.0110964	0.0165928	0.0112999	0.0199244	0.018496	0.0177356	0.0138188	0.0170019	0.0182968	0.0194139	0.0246137	0.0157557	0.0149595	0.0163856	0.0254849	0.0111155	0.0174755	0.0120056	0.0182122	0.0253948	0.0441148	0.0578757	0.0733483	0.053645	0.0762514	0.0680398	0.0575938	0.0679025	0.0757538
oncle	0.0285444	0.0209387	0.0201678	0.0100079	0.0129661	0.00468325	0.0060818	0.00428425	0.00872223	0.00839293	0.0110979	0.0177914	0.0191164	0.00962276	0.018429	0.0220289	0.0232825	0.022624	0.0223421	0.0258799	0.0255531	0.0325365	0.0211708	0.0248599	0.0230459	0.0329681	0.0198661	0.0170945	0.0150589	0.0129999	0.018792	0.0332147	0.0467406	0.0420557	0.0360297	0.0469642	0.0504164	0.0520919	0.0599645	0.0715725
au	0.0377632	0.0233996	0.0156207	0.00758416	0.00697723	0.00259108	0.00271113	0.00465853	0.0123265	0.0112943	0.01353	0.0165134	0.0222675	0.00953677	0.0214244	0.021733	0.0179483	0.0152181	0.0152475	0.0143832	0.0155252	0.0166778	0.00897355	0.0144748	0.00974665	0.0181096	0.0124053	0.0120833	0.0117007	0.00880469	0.0129486	0.0254659	0.0504711	0.0649973	0.0503316	0.0730229	0.0790613	0.0601663	0.0705169	0.091788
