 	a87	a57	a87	a23	a79	a20	a94	a41	a32	a75	a41	a26	a24	a21	a85	a14	a73	a69	a20	a69	a20	a73	a84	a57	a87	a23	a79	a69	a57	a53	a76	a73	a41	a14	a73	a84	a76	a94	a32	a54	a76	a69	a84	a87	</S>
il	0.0297045	0.0435192	0.0425811	0.0402025	0.0666001	0.0393807	0.0329722	0.0327991	0.0344153	0.0288802	0.0528196	0.0440089	0.0711685	0.0279484	0.026673	0.0150846	0.0118502	0.00739394	0.00594109	0.00625199	0.00612602	0.0046855	0.0053066	0.00425791	0.00477233	0.00640827	0.00434608	0.00507949	0.00627965	0.00706337	0.00730045	0.00726807	0.00958786	0.0107159	0.0193254	0.0165313	0.0318461	0.0224322	0.0162095	0.0108132	0.0188674	0.0232666	0.0346607	0.0181182	0.038537
tomba	0.00322568	0.00510043	0.00503477	0.00555388	0.00508399	0.00914386	0.0212001	0.0270341	0.019116	0.0397721	0.0537154	0.0620093	0.0448913	0.0519688	0.0704201	0.0604439	0.0399952	0.0393674	0.0372801	0.0256565	0.0378565	0.0308993	0.0279095	0.0332396	0.0223472	0.0144191	0.00622177	0.00335071	0.00448195	0.00378629	0.00382208	0.00310108	0.00449896	0.00544356	0.00523423	0.00900743	0.0103871	0.011108	0.0195904	0.0155023	0.0196845	0.0248841	0.0171813	0.0232324	0.0167976
aveugle	0.00731421	0.0060425	0.00596794	0.00440725	0.00274339	0.00223154	0.00419166	0.0146042	0.0128888	0.0220727	0.0291092	0.0256034	0.0458826	0.0315757	0.0374383	0.029942	0.0256413	0.0236224	0.0260481	0.0199897	0.0167632	0.0175119	0.0181939	0.0210338	0.0189394	0.0181842	0.0143271	0.0116746	0.0103115	0.00866726	0.0130763	0.00859758	0.00910859	0.0118279	0.0145041	0.0126673	0.0211121	0.0338829	0.0491935	0.0332908	0.0429601	0.0411897	0.0522299	0.0594443	0.0639914
à	0.0168929	0.0275175	0.0506933	0.030111	0.0151473	0.0172439	0.0176779	0.0187232	0.0182	0.0183503	0.022273	0.0203734	0.0188718	0.0269988	0.0411279	0.0327857	0.0201842	0.0217808	0.0252556	0.0155734	0.028047	0.0271933	0.0245409	0.0277118	0.0266962	0.0210303	0.0171772	0.0205126	0.0208214	0.031123	0.0305252	0.035608	0.0352554	0.0288304	0.0128273	0.0113017	0.00651829	0.00852476	0.0116402	0.00905534	0.0107459	0.0137303	0.0171817	0.0184709	0.0291487
la	0.0242954	0.00947158	0.00841376	0.00562571	0.00451908	0.00343387	0.00423406	0.00639904	0.00667192	0.00692063	0.00905099	0.0144634	0.0152783	0.0222219	0.0348601	0.0553089	0.0392445	0.0413024	0.0284788	0.0229703	0.0242228	0.0550176	0.0412372	0.0668464	0.0394154	0.0333927	0.0250121	0.0200077	0.0224836	0.0192793	0.0236632	0.0237646	0.0196356	0.0167709	0.0165381	0.0122349	0.0167824	0.0175093	0.018456	0.0177086	0.0204951	0.0234772	0.0228876	0.0240029	0.0159941
suite	0.00793446	0.00480698	0.00521065	0.00604246	0.00313957	0.00287488	0.0052158	0.00650257	0.00900871	0.0120864	0.0154466	0.0166748	0.0263649	0.0344279	0.0215789	0.0777943	0.0597869	0.0369352	0.0192604	0.0361927	0.0387362	0.0553974	0.049375	0.0918894	0.0634193	0.0486836	0.0387501	0.0371535	0.0215024	0.0226466	0.0204066	0.0251236	0.0183889	0.0142005	0.0117263	0.0073528	0.00548121	0.00428721	0.00268817	0.00200735	0.00298784	0.0023613	0.00316533	0.00224026	0.00274423
de	0.0644701	0.0384991	0.0159035	0.00645415	0.00708903	0.0024509	0.00753549	0.00816467	0.00995948	0.00950026	0.0111216	0.0153491	0.00691028	0.00586324	0.00687069	0.0162508	0.0176451	0.0146259	0.0117976	0.0163821	0.0137705	0.024994	0.0199907	0.0374829	0.0274699	0.0130708	0.009132	0.00353896	0.00802786	0.00472331	0.00603819	0.00950394	0.00653855	0.00809768	0.0175713	0.00863774	0.0214133	0.0189077	0.0168044	0.0378545	0.0647532	0.0781469	0.0755468	0.0960749	0.0790672
sa	0.0293475	0.0134309	0.00382103	0.00109489	0.00112193	0.000678032	0.00237403	0.00321327	0.00430301	0.00564857	0.00775559	0.0108498	0.00664364	0.0120232	0.0104122	0.017619	0.0203833	0.0215705	0.0157118	0.032158	0.0458461	0.0399682	0.0333603	0.051409	0.0529714	0.0529558	0.0333943	0.0224001	0.0254717	0.0217059	0.0242023	0.022454	0.0250567	0.0216754	0.0379248	0.0223311	0.0300264	0.028479	0.0212876	0.032705	0.0329771	0.0291058	0.0262023	0.029992	0.0159374
blessure	0.0160897	0.011423	0.0092046	0.00337539	0.00489148	0.0024946	0.00238704	0.00197946	0.00247753	0.00281792	0.00395733	0.00546177	0.00488585	0.00658851	0.00833628	0.0113961	0.0110395	0.0128996	0.016546	0.0318438	0.0392507	0.037935	0.0293449	0.0632727	0.0553985	0.0663254	0.0275738	0.0122118	0.0241794	0.0167609	0.0166037	0.0153253	0.0202045	0.0398264	0.0712927	0.0358053	0.0362148	0.0332735	0.0270153	0.0304715	0.0311534	0.0255204	0.0249855	0.0234551	0.0265041
</S>	0.0226349	0.0153515	0.0121479	0.00308748	0.00595888	0.00170791	0.00596273	0.00691643	0.00906025	0.0135397	0.0163554	0.0231336	0.0165699	0.0167687	0.0246236	0.0199486	0.0270986	0.0154272	0.0215599	0.0217524	0.0200243	0.0328889	0.0226216	0.0355179	0.0272811	0.0157555	0.00691661	0.00417617	0.00873511	0.00663273	0.00750013	0.0100844	0.0101468	0.0175385	0.0245189	0.0241269	0.0289981	0.0416389	0.0490247	0.0488815	0.0507703	0.0557195	0.0521018	0.0581552	0.0406392
