 	a66	a87	a10	a97	a23	a50	a0	a75	a85	a79	a37	a98	a0	a56	a61	a21	a43	a75	a79	a37	a93	a94	a70	a0	a11	a54	a47	a36	a6	a37	a66	a38	a15	a7	a84	a57	a97	a99	a97	a87	</S>
aujourd'	0.0429909	0.0355881	0.0357951	0.0247995	0.0335662	0.031893	0.0813255	0.0782205	0.0700347	0.0880876	0.0414224	0.0421273	0.0200702	0.0143374	0.00928688	0.00934466	0.0117419	0.0102682	0.00997831	0.0106189	0.0151984	0.0097537	0.0111832	0.0113851	0.0133308	0.0155202	0.0100862	0.0125827	0.0117571	0.0132457	0.0110655	0.0225162	0.0196788	0.0132886	0.0153094	0.0204224	0.0144733	0.014361	0.0161111	0.00799538	0.0192378
hui	0.00287859	0.00332763	0.00455166	0.00429063	0.00475146	0.00835045	0.0230287	0.0273675	0.0225603	0.0488363	0.101254	0.079148	0.0559862	0.089031	0.0352175	0.0443544	0.0394652	0.0563869	0.0531188	0.0615716	0.0354074	0.0488724	0.030528	0.0355474	0.0246328	0.022938	0.00842757	0.00480792	0.00243446	0.00364365	0.0022557	0.00259741	0.00276281	0.00109151	0.00129215	0.00101351	0.000962541	0.000895911	0.00129374	0.00147242	0.00164589
ma	0.0515284	0.029969	0.0301556	0.0181908	0.025023	0.0302527	0.0293747	0.0348473	0.040128	0.0423128	0.0440421	0.0456927	0.0267781	0.0217604	0.0811273	0.0536447	0.03187	0.0252639	0.00779352	0.0192134	0.018954	0.0143099	0.00892919	0.00815227	0.00526975	0.00194862	0.00317501	0.00492249	0.0091976	0.008228	0.010083	0.0101783	0.0101225	0.011174	0.00995837	0.0165065	0.0201082	0.0263047	0.0219044	0.0439753	0.0476293
femme	0.114191	0.0492345	0.0396425	0.0253058	0.0204175	0.0162994	0.0161893	0.0194207	0.031498	0.0195012	0.0310667	0.0202199	0.0217544	0.0312497	0.0480387	0.0562359	0.0427835	0.0316745	0.0224534	0.0292025	0.0244476	0.0333822	0.0357097	0.0280659	0.0312171	0.0193283	0.0164778	0.0114816	0.00764737	0.00777816	0.00551337	0.0105151	0.00686047	0.00604743	0.0043584	0.00592794	0.008607	0.00645468	0.0157665	0.0102726	0.0177622
et	0.0455694	0.0319577	0.0441025	0.0543681	0.0498947	0.026	0.0205251	0.0181793	0.0249027	0.0164224	0.0246369	0.0205401	0.0248571	0.0500495	0.0427875	0.0369397	0.0329378	0.0347871	0.0287243	0.0232298	0.0204985	0.0236449	0.0232566	0.0203256	0.0255606	0.0380145	0.0240466	0.0116705	0.00897284	0.0152145	0.01112	0.0232483	0.0111864	0.00782642	0.00567546	0.00918712	0.00929684	0.0113658	0.0125236	0.0123088	0.0236448
moi	0.0588264	0.0352719	0.0469433	0.0395052	0.0347175	0.0253081	0.0238456	0.0180299	0.0308073	0.0190883	0.0240201	0.0232454	0.0262045	0.0205687	0.0466103	0.0279185	0.03111	0.0264081	0.0274996	0.0188915	0.0248691	0.031099	0.0187507	0.0103475	0.00862549	0.0110281	0.0135334	0.0171044	0.0186517	0.0151327	0.0156955	0.0190495	0.0192667	0.0213912	0.0166626	0.0165751	0.0169133	0.0243167	0.0180273	0.0216603	0.0364796
allons	0.0550551	0.0271204	0.0305277	0.0245156	0.0236155	0.0169781	0.0137061	0.0108193	0.0166076	0.013992	0.0156375	0.0221221	0.0173186	0.00806915	0.0200657	0.0153622	0.0170996	0.0141979	0.017784	0.0171832	0.0234835	0.0208848	0.016438	0.0121419	0.0134664	0.0125913	0.0176689	0.0196066	0.024349	0.0229575	0.0252542	0.0286549	0.0256791	0.0240922	0.0243191	0.0362419	0.034511	0.0620579	0.0349009	0.0628964	0.0600272
comparaître	0.0519651	0.0295888	0.0324582	0.0279325	0.0240209	0.0214919	0.015516	0.0136093	0.0200674	0.0196522	0.0177275	0.0177474	0.0177776	0.012058	0.0217138	0.016571	0.0163994	0.0127879	0.0209833	0.0183532	0.0216099	0.0154397	0.0215918	0.0162461	0.0172459	0.0178048	0.0163764	0.0191836	0.0332583	0.0440916	0.0254132	0.0350783	0.0334583	0.0256649	0.0207783	0.0297352	0.0255185	0.0402884	0.0426075	0.0438795	0.0263085
devant	0.0432967	0.0316355	0.0366266	0.03326	0.0295751	0.0287253	0.0361115	0.0327058	0.0410689	0.0348108	0.0283808	0.0217583	0.0202304	0.0316288	0.0249922	0.0243659	0.0288645	0.0248918	0.0199311	0.0176469	0.0201069	0.0129245	0.0123609	0.0131655	0.0167488	0.013639	0.00874841	0.0102385	0.0231822	0.0465442	0.0228958	0.0336232	0.0246181	0.0206538	0.018431	0.0158567	0.0132371	0.0152285	0.021013	0.0220429	0.0242343
les	0.0308446	0.0203002	0.0283885	0.03072	0.0306919	0.0251591	0.0377282	0.0261102	0.039751	0.0324832	0.0326701	0.0208055	0.0257976	0.027119	0.0256708	0.0269597	0.0280263	0.030236	0.0362882	0.0326731	0.0282298	0.0241749	0.0264139	0.0230234	0.0268887	0.0197441	0.017725	0.0159739	0.0177374	0.0330708	0.0123957	0.0281039	0.022402	0.0173277	0.0159758	0.019258	0.00674943	0.0119859	0.0138556	0.0164983	0.0140422
