 	a66	a87	a23	a35	a76	a85	a36	a85	a5	a43	a11	a0	a31	a0	a75	a85	a47	a36	a98	a15	a98	a85	a47	a36	a15	a7	a84	a57	a87	a23	a87	</S>
selon	0.0384688	0.0758533	0.0405679	0.0469468	0.04373	0.0480687	0.0400935	0.0450107	0.0431582	0.0261991	0.0292752	0.0320676	0.0293464	0.0594168	0.0495053	0.0465627	0.0396619	0.0331607	0.0233806	0.0153051	0.0138796	0.0155948	0.0229946	0.0117878	0.0179193	0.00900176	0.0130523	0.0112768	0.00779476	0.0110571	0.0197599	0.040102
moi	0.012192	0.00936445	0.0146642	0.0238166	0.0362824	0.0543539	0.050914	0.0255585	0.0152266	0.00766342	0.013068	0.0150005	0.0175769	0.0443771	0.0503272	0.0280585	0.0599594	0.0497563	0.050501	0.039135	0.0413212	0.0309494	0.0244142	0.00949554	0.0229003	0.0135153	0.0196604	0.0116579	0.0122635	0.0328734	0.129447	0.0337061
nous	0.0566569	0.0238814	0.0250396	0.022044	0.0173737	0.0223325	0.0367672	0.038069	0.0400864	0.0312944	0.0351718	0.0423199	0.0285002	0.0202295	0.0164902	0.0206626	0.0245557	0.0173536	0.0327355	0.0275214	0.0310905	0.0163905	0.026147	0.00793629	0.0194567	0.0146549	0.0382269	0.0253071	0.0262191	0.0546203	0.0754574	0.0854078
devrions	0.0522854	0.0409196	0.0227632	0.0119816	0.00789948	0.00650109	0.0117434	0.0312435	0.0523653	0.0581408	0.031536	0.0244482	0.0278323	0.0233983	0.0206247	0.0209958	0.02395	0.0246258	0.022321	0.0224015	0.0130853	0.0106467	0.0144939	0.0287291	0.0212149	0.0449734	0.0392359	0.0447244	0.0732547	0.0500158	0.0475189	0.0741299
finir	0.0530954	0.0387061	0.028583	0.0157049	0.0192712	0.0147956	0.0172958	0.0269019	0.0302285	0.0235395	0.038555	0.0393614	0.0224682	0.0241356	0.0285019	0.0238183	0.0281277	0.0425706	0.0354644	0.0220589	0.0204466	0.0184794	0.0240433	0.0416953	0.0285701	0.031656	0.0305165	0.029013	0.0411331	0.0367609	0.031234	0.0932674
le	0.0271417	0.0117537	0.0220271	0.027727	0.0391551	0.0437118	0.05046	0.0604147	0.0355184	0.0246975	0.0215367	0.0267351	0.0156771	0.0197824	0.0255372	0.0236563	0.0303647	0.0389608	0.0442911	0.0306688	0.030274	0.027077	0.0237141	0.0197536	0.0264359	0.0246072	0.0329957	0.0469847	0.0335564	0.0529305	0.0351636	0.02669
travail	0.0466956	0.0180625	0.0180047	0.00854391	0.0059237	0.00625333	0.0072909	0.0133658	0.0316086	0.023485	0.0132736	0.0129346	0.0202871	0.0142468	0.0167852	0.0258188	0.0356115	0.0276883	0.0380157	0.0240283	0.028565	0.0391766	0.0275869	0.060214	0.0379052	0.0557056	0.0728799	0.0642748	0.0526527	0.062003	0.0522105	0.0389019
aujourd'	0.142251	0.0859714	0.0803252	0.0390185	0.0232876	0.0159779	0.0248468	0.0337425	0.0468264	0.0230211	0.0186606	0.0261016	0.0221125	0.0318851	0.0286462	0.0383595	0.0471469	0.0244235	0.0277124	0.0314526	0.0215078	0.0197994	0.0100719	0.012409	0.0127992	0.00867754	0.00776377	0.0111686	0.0126438	0.0117284	0.0306638	0.0289978
hui	0.0638457	0.0235927	0.0235371	0.0235219	0.0136728	0.0134406	0.0135527	0.0170291	0.0282798	0.0297246	0.0325748	0.0331278	0.0240929	0.0377403	0.0343352	0.0360353	0.041224	0.024756	0.0343807	0.0382587	0.0345152	0.0264506	0.0300855	0.0249836	0.0441787	0.0185803	0.021071	0.0220714	0.0192095	0.0229887	0.0629175	0.0862255
même	0.0974143	0.0380724	0.034963	0.0246034	0.0119879	0.00891128	0.016733	0.0250335	0.0363339	0.0314789	0.0271515	0.0378578	0.0284017	0.0406253	0.0325369	0.0273069	0.0297569	0.0206828	0.024669	0.0253957	0.0383383	0.0132285	0.00722688	0.008361	0.0222252	0.0166246	0.0275817	0.0204208	0.0223275	0.0245234	0.0900954	0.0891305
</S>	0.0456866	0.0277664	0.0222662	0.0180405	0.0137631	0.0104758	0.0206899	0.0234637	0.0265278	0.021071	0.0182737	0.0329942	0.026741	0.0534867	0.0399227	0.0330309	0.028276	0.0191457	0.033973	0.028302	0.0579116	0.0259326	0.024839	0.0107954	0.0301167	0.0166608	0.0244804	0.0200416	0.0208145	0.0380543	0.116428	0.0700283
