 	a85	a66	a87	a23	a87	a23	a83	a96	a44	a98	a85	a47	a79	a92	a47	a79	a44	a90	a56	a90	a94	a98	a47	a92	a37	a26	a3	a10	a87	a23	a87	a23	</S>
le	0.0590935	0.058923	0.0165262	0.031528	0.022789	0.01635	0.0285764	0.0207012	0.0286204	0.0403752	0.0464764	0.0330651	0.0364715	0.0431557	0.0412377	0.0284844	0.0209441	0.0273105	0.023662	0.0164029	0.0118974	0.011619	0.0302179	0.0336777	0.0233909	0.027286	0.0281224	0.0263489	0.0250199	0.0299739	0.0329685	0.02765	0.0511343
voleur	0.0016836	0.00406894	0.00252226	0.00266873	0.00518592	0.0147986	0.0224637	0.0610713	0.0805531	0.109673	0.132417	0.14267	0.161863	0.066478	0.0299903	0.0146922	0.00404451	0.0143673	0.0139369	0.0181125	0.0154919	0.0108231	0.0157309	0.00915338	0.00342331	0.0015013	0.00329167	0.00248569	0.00270424	0.00485158	0.00611285	0.0119377	0.00923104
a	0.0404062	0.0220042	0.0304512	0.0239591	0.0189356	0.0286449	0.0286404	0.022978	0.032868	0.0542943	0.0450586	0.0692044	0.0576608	0.0442475	0.0310656	0.029582	0.0148269	0.0209921	0.00775171	0.010071	0.0216134	0.0192953	0.0431476	0.0350151	0.0129923	0.0135704	0.0313002	0.0201243	0.0156806	0.0277556	0.0304184	0.0648368	0.0306075
traversé	0.0304222	0.0209924	0.022648	0.0117726	0.00959074	0.0114495	0.0119423	0.0165874	0.0212086	0.0253727	0.0480317	0.0591395	0.112757	0.095613	0.0603024	0.046785	0.0326559	0.0342998	0.0240426	0.0484635	0.0235797	0.0170431	0.0163269	0.0180646	0.0126769	0.0179151	0.0189461	0.018785	0.0195319	0.0175111	0.0161715	0.0193929	0.039978
cette	0.0606842	0.0705552	0.061723	0.0338143	0.0325877	0.0324772	0.0484922	0.0576688	0.0483823	0.032071	0.0298192	0.0585038	0.060753	0.0779287	0.051963	0.0303356	0.0270286	0.0188801	0.0113487	0.0116376	0.0101874	0.0102428	0.011943	0.0113693	0.0106852	0.0136211	0.0122542	0.0125754	0.0102129	0.00688394	0.00819711	0.0104316	0.0147419
plaine	0.0253046	0.014109	0.0165411	0.0167955	0.0220308	0.0292221	0.0302053	0.0300649	0.0242124	0.0233765	0.0169953	0.0202977	0.0117856	0.0196153	0.0283318	0.0355267	0.046281	0.0669157	0.0442575	0.0748936	0.0549468	0.0270682	0.0376117	0.0317098	0.0409227	0.0401819	0.0435256	0.0319607	0.01682	0.0208034	0.0213868	0.0143886	0.0219114
à	0.0617691	0.0385494	0.0424507	0.0308688	0.0266561	0.0325885	0.0336743	0.0254848	0.0239294	0.0192426	0.0121831	0.0196576	0.0159356	0.0224033	0.0236243	0.0272827	0.0292538	0.0169135	0.0172319	0.0157864	0.0164129	0.0154212	0.0247575	0.0320764	0.02837	0.0417428	0.0389438	0.0418602	0.0325525	0.0582479	0.0401462	0.0494925	0.0444902
vive	0.0604969	0.0319688	0.0307668	0.0230444	0.0211713	0.0177404	0.0276567	0.0183957	0.0182187	0.0139174	0.00833506	0.0118288	0.0101079	0.0166806	0.0156152	0.0174827	0.024357	0.0282865	0.0276764	0.0320741	0.0347636	0.0216949	0.0310117	0.0268785	0.0280852	0.0394701	0.0427768	0.0444627	0.044165	0.0565413	0.0391669	0.055479	0.079683
allure	0.0241405	0.0199913	0.0128416	0.0131674	0.0148524	0.00932992	0.0107762	0.00855217	0.0102515	0.00891768	0.00779873	0.0137396	0.014382	0.0252722	0.0459106	0.0544233	0.0496398	0.0725207	0.0638424	0.0832324	0.0542019	0.0225592	0.0351871	0.0285869	0.0175577	0.017778	0.0336298	0.0233402	0.026235	0.041451	0.0410451	0.0549875	0.039858
</S>	0.0652174	0.0414758	0.0160656	0.0287293	0.0193737	0.00949378	0.020315	0.0124188	0.0178183	0.0136415	0.0109713	0.0116897	0.00829593	0.00950952	0.00906434	0.0117943	0.0101572	0.00894143	0.00852336	0.00638956	0.00636885	0.00459807	0.0121019	0.0303066	0.0311005	0.0505477	0.0543996	0.0602868	0.0546409	0.0838994	0.0755408	0.0681346	0.128188
