 	a15	a66	a87	a23	a40	a44	a4	a93	a54	a85	a6	a61	a43	a11	a90	a93	a4	a13	a34	a21	a12	a94	a13	a57	a3	a87	a23	a13	a98	a6	a37	a93	a96	a90	a94	a15	a7	a40	a36	a26	a57	a87	</S>
il	0.0247412	0.039522	0.0396557	0.0429823	0.0507218	0.0680746	0.0503048	0.0491826	0.0604719	0.0509006	0.0302702	0.0203446	0.0245163	0.0347146	0.0290181	0.0244934	0.0223001	0.0156614	0.0118256	0.0122951	0.0100035	0.0111778	0.0104346	0.0111412	0.0116954	0.0142332	0.011817	0.0224192	0.0185327	0.0179967	0.0181988	0.0250547	0.0132576	0.008568	0.00741597	0.00671155	0.00621302	0.00988053	0.00838337	0.0129045	0.0135211	0.00639923	0.0220434
y	0.02023	0.0157008	0.01619	0.0192059	0.0235856	0.0491149	0.0314175	0.030263	0.0343987	0.0255174	0.0258458	0.0208315	0.0237068	0.0170906	0.0184626	0.0262163	0.0254671	0.015824	0.00971314	0.0131379	0.0174327	0.0202771	0.0360304	0.0452604	0.0360619	0.0254195	0.0166025	0.00869864	0.00821179	0.0120146	0.00690153	0.00770054	0.0100524	0.0160455	0.0258624	0.0320459	0.0245117	0.0207907	0.0258782	0.0245344	0.0387314	0.042729	0.0362872
a	0.0336526	0.01934	0.0174802	0.0067773	0.00828058	0.00823401	0.00761561	0.00899542	0.0255466	0.0280173	0.0216883	0.0178038	0.0167303	0.0146398	0.0135764	0.0346384	0.0489627	0.0190645	0.0204448	0.0232394	0.0253495	0.0270376	0.0320409	0.0302642	0.0250169	0.0223548	0.00859221	0.0103813	0.00641934	0.00703784	0.00585905	0.00655949	0.0148331	0.00743097	0.017259	0.0242237	0.0340252	0.0462508	0.0541585	0.0537175	0.056659	0.0441663	0.0456348
des	0.0281182	0.0218272	0.0150171	0.00906596	0.00652992	0.00669863	0.00625678	0.00928197	0.00491331	0.00989368	0.0167768	0.0125243	0.00916545	0.0148618	0.0205675	0.021443	0.0155711	0.0184569	0.0205617	0.0208503	0.0177212	0.0222228	0.0224141	0.0434021	0.0338585	0.0421805	0.0341736	0.0634246	0.0549432	0.0657759	0.068103	0.0617927	0.0456344	0.0181831	0.0182576	0.0115565	0.0160514	0.00888383	0.0113081	0.00955953	0.0104156	0.00977857	0.0219775
punaises	0.0210504	0.0145405	0.0113024	0.0121195	0.0122098	0.0163379	0.017597	0.0136725	0.010833	0.0118701	0.0174521	0.0228179	0.0180683	0.0271536	0.036158	0.0453964	0.0696843	0.0455301	0.0511246	0.0435935	0.0438738	0.0504844	0.0425976	0.0550003	0.0353348	0.0524643	0.0278784	0.0349277	0.0221365	0.0238061	0.018119	0.0113562	0.0109354	0.00406459	0.00471804	0.00423361	0.00383136	0.00533748	0.00562334	0.00600242	0.00660902	0.00516136	0.00699256
dans	0.0210287	0.019239	0.0146271	0.0118604	0.0171335	0.0241957	0.0333501	0.0274314	0.0790277	0.0653632	0.0479868	0.0387729	0.0331808	0.0627527	0.0943055	0.0741072	0.0932373	0.0453901	0.0499252	0.0299712	0.0155167	0.0163284	0.00801208	0.00911196	0.00497189	0.00528368	0.00253363	0.00203631	0.00323996	0.00378296	0.00251133	0.00255341	0.00233485	0.00070071	0.000891546	0.00162922	0.00168378	0.00410865	0.00512281	0.00502503	0.00492158	0.00500372	0.00980924
le	0.0386627	0.0234646	0.0166694	0.00800899	0.00511865	0.00335331	0.00621943	0.0074157	0.0172791	0.0217572	0.0181791	0.0170903	0.0181627	0.0351308	0.0456111	0.0552126	0.0709408	0.0412899	0.0527377	0.055486	0.0394004	0.0372124	0.0313392	0.0223692	0.0177004	0.0233742	0.0105931	0.011967	0.0143176	0.0156375	0.0105872	0.0107293	0.01873	0.00771047	0.01279	0.01492	0.0100048	0.0186181	0.0187367	0.0199697	0.0261529	0.0226456	0.026704
lit	0.028393	0.00837127	0.00475948	0.00181808	0.00128228	0.00175306	0.00209579	0.00209948	0.00516651	0.00806556	0.0146696	0.0145696	0.0158391	0.0334502	0.0416414	0.0394146	0.0907864	0.0195766	0.0191617	0.0193836	0.0152978	0.0185841	0.0185958	0.0103795	0.012416	0.0214151	0.00892126	0.0186019	0.0251478	0.0261807	0.0213725	0.0286515	0.0359589	0.0199882	0.0407039	0.0335662	0.038086	0.0488482	0.0402395	0.040527	0.0368501	0.0422976	0.025073
je	0.0344988	0.0270328	0.0216024	0.010424	0.00384283	0.00324977	0.00555739	0.00716547	0.0152266	0.0177151	0.0211675	0.0244415	0.0300814	0.0549922	0.047175	0.0313847	0.0476932	0.0217548	0.020813	0.0172968	0.0158292	0.0205564	0.0196529	0.0132178	0.0187803	0.0242892	0.0140675	0.015362	0.0186649	0.0145169	0.0087196	0.0118823	0.0120984	0.00976431	0.0170076	0.0234733	0.0260923	0.0416439	0.030876	0.0324542	0.0401448	0.0456962	0.0620945
ne	0.0381926	0.0318149	0.0280275	0.0166684	0.00528711	0.00453965	0.00559507	0.0101561	0.0114297	0.0141619	0.0202506	0.0246239	0.0327924	0.0521177	0.0441837	0.0271489	0.0348581	0.0252753	0.0251065	0.0193657	0.0167088	0.0203243	0.0185946	0.0142641	0.0168014	0.0209716	0.0148425	0.0144052	0.0202943	0.0164042	0.0102359	0.0174902	0.0131842	0.0255311	0.0276775	0.0334512	0.0294132	0.0286318	0.031965	0.0271555	0.0316461	0.0405516	0.0378601
vais	0.0370615	0.0439327	0.047763	0.0236053	0.00567541	0.00658568	0.00774844	0.0103559	0.00990554	0.0136968	0.0240089	0.0287993	0.0255647	0.0466542	0.0437719	0.0308879	0.0284358	0.0259976	0.0260893	0.0212053	0.0147688	0.0174138	0.0158477	0.0138463	0.0146348	0.0213349	0.013295	0.0216938	0.027123	0.0315374	0.0218911	0.0373207	0.0305808	0.0270584	0.023268	0.01732	0.018169	0.0166393	0.017783	0.0169791	0.0172238	0.0258826	0.0306437
pas	0.0332834	0.0429832	0.0482352	0.0326553	0.0120909	0.010557	0.0126031	0.0185583	0.018733	0.0192723	0.026339	0.0260618	0.0187369	0.0257832	0.0259877	0.0219093	0.0179354	0.0188843	0.0215239	0.0183023	0.0124956	0.0125948	0.0112124	0.0122818	0.0105891	0.0137227	0.0114311	0.0132063	0.0217708	0.0226354	0.0205964	0.0315206	0.0332847	0.0281365	0.0241985	0.0219285	0.0220901	0.0301349	0.0249367	0.0325015	0.0317285	0.0312575	0.0553103
dormir	0.0282153	0.0214149	0.0293414	0.0134354	0.0074234	0.00656347	0.00878652	0.0105137	0.0254542	0.029203	0.053749	0.066256	0.0706999	0.0672897	0.0617568	0.0257898	0.0343038	0.0201639	0.0219305	0.0139679	0.0102671	0.0103057	0.00813473	0.00835306	0.00985948	0.00938115	0.0069988	0.00763574	0.0147869	0.0158453	0.00924378	0.0118515	0.0193415	0.027961	0.0101256	0.0159091	0.0108105	0.0179961	0.018567	0.0253459	0.0291683	0.0323682	0.0534852
dedans	0.0392162	0.0291292	0.0249079	0.00905788	0.00588445	0.00666878	0.0075347	0.0102433	0.0324426	0.0325545	0.0566861	0.0655726	0.055942	0.0661228	0.0556975	0.0181277	0.0216876	0.0136576	0.0107569	0.00776222	0.00547641	0.00598446	0.00499009	0.00500974	0.00558106	0.00583222	0.00467771	0.00452705	0.010333	0.0102057	0.0061563	0.0132663	0.0143726	0.0310906	0.0135254	0.024509	0.0210316	0.0290162	0.0297852	0.0368179	0.042941	0.0355791	0.0696389
</S>	0.0499918	0.0427429	0.0316269	0.0236694	0.0160556	0.0135381	0.0136291	0.0182977	0.0438554	0.0372497	0.0546396	0.059238	0.0454517	0.0620962	0.0436825	0.0125685	0.0160649	0.0113398	0.00829784	0.00593748	0.00410269	0.00460986	0.00391946	0.00325709	0.00464534	0.00556191	0.00451341	0.00555361	0.00913024	0.00752806	0.00524169	0.0147582	0.0112274	0.0247854	0.0183882	0.0263688	0.0266149	0.0312486	0.0359757	0.0312441	0.0396305	0.0332391	0.0384826
