 	a82	a87	a23	a3	a62	a96	a70	a88	a62	a61	a47	a31	a47	a21	a12	a18	a88	a62	a21	a47	a88	a62	a21	a85	a5	a92	a37	a98	a85	a5	a37	a96	a66	a9	a99	a97	a87	a23	a84	a38	a37	</S>
avec	0.0660754	0.0646301	0.0492938	0.0430284	0.0263526	0.0225562	0.0172317	0.0256439	0.0185608	0.0247543	0.0111565	0.011964	0.0119623	0.0110892	0.0101579	0.00621056	0.0147822	0.0088083	0.0157841	0.0134345	0.00892488	0.0064422	0.0151931	0.0177772	0.0205057	0.0136867	0.024449	0.021552	0.0186822	0.0099032	0.0207877	0.0231799	0.0288199	0.0404203	0.0465785	0.0254631	0.0270049	0.0296219	0.0288551	0.0260313	0.0332708	0.0393738
cette	0.0464431	0.0590418	0.0648899	0.0531614	0.0388369	0.0234489	0.0159584	0.0156746	0.0193072	0.0195356	0.025372	0.0190903	0.0219002	0.0235569	0.0405851	0.034094	0.04039	0.0274615	0.0455602	0.0242805	0.0295747	0.0279387	0.0182528	0.0194331	0.0105865	0.0139125	0.016308	0.00878207	0.0130519	0.0108285	0.0126155	0.00565609	0.0108294	0.00702914	0.0119817	0.0163156	0.0190112	0.0162783	0.0122933	0.0219825	0.0177617	0.0209885
manière	0.0385527	0.0332642	0.0351862	0.0351384	0.0200553	0.0361432	0.0341951	0.029392	0.0406124	0.0448927	0.0769655	0.03204	0.0430492	0.0413493	0.0444772	0.0558793	0.0696392	0.0556419	0.0956809	0.0303557	0.0106734	0.00982539	0.0184374	0.00786095	0.00482424	0.00483271	0.00727947	0.00236635	0.00360864	0.00312911	0.00392037	0.00251134	0.00245824	0.00374856	0.00228873	0.00219651	0.00300963	0.00476313	0.00275414	0.002842	0.00252891	0.0016305
de	0.116188	0.029009	0.0196352	0.015057	0.0141468	0.0112257	0.0136825	0.00808517	0.00963633	0.00865093	0.022641	0.0156812	0.0187382	0.0118169	0.0156931	0.0389953	0.046482	0.0376491	0.0834194	0.0451085	0.0186824	0.027182	0.0472423	0.0342897	0.0183174	0.0369096	0.0353498	0.010565	0.023513	0.0181006	0.0189766	0.00673462	0.0132682	0.0113965	0.011425	0.00818477	0.0148094	0.0139974	0.00731139	0.0117545	0.0126208	0.0178281
pêcher	0.0486052	0.0167778	0.00884406	0.00460476	0.00552705	0.00688448	0.0055878	0.00452951	0.00707849	0.0129952	0.0166037	0.0226923	0.0202388	0.0206231	0.0298494	0.037492	0.0590353	0.0570846	0.0616254	0.0570365	0.0336936	0.0601782	0.0728619	0.0637238	0.0493461	0.0297389	0.0380288	0.0186258	0.0239486	0.00905218	0.0183777	0.00767979	0.0111859	0.00796673	0.00806945	0.00544351	0.00869314	0.00516354	0.00539238	0.00894265	0.00793009	0.00224157
au	0.0619845	0.041723	0.0277304	0.0193944	0.0151867	0.0117767	0.0119932	0.00575124	0.00650588	0.0042515	0.00986227	0.00523435	0.00673966	0.00652352	0.00871096	0.0140296	0.0239444	0.032238	0.0476145	0.0576776	0.0571144	0.0340904	0.0354638	0.0256619	0.0197942	0.0191885	0.0208532	0.0158144	0.0235453	0.0235724	0.0184035	0.0169364	0.0264848	0.0210942	0.0259689	0.038285	0.0133672	0.0234833	0.0182391	0.0358034	0.0234028	0.0445605
harpon	0.0519414	0.0351901	0.0296452	0.0179365	0.0136854	0.0100248	0.0129753	0.00631997	0.00742557	0.00783531	0.0141741	0.00988736	0.0136862	0.0197123	0.0281798	0.0277562	0.0347269	0.0497531	0.0290981	0.0232634	0.019686	0.0202667	0.0206035	0.0177685	0.0183841	0.0206781	0.0224055	0.028657	0.0232643	0.02539	0.0340324	0.0325789	0.0314733	0.0379476	0.0322269	0.0390952	0.0220788	0.0268458	0.0197271	0.0242853	0.0197954	0.0195924
on	0.0381525	0.0247616	0.0255797	0.0211701	0.020215	0.0189335	0.0190369	0.0150943	0.0147395	0.0135562	0.0254051	0.0177521	0.0206708	0.0237129	0.0319642	0.0316615	0.0286501	0.0255821	0.0252279	0.0178111	0.0185014	0.0159421	0.0141685	0.0160826	0.0130469	0.0214498	0.0267698	0.0220595	0.0235944	0.0366971	0.0286988	0.0233871	0.0272903	0.0222431	0.0302278	0.0344736	0.0261086	0.0263823	0.0217497	0.0190694	0.0260845	0.0462956
aura	0.0512121	0.031791	0.0270431	0.020688	0.0202845	0.0168826	0.014866	0.0131811	0.0141954	0.0129785	0.025671	0.0140549	0.0166648	0.0188543	0.031181	0.0266987	0.0261821	0.0230912	0.0304556	0.0221097	0.0228095	0.0182224	0.0169726	0.0188241	0.0116532	0.0208506	0.0240661	0.015165	0.020468	0.0282251	0.0251571	0.0192745	0.0258666	0.0306375	0.0314703	0.0348314	0.0294976	0.0307617	0.0231313	0.0281444	0.0358716	0.0300138
beaucoup	0.0667775	0.0282246	0.0201736	0.0084905	0.011159	0.00832847	0.00722877	0.0044247	0.00752143	0.00768607	0.0142399	0.00557605	0.00613057	0.00477196	0.00799288	0.00941924	0.0176504	0.0257152	0.0588186	0.0375319	0.0365036	0.0473394	0.0331205	0.0409335	0.0387175	0.0279294	0.0216047	0.0214795	0.0215533	0.0137522	0.0171192	0.020126	0.022918	0.0412274	0.0385864	0.0333616	0.0274537	0.0288342	0.0267254	0.0316602	0.0313752	0.0198178
de	0.0505878	0.0350158	0.0314405	0.0201548	0.021378	0.0182919	0.018558	0.0116861	0.0147772	0.0166159	0.0257906	0.0171477	0.0183736	0.0178492	0.0242242	0.0218493	0.0261432	0.023756	0.025602	0.0237423	0.0235052	0.0250326	0.0201169	0.0294683	0.0195744	0.0224616	0.0184249	0.0153242	0.0189099	0.0104176	0.0153982	0.0198863	0.0291473	0.0274061	0.0330213	0.0292471	0.0257623	0.0180989	0.0218717	0.028176	0.0337523	0.0520129
protoptère	0.0381179	0.0328178	0.0260545	0.0175329	0.0150362	0.0103635	0.00851585	0.00751969	0.0101875	0.00924563	0.00795363	0.00660966	0.00798845	0.00786133	0.0117369	0.00885409	0.0122622	0.0110814	0.0161724	0.0145256	0.0150823	0.0161914	0.0135178	0.0229265	0.0213212	0.0345183	0.0261049	0.0386934	0.0328155	0.0272367	0.0328665	0.030947	0.0327504	0.0356787	0.0480691	0.031239	0.0286048	0.0271317	0.0341165	0.031295	0.0536653	0.0847908
s	0.0379812	0.0315764	0.0233486	0.0199454	0.0190963	0.0117924	0.00849659	0.00789732	0.00806834	0.00821786	0.0138507	0.00798576	0.0105696	0.00965866	0.016493	0.0153511	0.0225238	0.0183746	0.0390732	0.0315601	0.0334616	0.026835	0.0177297	0.026938	0.0143199	0.0237661	0.0157593	0.0218849	0.0255812	0.0219291	0.0226407	0.0295123	0.0357923	0.044968	0.0467543	0.0330354	0.0245022	0.0218216	0.0287315	0.0277174	0.0423865	0.0520721
</S>	0.0365035	0.031576	0.0259722	0.0232868	0.0241412	0.0150111	0.00982741	0.0108724	0.00926638	0.0107538	0.0178176	0.00922317	0.0116924	0.00921496	0.0145448	0.0142446	0.0194229	0.0176047	0.0311561	0.0262781	0.0293102	0.0258833	0.016964	0.0252222	0.017339	0.0223784	0.0179949	0.0251838	0.0251805	0.0195799	0.0217415	0.0264712	0.0314414	0.0426015	0.0464398	0.0287209	0.0256524	0.0288626	0.0379796	0.0326816	0.0420742	0.0418868
