 	a66	a87	a23	a87	a97	a99	a54	a92	a12	a18	a75	a47	a15	a98	a15	a7	a47	a25	a79	a56	a47	a75	a5	a37	a75	a92	a37	a96	a18	a71	a9	a3	a87	a23	a99	a97	</S>
il	0.0412317	0.0606217	0.0586671	0.0182574	0.014521	0.0135353	0.0353056	0.0263163	0.0512107	0.0506775	0.0854773	0.136506	0.0490098	0.0578905	0.0343765	0.0510378	0.0212659	0.0154102	0.0152303	0.0106539	0.00591634	0.0064231	0.0103364	0.01048	0.00845409	0.00808666	0.00873278	0.00944076	0.00784034	0.0128817	0.00966998	0.00601986	0.00684102	0.00673656	0.00755585	0.00669596	0.0206867
faut	0.00979877	0.00901103	0.0142062	0.0109819	0.0114752	0.00955446	0.013832	0.0239169	0.0121124	0.0176946	0.0121249	0.0179491	0.0196449	0.0381556	0.0849069	0.0484405	0.0593957	0.0292148	0.0216916	0.0321087	0.0396605	0.0427143	0.0460343	0.0848945	0.0197018	0.0258982	0.0151692	0.0147489	0.0337502	0.016496	0.0263969	0.0382775	0.0203767	0.0220778	0.0195186	0.0203251	0.0177434
que	0.0954577	0.0433212	0.0479413	0.0309244	0.0210338	0.0130417	0.0116098	0.0255505	0.0232342	0.0241223	0.0309088	0.0344143	0.023854	0.0456251	0.0216481	0.0307517	0.0155379	0.0111155	0.00613871	0.00843577	0.00811201	0.00607351	0.00544204	0.00771777	0.00783821	0.00640744	0.0103462	0.00718733	0.0103777	0.0099074	0.0134201	0.0282282	0.0370662	0.0549385	0.0693035	0.059326	0.0936414
les	0.0740319	0.0482108	0.0333104	0.0169238	0.0111748	0.0115713	0.0128828	0.0181826	0.0183662	0.0187547	0.0286341	0.0293386	0.0177698	0.0208958	0.0155239	0.0157547	0.0154937	0.0126978	0.0127279	0.019276	0.0253169	0.0322196	0.0306458	0.0246616	0.0208286	0.0153099	0.0368283	0.0340036	0.0287479	0.032241	0.0330965	0.0321765	0.0422225	0.0434862	0.042694	0.0406199	0.0333795
gens	0.0975324	0.0444872	0.0363686	0.0337111	0.02054	0.0198801	0.0143321	0.0293695	0.0264443	0.0253309	0.0332877	0.0302195	0.0472406	0.0303093	0.0415414	0.0328773	0.0228217	0.0140212	0.00755001	0.0124937	0.0164482	0.015801	0.0135945	0.0211026	0.0128165	0.00901603	0.0194607	0.0131466	0.0231367	0.0114377	0.0198444	0.0261429	0.0265458	0.0308128	0.0327731	0.0469347	0.0406273
offrent	0.0385187	0.0265747	0.0349965	0.0352622	0.0182274	0.0168176	0.0192106	0.0261929	0.0162137	0.0196769	0.0278288	0.0222631	0.0271317	0.0315285	0.0515537	0.0361923	0.0215319	0.0102413	0.00575746	0.0068882	0.00557465	0.00538126	0.00801954	0.0087507	0.0113101	0.0129166	0.0295012	0.033643	0.0475966	0.03043	0.0370168	0.0463462	0.0421471	0.0572449	0.0505764	0.0384468	0.04249
des	0.0608106	0.0305851	0.0285285	0.012174	0.00934655	0.00545979	0.00635066	0.0113977	0.0080695	0.00725145	0.0148007	0.0126382	0.0179165	0.023265	0.0427617	0.0396664	0.0290462	0.0157324	0.00660314	0.00425353	0.00340382	0.00222628	0.0062602	0.00538575	0.0134875	0.012661	0.0293535	0.0257459	0.0433926	0.0431567	0.0509509	0.0671451	0.071263	0.0797043	0.0610883	0.0586365	0.0394814
sacrifices	0.0959453	0.0531427	0.0394467	0.0205548	0.0200142	0.0153254	0.0180424	0.0263295	0.0293754	0.0207325	0.0212853	0.023441	0.0244075	0.0147417	0.0176171	0.0209948	0.0154909	0.00986701	0.00842306	0.00969516	0.00821312	0.00857033	0.016575	0.0207091	0.0170554	0.0159848	0.0193492	0.0214347	0.0230713	0.0197459	0.0254472	0.0240215	0.0369648	0.0370708	0.0395427	0.0523501	0.109021
à	0.0433792	0.0246293	0.0100572	0.00368319	0.00336408	0.00288951	0.00430337	0.00386216	0.00447528	0.00497867	0.00912694	0.0147681	0.00699964	0.0106369	0.00958645	0.0125898	0.0108123	0.00698351	0.00561428	0.00397197	0.00306888	0.00247965	0.00497648	0.00378425	0.0101426	0.0101284	0.0261617	0.0280589	0.036609	0.063021	0.0594737	0.086724	0.0824948	0.119413	0.111333	0.101045	0.054373
dieu	0.0649843	0.036142	0.0191657	0.00776484	0.00476392	0.00637383	0.00735437	0.00934337	0.00843412	0.0100239	0.0170701	0.0180474	0.0176993	0.0129204	0.0125314	0.0132779	0.00878083	0.00995654	0.00657271	0.00678352	0.00645603	0.00628547	0.00967262	0.00908089	0.0158134	0.0185873	0.0344927	0.026802	0.0428226	0.0417173	0.0516	0.0701665	0.0569611	0.0790439	0.0702846	0.0840866	0.0781367
</S>	0.0410029	0.021498	0.0130389	0.00529416	0.00352216	0.00465063	0.00546672	0.00741543	0.00499941	0.00725975	0.0105351	0.0120289	0.01043	0.0155624	0.0134859	0.0141823	0.0077947	0.00815857	0.00461766	0.00630748	0.00521094	0.00525324	0.00944784	0.0179975	0.0195762	0.0229236	0.0286293	0.019995	0.0408768	0.0347374	0.0491513	0.0947193	0.0802713	0.0985067	0.0868978	0.0945509	0.0740039
