 	a66	a87	a23	a87	a23	a54	a37	a92	a37	a6	a37	a6	a98	a47	a7	a79	a44	a79	a44	a79	a47	a0	a75	a93	a70	a93	a4	a13	a93	a4	a44	a84	a82	a87	a23	a87	</S>
a	0.0177724	0.0274143	0.0223503	0.034945	0.0268502	0.0213156	0.0384387	0.0445272	0.0462783	0.107917	0.0925272	0.0285964	0.0265638	0.0139834	0.0131971	0.00992084	0.0163702	0.0135519	0.0154898	0.0169085	0.0274411	0.0291647	0.0307693	0.0475666	0.0338112	0.020782	0.00897516	0.0105471	0.0255276	0.0196005	0.0183126	0.0216475	0.0138038	0.0164777	0.0114793	0.00944941	0.0197263
six	0.0145039	0.0183526	0.0156131	0.0163039	0.0154707	0.033214	0.0324818	0.0379375	0.0486197	0.0417807	0.0675416	0.0362629	0.0414827	0.0667796	0.0467107	0.0434868	0.0398102	0.0221751	0.0144778	0.0252727	0.0216525	0.0203108	0.011373	0.0108009	0.0119256	0.0140434	0.0173163	0.022603	0.0232769	0.0117674	0.0182544	0.0182364	0.017208	0.0182663	0.0203207	0.0326943	0.0316723
mois	0.0199105	0.0171237	0.0105022	0.00713322	0.00705468	0.0118447	0.0359748	0.05556	0.0514601	0.0515833	0.0596166	0.074315	0.0433813	0.059784	0.0656533	0.0776165	0.0623359	0.0419609	0.00884898	0.00467929	0.00648874	0.00460429	0.00431746	0.00418279	0.00661165	0.00629542	0.00638903	0.00832597	0.0155559	0.0217209	0.0146035	0.0242313	0.0132827	0.0260776	0.0130286	0.0227127	0.0352325
certains	0.0230824	0.0199181	0.0168633	0.0180359	0.0324032	0.025704	0.0199882	0.0157341	0.01074	0.00921884	0.0158462	0.0112557	0.0145861	0.0195806	0.0263606	0.0332652	0.0420093	0.0265012	0.0298585	0.0241322	0.0281421	0.019526	0.0153287	0.00605801	0.0122838	0.0221829	0.0467198	0.0532512	0.026277	0.062896	0.0336097	0.0423879	0.0330569	0.0558696	0.0382136	0.0385084	0.0306047
enfants	0.0552209	0.0376398	0.0161623	0.011541	0.0194157	0.0145111	0.0148818	0.0190716	0.0111074	0.0159108	0.0155451	0.0388779	0.054152	0.0709186	0.0424016	0.0439764	0.0440554	0.0569143	0.0630722	0.0351743	0.0447815	0.0444553	0.0188095	0.0101014	0.00947091	0.0134267	0.00892732	0.0100508	0.00879258	0.0125259	0.0208651	0.0179801	0.0163394	0.0197581	0.0217124	0.0194571	0.0219957
marchent	0.0659501	0.0402903	0.0278789	0.0279507	0.0262879	0.0317399	0.0220424	0.0237757	0.0230438	0.0532052	0.0608757	0.0440451	0.0495299	0.0280035	0.0270344	0.0307276	0.0271585	0.0346238	0.0100211	0.0117873	0.0110562	0.0134123	0.00733467	0.00897354	0.0132905	0.0138002	0.0080932	0.00545834	0.0105396	0.0230866	0.0404467	0.0340626	0.0268331	0.0423981	0.0295017	0.0224574	0.0232831
à	0.0553772	0.0519052	0.0347702	0.0390317	0.0217589	0.0312105	0.0250541	0.0135817	0.0184745	0.027686	0.035228	0.0152072	0.0305804	0.00851889	0.00970109	0.0107058	0.0118052	0.0107186	0.00322943	0.00436208	0.0036998	0.00740089	0.00648613	0.00659403	0.0141913	0.0135561	0.00852761	0.00727278	0.013018	0.0273015	0.085204	0.0644774	0.0836037	0.0576828	0.0476995	0.0429542	0.0514234
quatre	0.0404355	0.0264188	0.0133324	0.0149908	0.015269	0.0207783	0.0171177	0.0131772	0.0131744	0.0154359	0.0331987	0.0202588	0.0406236	0.0139553	0.0118495	0.0136223	0.0164292	0.0173443	0.00560891	0.00781923	0.00473883	0.0126664	0.0097992	0.0134553	0.0186959	0.022034	0.0194371	0.0171177	0.0232009	0.0420126	0.0917564	0.0724341	0.0886927	0.0647376	0.0407128	0.0447989	0.0428696
pattes	0.0614403	0.0315852	0.0152532	0.0124567	0.017655	0.0179349	0.0138132	0.0144485	0.00933482	0.0123638	0.0258189	0.018638	0.0193603	0.010124	0.0102769	0.0244934	0.0288855	0.0387765	0.0290243	0.0266698	0.0223084	0.0312333	0.0187836	0.0165299	0.019439	0.0248039	0.0154547	0.0259103	0.031248	0.0422426	0.077503	0.0532476	0.0395598	0.0427797	0.0303887	0.0296577	0.0405566
</S>	0.0396715	0.022478	0.0152903	0.0146532	0.0222488	0.0279567	0.0131595	0.0116418	0.00988008	0.0134861	0.0289838	0.0183583	0.0215963	0.0123788	0.0139386	0.0217373	0.0248671	0.0313109	0.0138489	0.0183165	0.0101422	0.0167093	0.00916538	0.0108293	0.0167387	0.0175861	0.0232645	0.0316282	0.033358	0.0445338	0.0613838	0.050694	0.0616938	0.0492876	0.0469596	0.0593473	0.0608761
