 	a66	a10	a87	a23	a20	a7	a15	a69	a44	a43	a75	a92	a37	a12	a62	a0	a21	a61	a5	a37	a5	a37	a66	a71	a9	a87	a23	a87	</S>
aujourd'	0.0459574	0.0472394	0.0534374	0.0482527	0.0459367	0.0484316	0.0644033	0.0446363	0.0214837	0.0220717	0.0233238	0.0216875	0.0113139	0.011236	0.0130945	0.00723394	0.018781	0.0154125	0.0258039	0.025843	0.0298155	0.0314901	0.033212	0.0427538	0.0359833	0.0393721	0.0614061	0.0413415	0.0690454
hui	0.0023117	0.00364907	0.00685377	0.00826999	0.0349624	0.172978	0.238883	0.182877	0.106126	0.0727621	0.0263586	0.0338793	0.0280637	0.0176326	0.0134345	0.00655096	0.00866957	0.00426105	0.00326769	0.00343633	0.00188339	0.00240244	0.00165434	0.00219726	0.00221907	0.00289078	0.00272899	0.00463375	0.00416238
c'	0.0812052	0.0886768	0.0846283	0.113913	0.0364632	0.0349864	0.035178	0.0226476	0.0165649	0.0150323	0.010241	0.00836278	0.0138748	0.0114083	0.0083625	0.0118884	0.0133762	0.0187872	0.00929999	0.0152061	0.0172409	0.0220081	0.0277623	0.0243364	0.0334666	0.0387017	0.0625285	0.0735714	0.0502805
est	0.0443691	0.0365136	0.0321601	0.0366729	0.010518	0.00770031	0.00632986	0.00734798	0.0108165	0.0193779	0.0245649	0.0276879	0.0451247	0.0198024	0.00670266	0.0100009	0.00731646	0.0108817	0.00579431	0.0148095	0.0209237	0.0316339	0.0673651	0.0752931	0.0708937	0.0927394	0.0786488	0.103357	0.0746533
le	0.174954	0.0953316	0.0791687	0.0602311	0.0603998	0.0217274	0.0190997	0.014436	0.0312741	0.0353526	0.0546319	0.0657162	0.0436701	0.0465088	0.0213442	0.0184748	0.0114473	0.0124269	0.00490264	0.00675647	0.00907964	0.0100403	0.00876792	0.00928258	0.0110663	0.0142919	0.0151775	0.0237793	0.0206607
jour	0.0618277	0.0576311	0.0448279	0.0426293	0.0214051	0.0208808	0.0231247	0.0244878	0.0578848	0.0792401	0.0450629	0.0467331	0.0390904	0.0285306	0.0166223	0.0164866	0.0176956	0.0140668	0.0130291	0.0262731	0.0288178	0.0478086	0.0360963	0.0281416	0.018788	0.024315	0.0312568	0.0362344	0.0510116
où	0.0925844	0.0644292	0.0777249	0.0596591	0.0200355	0.0068371	0.0056149	0.00849247	0.00983083	0.0134738	0.020499	0.0178968	0.0167346	0.0126284	0.0116233	0.0148596	0.0186052	0.0297708	0.0218016	0.0262126	0.038867	0.0510895	0.026211	0.0455226	0.0493079	0.079621	0.0514077	0.0618338	0.0468255
l'	0.0975928	0.125515	0.103482	0.0733312	0.0347311	0.0236569	0.0215851	0.0154139	0.0163069	0.0313034	0.0328407	0.0171276	0.0115865	0.00862705	0.0124292	0.0214948	0.0222859	0.0308709	0.0202407	0.0514704	0.0448859	0.0625127	0.0291801	0.0136129	0.0172167	0.023678	0.0137088	0.0160933	0.00721899
on	0.064659	0.0885925	0.0784692	0.0504752	0.0142389	0.00925883	0.00757329	0.00619821	0.00805918	0.0114661	0.0136585	0.00855747	0.0036929	0.00337125	0.00404967	0.00769277	0.0108589	0.016188	0.0187656	0.0355671	0.0453823	0.0540177	0.0528068	0.081798	0.0590266	0.0846374	0.0592384	0.0689621	0.032738
prie	0.0687833	0.151634	0.199301	0.153066	0.042186	0.0197211	0.013936	0.0113439	0.0123267	0.0133308	0.0113957	0.0076545	0.00270607	0.00328363	0.00526479	0.00906476	0.0144198	0.0103373	0.0102499	0.013994	0.0193986	0.0271358	0.022612	0.0241339	0.0242595	0.0241259	0.0256792	0.0453086	0.0133484
dieu	0.0704623	0.0490225	0.0523534	0.040328	0.0256969	0.0167568	0.00632611	0.00538911	0.0064396	0.00838939	0.00677153	0.00610193	0.00724684	0.0084157	0.00638146	0.0103108	0.0108116	0.0209079	0.00996249	0.0211032	0.0404036	0.0507915	0.0646126	0.0922007	0.0730651	0.0697445	0.0653211	0.0570881	0.0975955
</S>	0.0389132	0.0283776	0.0304104	0.0302767	0.0184043	0.020694	0.0131791	0.00850565	0.0143536	0.0154911	0.0133735	0.016792	0.0141401	0.0130064	0.00902061	0.0158048	0.0167088	0.0263443	0.013999	0.0259758	0.0430391	0.0463862	0.0854859	0.0970484	0.0741321	0.074536	0.0537408	0.0447064	0.097154
