 	a66	a87	a23	a62	a34	a93	a90	a25	a5	a23	a21	a85	a47	a98	a47	a92	a5	a12	a18	a62	a88	a90	a69	a58	a82	a87	a23	a99	a27	</S>
que	0.0586818	0.0915945	0.0748561	0.0853356	0.0752979	0.0798745	0.131324	0.0590816	0.0398473	0.0238148	0.0160985	0.0142139	0.0163638	0.0162069	0.0103539	0.0163804	0.011527	0.0152538	0.0137111	0.0136293	0.0123014	0.0116697	0.015156	0.0153393	0.0109547	0.0114313	0.0104508	0.0125654	0.0115911	0.0250933
la	0.0312454	0.023484	0.0235958	0.0198451	0.0222173	0.0173093	0.0145819	0.0116353	0.0133461	0.0178952	0.0287745	0.0298042	0.0203669	0.0135733	0.0139518	0.0193678	0.0175184	0.0205346	0.02178	0.0269411	0.0332055	0.0418683	0.0393642	0.0570248	0.0593771	0.0633845	0.0626079	0.102996	0.085882	0.046521
saison	0.126346	0.0906155	0.101409	0.0845972	0.0863612	0.060828	0.0377237	0.0290712	0.0253837	0.0426119	0.0483828	0.0493154	0.0234982	0.0237155	0.0126859	0.0142678	0.0115077	0.00967288	0.0118068	0.0088407	0.00936563	0.00903567	0.00814619	0.0152245	0.00740309	0.00761702	0.00939131	0.0137327	0.00915176	0.0122909
sèche	0.089119	0.0330287	0.0199566	0.0259467	0.0270951	0.0238145	0.01998	0.0185841	0.0178806	0.0220772	0.0209836	0.0219131	0.0143308	0.012783	0.0128685	0.0219846	0.0273838	0.0261707	0.0132915	0.017601	0.0233441	0.0399512	0.0391578	0.0449384	0.0493214	0.0530635	0.0809781	0.072873	0.0565599	0.0530191
arrive	0.111087	0.0645564	0.0503616	0.0462824	0.0363278	0.0161181	0.0129752	0.0136121	0.0146629	0.0193953	0.0313281	0.0411019	0.0468232	0.0413272	0.0362338	0.0352982	0.030917	0.0239077	0.0207711	0.0288467	0.0156856	0.02147	0.0211657	0.0262617	0.0208026	0.0351061	0.0251723	0.0497344	0.024164	0.0385044
pour	0.0761846	0.0576279	0.0426138	0.028673	0.0208796	0.0224274	0.0189549	0.0166456	0.021792	0.0215246	0.0232875	0.0196087	0.0141735	0.0201224	0.0250984	0.0446065	0.0332461	0.0283587	0.0375671	0.0558804	0.0297306	0.0392293	0.0284646	0.0458975	0.0290665	0.0495914	0.0317013	0.0387258	0.036389	0.0419312
que	0.0606747	0.0317654	0.0261607	0.0163571	0.0158664	0.0173058	0.0169394	0.0108282	0.0168644	0.0164353	0.00923128	0.00821774	0.00670247	0.00830981	0.0164524	0.0429068	0.0379182	0.0453688	0.046665	0.069326	0.0496617	0.0420141	0.0520832	0.0476048	0.0424581	0.052676	0.0646891	0.0413519	0.0574405	0.0297246
je	0.0275564	0.0175067	0.0107026	0.00960338	0.011124	0.0113814	0.0191466	0.0197415	0.0282908	0.0212216	0.0154116	0.0168575	0.0123807	0.0206439	0.0197508	0.0376049	0.0406814	0.0623856	0.0751401	0.0868774	0.0596193	0.0550841	0.0335925	0.052883	0.0374699	0.0513348	0.0407709	0.0452086	0.03921	0.0208181
parte	0.0679458	0.0314395	0.0130279	0.0128502	0.0159105	0.0120367	0.0138466	0.0106557	0.0155687	0.0171043	0.0166235	0.0178594	0.0173764	0.0180838	0.022474	0.0194076	0.0219066	0.0224018	0.0211541	0.0196295	0.0287973	0.0392501	0.0544842	0.0579118	0.0435655	0.0705377	0.0805804	0.0888224	0.106353	0.0223951
pêcher	0.0693868	0.0425161	0.0430562	0.022357	0.0174271	0.0194812	0.017442	0.0146017	0.0141936	0.0141913	0.0153025	0.0206656	0.0223354	0.0190269	0.0257844	0.0302995	0.0370395	0.0346949	0.0304451	0.0287678	0.0254631	0.0292139	0.0193151	0.0419016	0.0245073	0.0479224	0.0555355	0.0900695	0.0629729	0.0640841
à	0.0456923	0.0404968	0.032477	0.0247128	0.0186574	0.0186459	0.0158907	0.01415	0.0125566	0.0166355	0.0197386	0.0219418	0.0240923	0.0206377	0.0256569	0.0267791	0.0274699	0.0268705	0.0280153	0.026686	0.032762	0.0378669	0.0400326	0.0476238	0.0496868	0.0592545	0.0578766	0.0646327	0.0598412	0.0626197
l'	0.0311734	0.0299013	0.0168094	0.0134757	0.0104552	0.0126417	0.0122287	0.010116	0.00874892	0.010613	0.0124946	0.00990336	0.00827916	0.00958006	0.00967725	0.0177254	0.0211698	0.0255912	0.0340596	0.0364047	0.0468967	0.0608908	0.0697012	0.070609	0.0794065	0.0810761	0.0774477	0.0601216	0.0614693	0.0513328
écope	0.0290492	0.0327217	0.0264724	0.022344	0.0179647	0.0156766	0.0181219	0.0109505	0.0105061	0.0152276	0.0232894	0.0167108	0.0172039	0.0154299	0.0138578	0.0213731	0.0204037	0.0369134	0.0374035	0.0401636	0.0560598	0.0482691	0.0646715	0.0496201	0.0594968	0.056071	0.0762405	0.0412226	0.0474037	0.0591611
</S>	0.030516	0.0338587	0.0243645	0.0224973	0.016468	0.0257514	0.0286163	0.0151537	0.0124985	0.00943978	0.00799097	0.00706607	0.00745077	0.00770853	0.0109632	0.0109076	0.0134369	0.0221331	0.0280214	0.0579096	0.0731266	0.0465099	0.0566789	0.0679039	0.0642539	0.0663348	0.0696536	0.0505209	0.0496461	0.0626189
