 	a23	a79	a20	a94	a20	a73	a94	a66	a24	a20	a73	a2	a76	a94	a32	a75	a41	a94	a24	a0	a11	a76	a69	a4	a57	a53	a90	a4	a57	a82	a87	</S>
il	0.0226752	0.0390337	0.03606	0.0607122	0.0947752	0.135163	0.101288	0.027099	0.0180321	0.0356185	0.0446448	0.0352533	0.0114871	0.0150388	0.0112122	0.0105927	0.0088759	0.00833642	0.0097822	0.0132467	0.0103429	0.007827	0.0134392	0.0176263	0.0239588	0.0302871	0.0227476	0.0155663	0.0346785	0.0258586	0.0277738	0.0309676
appuie	0.00285786	0.00205988	0.00310937	0.00454009	0.0092762	0.0286699	0.032965	0.0301996	0.0210157	0.0219366	0.0426038	0.049994	0.101614	0.0908964	0.0469452	0.025813	0.0178735	0.0137462	0.0133111	0.0143284	0.0147801	0.0208502	0.0212243	0.0329857	0.0508739	0.0452421	0.047575	0.0507201	0.0419	0.0376955	0.0397044	0.0226936
son	0.0611004	0.034481	0.035105	0.0217086	0.0177827	0.012925	0.0353783	0.0255211	0.0116024	0.0205695	0.0198121	0.0218449	0.0213361	0.0150749	0.0134913	0.0197556	0.0174244	0.0139797	0.0159026	0.026856	0.0439397	0.0683478	0.0417904	0.0470171	0.0493726	0.0391298	0.029214	0.0305128	0.0364906	0.0373121	0.0278032	0.0874182
doigt	0.0443438	0.048168	0.0265442	0.0410072	0.0344059	0.0311306	0.0369813	0.0234977	0.0300669	0.0342183	0.0251826	0.0243908	0.0133099	0.016009	0.0216634	0.030392	0.0395774	0.055192	0.0575417	0.0535108	0.0607562	0.0275791	0.0319723	0.0212947	0.0170044	0.0244313	0.0183538	0.0245538	0.0245588	0.0246918	0.0146988	0.0229714
dans	0.01362	0.0111985	0.00930769	0.0124579	0.0186512	0.0248217	0.0152058	0.0163009	0.0104253	0.0119451	0.00925028	0.00699375	0.00406713	0.00385924	0.00949207	0.0142904	0.0230577	0.0201126	0.0204863	0.016794	0.014943	0.0115298	0.00769815	0.0066372	0.0188736	0.0307946	0.0274708	0.0786279	0.0841816	0.132454	0.109817	0.204635
la	0.0601698	0.01941	0.00681343	0.0191476	0.0102073	0.0176152	0.0116739	0.021079	0.0174073	0.0133604	0.00722839	0.00880045	0.00866551	0.00566111	0.0106863	0.0171184	0.021018	0.0245212	0.0267555	0.0544625	0.0634812	0.0598249	0.0440691	0.0523253	0.0782498	0.0497053	0.0504327	0.0303181	0.0523141	0.055622	0.0393861	0.0424701
pâte	0.0264224	0.0148787	0.00428812	0.0082178	0.00818256	0.00907516	0.0107379	0.0292731	0.0588118	0.0284341	0.0219021	0.0151921	0.0176578	0.0133573	0.0262909	0.0316139	0.0444432	0.0377602	0.0295371	0.034551	0.0292121	0.0209527	0.0311292	0.0446935	0.0787026	0.0644856	0.0572242	0.0436682	0.0550937	0.0457442	0.0425994	0.0158672
de	0.00789624	0.00681836	0.00635657	0.00662518	0.00729953	0.0132169	0.0172969	0.0266582	0.0149469	0.01182	0.0105082	0.0219428	0.0330906	0.0203213	0.0219113	0.0300331	0.0360137	0.0144715	0.0087211	0.00765365	0.00516051	0.0117295	0.00817033	0.0119149	0.0296839	0.0353703	0.0264471	0.0465726	0.0988613	0.112501	0.158694	0.131293
manioc	0.00965542	0.00411112	0.00234926	0.00193908	0.00245695	0.00319915	0.00282311	0.011576	0.00437593	0.00318253	0.00261633	0.00275887	0.00516889	0.00234436	0.00510844	0.020464	0.0281962	0.0286045	0.0241787	0.0401728	0.0659838	0.0755623	0.047309	0.080964	0.115722	0.0624537	0.0628919	0.0559583	0.0607857	0.0514751	0.0745599	0.0410523
</S>	0.0139343	0.00465473	0.00462719	0.00658506	0.00629677	0.00734531	0.00658529	0.0146304	0.00692158	0.00481951	0.00371332	0.00191918	0.00359525	0.00169424	0.00360197	0.00821421	0.00950431	0.00854368	0.00859788	0.0189633	0.0193097	0.0282618	0.0366597	0.0370743	0.0459882	0.0557154	0.0604732	0.0704386	0.085045	0.105896	0.133863	0.176528
