 	a40	a73	a94	a38	a41	a32	a75	a73	a2	a57	a10	a90	a76	a69	a84	a40	a73	a69	a84	a11	a90	a32	a75	a25	a44	a26	a98	a73	a84	a87	</S>
tous	0.0495048	0.0518829	0.0532683	0.0583769	0.0260565	0.0252417	0.0361103	0.0323228	0.0213682	0.0337984	0.053644	0.0388248	0.0222124	0.0118991	0.00907946	0.0100228	0.0215842	0.0225866	0.00906129	0.0163408	0.0343501	0.0402525	0.0600233	0.0493674	0.0556841	0.0306721	0.018998	0.0290106	0.0209525	0.0157508	0.0417521
les	0.00732004	0.0194425	0.0354628	0.0291054	0.0241399	0.0248642	0.0248116	0.0257969	0.0284786	0.0306769	0.0384821	0.0141784	0.0288754	0.0297893	0.0310925	0.0223795	0.0502624	0.0867184	0.0930359	0.0920334	0.0915895	0.0515199	0.0228953	0.0111357	0.00916709	0.00900744	0.00901543	0.0200758	0.0129641	0.0147769	0.0109067
jeunes	0.0105705	0.00808023	0.0235739	0.0202218	0.0262022	0.0285117	0.0308539	0.0305054	0.0230189	0.0211603	0.0214687	0.0213722	0.0196853	0.0145319	0.0260045	0.0368175	0.0488981	0.0517292	0.0681497	0.0654632	0.0684685	0.0583139	0.0381013	0.0209651	0.0194425	0.0257155	0.0394326	0.0296543	0.0294364	0.0509951	0.0226557
se	0.0355223	0.018936	0.0375115	0.0605577	0.0713654	0.0640844	0.0524788	0.0268071	0.016018	0.0254417	0.02926	0.0139776	0.0217561	0.0100199	0.0181907	0.0159904	0.0339068	0.0796769	0.0982534	0.0687546	0.0668184	0.0483327	0.0280713	0.00838287	0.00881726	0.00699757	0.00992693	0.00689391	0.00675834	0.00545408	0.00503737
sont	0.0469219	0.0559426	0.0687089	0.076915	0.109841	0.0546317	0.0417931	0.0288445	0.024419	0.0470296	0.0349425	0.0156931	0.0201996	0.0181917	0.0222173	0.00789095	0.00884645	0.0165413	0.0492744	0.0187313	0.0193631	0.0231147	0.0389348	0.0283726	0.0198872	0.0102085	0.0115275	0.0155837	0.0205246	0.0160569	0.0288503
baignés	0.0370287	0.0297692	0.0360524	0.0331943	0.0400472	0.0197083	0.0169223	0.0137284	0.0105882	0.0198788	0.0168117	0.00918769	0.0147528	0.010707	0.0138095	0.0123661	0.0131863	0.026895	0.0752384	0.0641956	0.0483	0.0565055	0.0523774	0.0527006	0.0430555	0.0299056	0.040283	0.0368674	0.0450029	0.0438998	0.0370344
dans	0.0259465	0.0170485	0.0141763	0.0143447	0.0136442	0.0114176	0.0139127	0.0104761	0.0113418	0.0222221	0.0264972	0.0172454	0.019195	0.00843976	0.01923	0.0122539	0.0254397	0.0243454	0.0278708	0.0254874	0.0227755	0.018884	0.0273505	0.034131	0.0453269	0.060738	0.089028	0.0933861	0.0684191	0.0750985	0.104327
le	0.0617115	0.0320331	0.0393	0.0337845	0.0341723	0.0255961	0.0305945	0.0243955	0.012341	0.0186696	0.0247864	0.0171803	0.00987768	0.0091101	0.0178683	0.0092505	0.0160359	0.018949	0.019239	0.0251285	0.0500907	0.0595339	0.0486505	0.031265	0.0351477	0.0270201	0.0427515	0.0427374	0.0470128	0.0669262	0.0688404
fleuve	0.0433324	0.0353477	0.0223055	0.0212104	0.015048	0.0102459	0.0144131	0.0140672	0.0134811	0.016969	0.0189894	0.0177609	0.0140797	0.0109635	0.0127464	0.00858562	0.0105905	0.00960137	0.0136816	0.0221535	0.0455843	0.0792181	0.0808802	0.074984	0.06845	0.0496319	0.0417032	0.0443285	0.0379634	0.0387658	0.0929177
</S>	0.0770082	0.0367357	0.04309	0.035382	0.0125023	0.0163777	0.0162854	0.00979247	0.00723279	0.0158119	0.0251984	0.0137613	0.00532748	0.00476988	0.0121307	0.00643205	0.00925507	0.0101932	0.0182459	0.016364	0.0282169	0.0222032	0.0460839	0.0343423	0.0775817	0.0475222	0.0445318	0.0579699	0.0482774	0.0748504	0.126524
