 	a85	a87	a23	a18	a38	a26	a32	a35	a76	a41	a94	a76	a14	a41	a43	a21	a41	a35	a76	a94	a84	a38	a14	a30	a2	a57	a87	a23	a54	a73	a35	a76	a25	a94	a11	a75	a30	a0	a11	a54	a76	a35	a94	a58	a82	a87	</S>
je	0.0880046	0.0443581	0.061164	0.018528	0.0195999	0.0156306	0.0114145	0.0250138	0.0225866	0.0281892	0.0134347	0.0240828	0.0206497	0.0214507	0.00914401	0.0104973	0.0125846	0.00705926	0.0118959	0.00951364	0.00652579	0.0118286	0.00812265	0.00857132	0.0126572	0.00651668	0.00523658	0.00642443	0.0104233	0.00859101	0.0183322	0.0201158	0.0147874	0.0124702	0.0105923	0.0120639	0.00725598	0.00627396	0.0222949	0.0328267	0.0277201	0.0467221	0.0384554	0.0328221	0.0491698	0.0329466	0.0554511
ne	0.00402973	0.0022808	0.00327598	0.00562406	0.0154146	0.0156999	0.0159579	0.0400892	0.0558207	0.0714743	0.102271	0.0709797	0.0927867	0.0731911	0.0489091	0.0326302	0.0227261	0.021399	0.020339	0.0179489	0.0243014	0.0518517	0.0290378	0.0118418	0.00630399	0.0151986	0.0090681	0.00635438	0.00809883	0.00740715	0.00553383	0.00545711	0.00552581	0.00295211	0.00213539	0.00333707	0.00343639	0.00544921	0.00719417	0.00871942	0.00862643	0.00906169	0.00802749	0.00703765	0.00596992	0.00459334	0.00463107
comprends	0.0659387	0.0426159	0.032486	0.0366847	0.034714	0.0266357	0.0159751	0.0375321	0.029029	0.0317801	0.0511015	0.0252158	0.0401317	0.0239076	0.0287191	0.0152648	0.00609133	0.00882352	0.00790907	0.00571683	0.0131882	0.0250773	0.00969296	0.0042035	0.00210252	0.0149351	0.0124078	0.0128149	0.0125792	0.0113412	0.00381377	0.00290956	0.0034011	0.00334717	0.00218782	0.00311093	0.00411183	0.00558706	0.0111419	0.0153688	0.0250312	0.0260984	0.0363888	0.0498167	0.0320197	0.0505372	0.0405129
pas	0.0145127	0.01775	0.0140388	0.0251553	0.0250831	0.024274	0.0574742	0.0424608	0.019048	0.0178722	0.0268033	0.0191811	0.0250301	0.0157816	0.0107736	0.0181429	0.0195506	0.0189838	0.0217503	0.0153713	0.0183197	0.0138289	0.0195185	0.0200778	0.0204558	0.0226198	0.0186058	0.0192713	0.0131717	0.013505	0.0199015	0.0220658	0.0310219	0.0382968	0.0563727	0.0445841	0.0328296	0.0240459	0.0156378	0.0116888	0.00974737	0.0116526	0.0103429	0.00893908	0.00903644	0.008412	0.017013
ce	0.0146854	0.0175868	0.0127011	0.0160102	0.0148407	0.0164465	0.018302	0.0209498	0.0228163	0.0269211	0.027433	0.0314104	0.037622	0.0408764	0.0259904	0.0446641	0.0476268	0.0359095	0.0391726	0.0224354	0.0238134	0.0335721	0.0297084	0.0227298	0.0164324	0.0253074	0.0203446	0.0130397	0.0104459	0.0114074	0.0108189	0.0129518	0.0165069	0.0176756	0.0233742	0.0170075	0.0159514	0.011609	0.0105129	0.015451	0.0192874	0.0173547	0.0155905	0.0158081	0.0149084	0.0133555	0.0106344
que	0.0179809	0.0154957	0.00907892	0.0189057	0.0121253	0.0206854	0.0159875	0.0160369	0.0235831	0.0488401	0.0240404	0.0546945	0.0439036	0.0768668	0.0289729	0.0658579	0.0755747	0.0544661	0.0431613	0.0416749	0.0487459	0.0349617	0.0300017	0.0193544	0.0188402	0.0204691	0.0184695	0.00948367	0.0084136	0.00411507	0.00660931	0.0052724	0.00495737	0.00614489	0.0069677	0.00674847	0.00718697	0.00458676	0.0032931	0.00296392	0.00341656	0.00350557	0.00300932	0.00307936	0.00400374	0.0034979	0.00396902
tu	0.0495211	0.0222076	0.0164771	0.0087305	0.00653259	0.0053149	0.00335691	0.00813421	0.00887209	0.0147847	0.0114523	0.0154072	0.0126412	0.0240129	0.0124166	0.0132544	0.018055	0.015001	0.0201866	0.0142686	0.0266477	0.0511663	0.0242528	0.0172956	0.0112473	0.0202976	0.0129191	0.0119686	0.0152482	0.0109284	0.0159459	0.0267726	0.026753	0.0195906	0.0139345	0.0185654	0.0175533	0.0194908	0.0200489	0.0312295	0.0486538	0.0350485	0.0477089	0.0448947	0.0381119	0.0364719	0.0366266
dis	0.0208982	0.0146246	0.0147505	0.00717176	0.00543321	0.00407673	0.00727967	0.00681376	0.00301137	0.00423705	0.00380146	0.00506127	0.00538117	0.00744527	0.00388864	0.0074981	0.0191351	0.012011	0.0184983	0.0187731	0.0244114	0.0461467	0.0328811	0.0193082	0.0281725	0.0151136	0.0103322	0.0133943	0.0125153	0.00873767	0.0230146	0.0279195	0.0465558	0.0482652	0.0918483	0.0749183	0.0535491	0.0405369	0.0517722	0.0330149	0.0247785	0.0135792	0.0130614	0.0104123	0.00880931	0.013287	0.0238746
tu	0.0331119	0.0219402	0.0325474	0.0218207	0.0171542	0.0119799	0.00941605	0.0110304	0.00518541	0.00526625	0.00393595	0.00569182	0.00471853	0.00707448	0.00469345	0.00514257	0.0101415	0.0113353	0.0139559	0.0127443	0.0214942	0.0300532	0.0300128	0.0350436	0.0498142	0.0301141	0.0236427	0.0228676	0.0276824	0.0207397	0.0375492	0.0282759	0.0211708	0.0206515	0.0194424	0.0300805	0.0225128	0.020447	0.0328633	0.029951	0.0297562	0.018173	0.0185613	0.0219802	0.0172498	0.0328892	0.0580952
bredouilles	0.0704349	0.0304678	0.0319802	0.0164718	0.0109503	0.00356799	0.00501338	0.00425777	0.00169199	0.00181267	0.0032199	0.00255438	0.00361615	0.00432693	0.00314863	0.00349761	0.00585986	0.00688704	0.00766789	0.00892753	0.0136655	0.0186745	0.0139492	0.0132263	0.013152	0.0145017	0.0137381	0.0180276	0.018697	0.0156173	0.0189779	0.0144178	0.0127253	0.0132731	0.0131989	0.0267802	0.0278926	0.0259602	0.0627519	0.0421499	0.0499467	0.0324584	0.032256	0.0498922	0.0397499	0.0557191	0.102246
</S>	0.0261376	0.0177534	0.0140963	0.00474462	0.00258335	0.000959043	0.000701718	0.000723334	0.000483012	0.000534386	0.000876385	0.000891571	0.00113333	0.00188074	0.00105669	0.00109898	0.00249049	0.00292791	0.003423	0.00416346	0.00635487	0.00757721	0.00568065	0.00565952	0.00869445	0.00581831	0.005193	0.00439467	0.00676831	0.0103886	0.010145	0.00981226	0.0131454	0.0117696	0.0171272	0.0355167	0.0456189	0.0601795	0.098032	0.0972026	0.0766279	0.063918	0.0770337	0.0577673	0.0560213	0.0545179	0.0603757
