 	a66	a10	a87	a23	a30	a93	a62	a47	a31	a21	a5	a43	a62	a88	a98	a92	a79	a44	a56	a75	a92	a34	a93	a56	a75	a5	a23	a90	a79	a37	a27	a82	a10	a87	a23	a87	</S>
le	0.0322724	0.0530122	0.0562543	0.0704395	0.0581184	0.0377837	0.0578508	0.0571001	0.0453171	0.0277347	0.035401	0.0218117	0.012564	0.00906671	0.0127621	0.00985058	0.0128954	0.0104637	0.0136796	0.0152771	0.011829	0.011418	0.0100384	0.00685604	0.00714978	0.0114167	0.018127	0.0275081	0.0286106	0.0235789	0.0265374	0.0311447	0.0226623	0.025666	0.0263635	0.0272629	0.0341756
maître	0.00338647	0.0111422	0.0196978	0.0180633	0.0107949	0.0124057	0.0362399	0.0405644	0.0459111	0.0695689	0.0879591	0.0585446	0.0688989	0.0481631	0.0505824	0.0616972	0.051343	0.0389059	0.0318495	0.0372102	0.0247277	0.0223163	0.0173035	0.0154268	0.0115272	0.0196655	0.0272964	0.012179	0.00759436	0.00413063	0.00486108	0.00595517	0.00420959	0.00447527	0.00248415	0.00824731	0.00467171
a	0.0164873	0.0145327	0.0362397	0.0231522	0.0321688	0.0192249	0.0646618	0.0489251	0.119774	0.0754095	0.0856452	0.0340826	0.0551368	0.0990188	0.0710952	0.0364934	0.0266625	0.0152426	0.0188418	0.010493	0.00664347	0.00636016	0.00430629	0.00529186	0.00457579	0.011593	0.00886702	0.00730489	0.00973173	0.0075279	0.00646784	0.00548591	0.00310528	0.00347285	0.00155551	0.00302397	0.00139809
défendu	0.0193003	0.0149071	0.012275	0.0127169	0.0114685	0.0105767	0.0088531	0.0138655	0.0239258	0.0192863	0.0415617	0.0640249	0.051248	0.122999	0.141461	0.102215	0.0564663	0.0449801	0.0445976	0.0214019	0.0147841	0.0102708	0.00844254	0.0089129	0.00633397	0.00653588	0.0158727	0.0129787	0.0193034	0.0083194	0.00848138	0.00844448	0.0089154	0.00675851	0.00468562	0.00448446	0.00834502
aux	0.0660205	0.0694397	0.0715545	0.0745667	0.0504217	0.05889	0.0321092	0.028821	0.0375832	0.0334001	0.0348424	0.0182126	0.021882	0.0136521	0.0262525	0.00774701	0.015819	0.00938976	0.017787	0.0146794	0.00718771	0.00743708	0.00605299	0.00700272	0.00592344	0.0114116	0.00720981	0.0122884	0.0134423	0.0242879	0.0226135	0.0234888	0.0268398	0.0227725	0.0273648	0.0199644	0.051642
élèves	0.0210941	0.0125467	0.0155172	0.0273876	0.0233574	0.0351918	0.0243208	0.03253	0.039435	0.0370623	0.0502942	0.0476528	0.0661588	0.0871939	0.0908525	0.0641926	0.0435795	0.0282374	0.0386021	0.0179529	0.0119052	0.012127	0.00579141	0.00698206	0.00430161	0.00529219	0.00552038	0.00665251	0.00897699	0.0160669	0.01555	0.0195524	0.0195906	0.0186692	0.011749	0.0113029	0.0168098
de	0.0355586	0.0312528	0.0416817	0.0532704	0.0434552	0.0513213	0.0320525	0.0408815	0.0458652	0.0508376	0.0418053	0.0246561	0.047385	0.0447333	0.0620734	0.0267306	0.0245946	0.0125786	0.0200217	0.0113002	0.00588919	0.00607642	0.00322062	0.00589225	0.0043106	0.00695632	0.00704877	0.00866085	0.0114439	0.0251132	0.0287778	0.0344669	0.0273235	0.0252246	0.0152244	0.0168793	0.0254356
bavarder	0.0284629	0.0180435	0.025709	0.0452438	0.0375052	0.0450697	0.0348701	0.0452512	0.0490056	0.0393136	0.0407437	0.0273844	0.0372924	0.0413489	0.060701	0.0297604	0.0328293	0.0169635	0.0278173	0.0157952	0.00865313	0.00730658	0.00461956	0.00526116	0.00503999	0.00613937	0.00650489	0.00883464	0.0133605	0.0315467	0.0262662	0.0304987	0.0303502	0.0324829	0.0289335	0.0206162	0.0344753
en	0.0462043	0.0253945	0.0184045	0.0142358	0.0108437	0.0150821	0.011459	0.0141443	0.0164418	0.0184775	0.0226806	0.0205347	0.0191152	0.0131978	0.0166019	0.0142442	0.0182481	0.01797	0.0193231	0.0181802	0.0234685	0.0232255	0.0134268	0.0144169	0.0234524	0.0171527	0.0417166	0.0354425	0.0255561	0.0361018	0.0328634	0.0554519	0.0511583	0.0573514	0.0618438	0.053854	0.0627341
classe	0.018806	0.0142901	0.0184992	0.0237705	0.0173431	0.0193505	0.0128845	0.015174	0.0127992	0.0147367	0.0167023	0.0135004	0.0211915	0.0311653	0.0405021	0.0289317	0.0271018	0.0243579	0.0309083	0.0207906	0.0143454	0.0197883	0.0165885	0.015933	0.0181156	0.0131552	0.0209814	0.0266712	0.022226	0.0333015	0.0474243	0.0478316	0.0495544	0.0637562	0.0469638	0.0529433	0.0676146
</S>	0.0138407	0.0119229	0.0150163	0.0148119	0.00745634	0.0055659	0.00361727	0.00417065	0.003622	0.00532766	0.00775475	0.00569537	0.00754889	0.00606416	0.00994376	0.00531735	0.00659217	0.00576031	0.00804807	0.00858158	0.0082388	0.00874468	0.00731402	0.00611029	0.00594491	0.0068195	0.0112208	0.0224261	0.0274861	0.0652396	0.0871492	0.0788477	0.0682068	0.0948871	0.0868508	0.0944599	0.163396
