 	a85	a87	a23	a79	a20	a73	a2	a30	a73	a44	a90	a41	a76	a35	a43	a41	a27	a11	a26	a24	a9	a24	a9	a76	a35	a24	a31	a24	a71	a24	a31	a21	a41	a73	a2	a57	a87	</S>
il	0.00822706	0.00744875	0.00550388	0.0053991	0.0081681	0.00524071	0.0168156	0.0269302	0.0299746	0.0298547	0.0420626	0.0722446	0.0630583	0.0701212	0.103702	0.14719	0.0414067	0.079566	0.0328087	0.0216594	0.0181809	0.0111244	0.00810296	0.00703819	0.00260665	0.00341465	0.00134854	0.00105007	0.00133167	0.00456688	0.00640874	0.0154486	0.0135941	0.0182864	0.0114851	0.0188261	0.0161096	0.0236947
est	0.00639113	0.00519435	0.00681536	0.00907681	0.00671935	0.011255	0.0159923	0.0196266	0.0163454	0.0200598	0.0174983	0.025241	0.0364929	0.0454669	0.0432401	0.049148	0.0735251	0.0674547	0.0500656	0.0499593	0.0592688	0.0589047	0.0471029	0.0486331	0.040234	0.0352739	0.0231613	0.0164434	0.00615244	0.00425648	0.00325313	0.00630365	0.00492313	0.00957317	0.0127236	0.0126546	0.0167517	0.0188179
arrivé	0.0150052	0.00945839	0.00650001	0.00613308	0.00356577	0.0124225	0.0143358	0.019947	0.0159451	0.0136909	0.0150864	0.0149259	0.0107041	0.0101883	0.00856457	0.0113902	0.0239408	0.0151114	0.0175476	0.0221398	0.0228515	0.0324208	0.0253763	0.0193545	0.0276247	0.0294614	0.0173274	0.0112411	0.022924	0.0281446	0.0430242	0.055277	0.0594777	0.0711232	0.101446	0.0548571	0.0459248	0.0655408
à	0.0446867	0.0315318	0.0184991	0.0101805	0.0114727	0.0194499	0.00945809	0.0153123	0.0144733	0.00976747	0.0078128	0.0162395	0.0136319	0.0113355	0.013574	0.0131832	0.015023	0.00849012	0.00873008	0.0110632	0.0147611	0.0205052	0.0224171	0.023466	0.019512	0.0209669	0.0318235	0.0477423	0.0279806	0.0185875	0.0280664	0.0609153	0.0566494	0.0577071	0.0761319	0.0653004	0.056722	0.0468303
grimper	0.0404333	0.0404394	0.0376442	0.0260173	0.0186385	0.0506572	0.0318155	0.0279149	0.0220793	0.020836	0.0164594	0.0407254	0.0133022	0.00831984	0.0104775	0.0064907	0.0121946	0.0065406	0.00684261	0.0096654	0.0127895	0.0198047	0.0226763	0.0247197	0.0265024	0.0292554	0.0316241	0.0332383	0.0243019	0.019809	0.0249194	0.0390723	0.0555057	0.0370295	0.0438987	0.0440156	0.0368018	0.0265418
jusqu'	0.0331866	0.0222795	0.0187528	0.0137306	0.00832986	0.0251544	0.0356349	0.0312116	0.0237761	0.0240323	0.0254602	0.0390915	0.0287984	0.0267408	0.0266631	0.0148357	0.0256429	0.0160586	0.0141455	0.0230498	0.0310746	0.013752	0.0124794	0.00737848	0.011943	0.0127815	0.01184	0.00995709	0.008093	0.0162688	0.0218896	0.0404483	0.0275386	0.0390734	0.0516886	0.0635231	0.0619348	0.0817605
en	0.050451	0.0427308	0.0464044	0.0442504	0.0298971	0.0208558	0.0283109	0.0203913	0.0192228	0.0197359	0.0298654	0.0234194	0.0169762	0.0192662	0.024456	0.017214	0.0187437	0.0163614	0.0229143	0.0264073	0.0319677	0.0289551	0.0283335	0.0159752	0.0224278	0.0160104	0.0262098	0.0170773	0.022585	0.0176494	0.0116007	0.0179573	0.0326911	0.0252615	0.0368739	0.035523	0.0274036	0.0476232
haut	0.0300273	0.0257706	0.0187861	0.0182879	0.0106744	0.0152133	0.0133599	0.0119703	0.00716344	0.0073193	0.00632985	0.0131172	0.0139653	0.0178271	0.0228994	0.0163437	0.0176773	0.0134881	0.0110669	0.0142841	0.0239484	0.0220765	0.0222534	0.0189451	0.0135093	0.0119873	0.0283761	0.0167248	0.0300491	0.0529714	0.0455103	0.0649159	0.0782694	0.0707308	0.0416815	0.0589639	0.0509736	0.0425417
du	0.0860069	0.0546339	0.0370326	0.0265708	0.0203973	0.00979935	0.00934097	0.00663299	0.00610293	0.00631922	0.00873089	0.0200874	0.012029	0.0167359	0.0134693	0.0111231	0.0198802	0.0168292	0.0180718	0.0127175	0.0198538	0.0156886	0.0112539	0.0122957	0.00860392	0.00883577	0.0194466	0.0104134	0.00885308	0.0075837	0.0143175	0.0328475	0.0372729	0.0442872	0.0641079	0.0535907	0.0681502	0.150086
palmier	0.0710958	0.0645093	0.0468145	0.0440474	0.0379722	0.00955746	0.0115241	0.0062247	0.00721536	0.00704474	0.00968715	0.013328	0.00698469	0.00927361	0.00874251	0.0072873	0.0130492	0.0116681	0.00862976	0.00628481	0.00812702	0.0064226	0.00447912	0.00391157	0.00465516	0.00506441	0.00466082	0.00414543	0.00494643	0.0127211	0.02381	0.0348929	0.0289509	0.0488294	0.0563262	0.0663603	0.10117	0.179586
</S>	0.0583197	0.0406127	0.0237126	0.0146042	0.0115673	0.00534941	0.00573238	0.00483751	0.00422225	0.00381708	0.00583817	0.0100114	0.00579316	0.00749184	0.00865426	0.0103482	0.0147092	0.013845	0.0109615	0.00682047	0.0123802	0.0077776	0.00612382	0.00442002	0.00284357	0.00318054	0.00667367	0.00413673	0.00341039	0.00791874	0.0284314	0.0517699	0.0419712	0.0613059	0.0529741	0.0658885	0.105249	0.266296
