 	a97	a99	a97	a83	a56	a25	a98	a6	a36	a11	a75	a6	a37	a85	a61	a43	a75	a56	a90	a58	a82	a10	a40	a47	a44	a26	a53	a76	a94	a90	a15	a25	a44	a11	a75	a25	a69	a4	a53	a90	a25	a21	a25	a90	a58	a82	a10	a9	a10	a87	a10	a87	</S>
le	0.0176182	0.0161143	0.0137872	0.0196377	0.0175841	0.0461515	0.0363206	0.0308604	0.0354402	0.0191557	0.041111	0.0197887	0.0105954	0.0120754	0.0207497	0.0323259	0.0517222	0.0612351	0.060648	0.03485	0.0240366	0.0266285	0.0126273	0.0106386	0.00901366	0.00918907	0.00723942	0.0105849	0.00751693	0.018912	0.0310673	0.0322447	0.0210552	0.011479	0.0159041	0.0145172	0.0241874	0.00639833	0.00727142	0.00726007	0.00271288	0.00372118	0.00432849	0.00328632	0.00413099	0.00712643	0.00490575	0.00567791	0.00674777	0.00600896	0.0090889	0.00992683	0.0267948
conseil	0.0017097	0.00233542	0.00796905	0.0125489	0.0345792	0.063941	0.0488061	0.0228128	0.0245447	0.0363252	0.0394393	0.0155487	0.0101681	0.0125806	0.00650515	0.00920587	0.00965029	0.0126178	0.0328175	0.03766	0.0228059	0.0317348	0.0323835	0.0225137	0.0406275	0.0282789	0.0443483	0.0391132	0.0556657	0.0527802	0.0467003	0.0318011	0.0279681	0.0135804	0.0238822	0.0124671	0.00615136	0.00286999	0.00282018	0.00266022	0.00231153	0.00211162	0.0021894	0.00126739	0.000923856	0.00134837	0.000434995	0.000433802	0.000726761	0.000695019	0.000952403	0.00230655	0.0013802
de	0.0138524	0.0298305	0.0336945	0.0265495	0.0278595	0.0265898	0.0266154	0.0591177	0.0814533	0.10636	0.105339	0.0589962	0.0464332	0.0341961	0.014411	0.0254721	0.0293664	0.0167869	0.0270864	0.0252004	0.00632206	0.0109181	0.00954717	0.00624056	0.0106978	0.00364224	0.00407746	0.00510415	0.00867141	0.021868	0.00852027	0.00411846	0.00603667	0.00295585	0.00808165	0.00797539	0.00188551	0.00170884	0.00845057	0.0016284	0.00444136	0.00514769	0.00331243	0.00241296	0.00138948	0.00315463	0.00306879	0.00380396	0.00496729	0.0038385	0.00315891	0.00604694	0.00159675
famille	0.0158705	0.0146423	0.0156517	0.0204726	0.0194532	0.0259951	0.0196647	0.0151915	0.00787448	0.00961706	0.0102793	0.00964384	0.0123699	0.015418	0.0156455	0.0122156	0.0136442	0.0195231	0.0219505	0.0166465	0.0156971	0.0142193	0.0102473	0.0171947	0.0185746	0.0216125	0.0278624	0.0268598	0.0337909	0.027038	0.0216626	0.0169188	0.0163932	0.0161653	0.00785534	0.005187	0.00714675	0.0109821	0.0128657	0.0276421	0.0344693	0.0439014	0.029989	0.0287231	0.0222049	0.0293731	0.0274866	0.0279205	0.0197033	0.0223596	0.0168462	0.0222256	0.00711212
au	0.0437264	0.0230634	0.0198171	0.0389213	0.023814	0.0155032	0.0156162	0.0165125	0.0168569	0.0405435	0.0378654	0.0411372	0.0244818	0.0522861	0.0337642	0.0328708	0.0304996	0.041139	0.0418166	0.0350519	0.0251073	0.0152792	0.0235975	0.0253096	0.0123313	0.0181997	0.00965138	0.00996201	0.0112779	0.0102362	0.00868234	0.00842366	0.00665133	0.00492184	0.00411662	0.00277424	0.00290247	0.00283472	0.00341715	0.00235109	0.00261237	0.00296664	0.00221451	0.0038249	0.00444266	0.0101012	0.0203285	0.0156108	0.0183214	0.021916	0.0178414	0.0187448	0.0277602
sujet	0.0278554	0.0284439	0.0252715	0.0168813	0.0172878	0.0135526	0.0128347	0.0239338	0.0247478	0.0329349	0.0240332	0.0362628	0.0348711	0.0368935	0.0337059	0.0232581	0.0216848	0.0314427	0.0372607	0.0369813	0.020914	0.0315031	0.0181141	0.0146792	0.0293314	0.0162919	0.0208781	0.0220012	0.0255825	0.023657	0.0169863	0.0133998	0.0185963	0.0160354	0.0143331	0.014483	0.0107414	0.0102214	0.00630512	0.00996345	0.00377678	0.00500476	0.00386381	0.00386846	0.00426562	0.00800236	0.011194	0.00894795	0.0100421	0.0112963	0.0104306	0.016147	0.00900402
de	0.0336963	0.035701	0.0284137	0.0163362	0.0134248	0.00784313	0.00664566	0.0173044	0.0209899	0.0222774	0.0133094	0.0233228	0.0253173	0.0278624	0.0364285	0.0251185	0.0261394	0.050648	0.0434376	0.0547852	0.0410378	0.0595275	0.0288207	0.0263564	0.0341086	0.0244232	0.016798	0.0193369	0.0169933	0.0107261	0.00862414	0.00569457	0.00762914	0.00407808	0.003931	0.00329722	0.00384121	0.00609818	0.00656288	0.00700591	0.00687074	0.0146972	0.00662932	0.00697505	0.00544466	0.00611666	0.0115131	0.0101388	0.0123746	0.0126864	0.0120304	0.0154672	0.0151634
la	0.0215059	0.0182909	0.0185774	0.00987211	0.00759725	0.00532522	0.00568112	0.0112343	0.0123538	0.0205788	0.0119253	0.0219649	0.018572	0.0241583	0.0301089	0.0211583	0.0231978	0.0390702	0.045981	0.0477372	0.0504992	0.0602156	0.0393482	0.0478419	0.0427457	0.0269471	0.0139699	0.0206091	0.0199214	0.0135833	0.0140062	0.0122775	0.0128087	0.00889783	0.0068989	0.00681785	0.00709342	0.010468	0.013076	0.0108813	0.0139689	0.015518	0.0108494	0.00969511	0.0105161	0.00835479	0.00958549	0.0097404	0.0113951	0.0101402	0.0120828	0.0138282	0.0105282
santé	0.0243373	0.0180617	0.0216817	0.0181247	0.0181352	0.022934	0.0235188	0.0266121	0.0205386	0.0318593	0.0223085	0.0330512	0.0232893	0.0323309	0.0301415	0.0189733	0.0179864	0.0179571	0.0185209	0.0115168	0.0102832	0.0174712	0.0093722	0.00787575	0.0125583	0.00777972	0.0139741	0.0101361	0.015817	0.0207965	0.0187569	0.0134164	0.0145424	0.0106857	0.0076351	0.0104238	0.0133034	0.0156739	0.0130298	0.0236075	0.0129659	0.0132339	0.0157223	0.0122916	0.0165854	0.0253431	0.0250191	0.0287635	0.0303948	0.0255042	0.0272256	0.0329862	0.0149463
de	0.024141	0.0214903	0.0227819	0.0333925	0.027279	0.0431195	0.0458132	0.0485366	0.0313891	0.0353402	0.031009	0.0321906	0.0186184	0.02897	0.0446563	0.0409089	0.0429602	0.0452477	0.031068	0.0252031	0.0249814	0.0185351	0.0189414	0.0147873	0.0105928	0.0156643	0.0098513	0.0116706	0.00824138	0.00572847	0.0124268	0.00921385	0.0109457	0.0057533	0.00455533	0.00501111	0.0107173	0.00591346	0.00353087	0.00383924	0.00163515	0.00190677	0.00198559	0.00247694	0.0032124	0.00668495	0.00785466	0.00743117	0.0137617	0.0111892	0.0142331	0.0177253	0.024887
