 	a87	a23	a87	a23	a83	a75	a6	a37	a75	a21	a47	a0	a75	a96	a75	a61	a75	a85	a37	a70	a0	a75	a25	a44	a53	a4	a58	a87	a23	a87	a97	a87	a23	a87	a9	a87	</S>
la	0.0591399	0.0689737	0.0397194	0.0560966	0.0288207	0.0236422	0.024388	0.0374388	0.0324536	0.017476	0.0223346	0.0184686	0.0221788	0.0266408	0.0398779	0.0278272	0.028897	0.026517	0.02134	0.0317731	0.0295316	0.0247823	0.0215325	0.0202818	0.0277973	0.0284555	0.0217213	0.0158026	0.0168027	0.0163409	0.0168756	0.0186637	0.0164018	0.0122759	0.0134744	0.0109827	0.0342734
viande	0.00479797	0.0110786	0.0235854	0.0954778	0.184331	0.121133	0.134815	0.104962	0.0760316	0.0588573	0.0372173	0.0338384	0.0230313	0.0186872	0.016754	0.00788953	0.00434922	0.00601413	0.00336692	0.00409614	0.0051914	0.00391268	0.00349608	0.00306676	0.00222536	0.00132199	0.00089234	0.00164106	0.000298552	0.00135767	0.001137	0.000721783	0.000752434	0.000657463	0.000658683	0.00162914	0.000726058
que	0.0342039	0.0567471	0.060101	0.0545041	0.0669432	0.0584233	0.114056	0.124403	0.118855	0.0901835	0.0427976	0.034288	0.0137963	0.0157043	0.00924874	0.00366163	0.00318097	0.00217957	0.00217468	0.00264804	0.00235592	0.00186138	0.00216917	0.00249188	0.00360767	0.00177694	0.00166495	0.00266578	0.00113386	0.00455297	0.00551413	0.00873434	0.0108294	0.00654073	0.0127829	0.013896	0.0093227
j'	0.0680403	0.0445806	0.0257526	0.015799	0.0158305	0.0108394	0.0155684	0.0344372	0.0414706	0.0310304	0.0146665	0.0216128	0.0138615	0.0203836	0.0244691	0.0212069	0.0375883	0.0135976	0.00873301	0.0119226	0.00655204	0.00575754	0.00786771	0.0119717	0.0129047	0.0228629	0.0308257	0.0279817	0.0329154	0.0319777	0.0349343	0.0342883	0.0333862	0.0355	0.0404656	0.0449343	0.0934831
ai	0.0594519	0.035497	0.0134232	0.00517724	0.00532623	0.00468815	0.00649619	0.00803654	0.015434	0.0203115	0.0226205	0.0377567	0.0524011	0.0784645	0.0691523	0.0394341	0.0553526	0.039894	0.0275629	0.0470871	0.0273385	0.0209152	0.0166845	0.0176072	0.0138382	0.0154864	0.0189062	0.0110372	0.00886898	0.0103267	0.018361	0.0214168	0.0284157	0.0231961	0.027226	0.0306391	0.0461685
achetée	0.0343199	0.0277001	0.0198322	0.00709667	0.00488174	0.00421906	0.00642677	0.007104	0.0161164	0.0228726	0.0272297	0.0289583	0.0325549	0.0373352	0.0228494	0.0255338	0.0240517	0.0155835	0.0189149	0.0283055	0.0404666	0.0422671	0.0386391	0.0356335	0.0265739	0.032426	0.0279789	0.0154554	0.0202374	0.0268358	0.0286213	0.0458584	0.0445764	0.0447138	0.0313902	0.0307989	0.0556411
est	0.0297515	0.0229345	0.018508	0.0108349	0.0125371	0.00967353	0.016751	0.0196434	0.0188517	0.018193	0.0192837	0.0183762	0.027071	0.0331336	0.0157909	0.0156289	0.0173648	0.0120716	0.00990407	0.011973	0.0132472	0.0149917	0.0247532	0.0343469	0.0423569	0.0272145	0.0293371	0.0231434	0.0282787	0.0411269	0.0363346	0.0551885	0.0514873	0.06346	0.0487099	0.0552947	0.0524519
déjà	0.0646419	0.069854	0.0633967	0.0512372	0.0252312	0.0265309	0.0225695	0.0230901	0.0209805	0.0285249	0.0351518	0.0290657	0.0252274	0.0251075	0.0192054	0.0140444	0.020968	0.0202907	0.0135095	0.0224155	0.0173882	0.0109625	0.00993909	0.0109391	0.0200438	0.0204334	0.0191464	0.0216874	0.0174381	0.0203563	0.0174162	0.0236004	0.01632	0.0317563	0.0215034	0.0279727	0.0720538
pourrie	0.0445788	0.0328199	0.0225391	0.02013	0.0154348	0.0229001	0.0191368	0.0144788	0.0172979	0.0181603	0.0341597	0.0675674	0.0556024	0.0724707	0.0442174	0.0363162	0.0241556	0.0166924	0.015025	0.018962	0.020242	0.0177347	0.023292	0.0211052	0.0320772	0.0293951	0.0311835	0.0264232	0.0174353	0.022179	0.0190653	0.0217948	0.0162167	0.02771	0.0208168	0.0184092	0.0222748
</S>	0.0640507	0.065763	0.0533017	0.0464125	0.0358151	0.035636	0.0194377	0.0262106	0.0206859	0.0163268	0.0161939	0.00976524	0.0169447	0.0192053	0.0215509	0.0216325	0.0185884	0.0199337	0.0202517	0.0211451	0.0279267	0.0244968	0.024923	0.0248024	0.0376352	0.0355687	0.0271658	0.0237995	0.020416	0.0210022	0.0203501	0.0209482	0.0186642	0.0227485	0.021293	0.0198752	0.0395329
