 	a57	a30	a10	a87	a23	a62	a21	a12	a21	a12	a21	a47	a21	a12	a18	a75	a5	a21	a5	a23	a21	a85	a5	a61	a66	a18	a90	a25	a15	a7	a84	a87	a23	a97	</S>
la	0.0932039	0.057927	0.0148399	0.0206541	0.00868744	0.0138769	0.0269075	0.0290671	0.0210007	0.0246223	0.0210505	0.0271277	0.0303235	0.034768	0.019884	0.019093	0.018329	0.0205048	0.0152438	0.0135069	0.0145539	0.0170445	0.0310157	0.0244969	0.0297677	0.0221987	0.033369	0.034545	0.0208156	0.0197756	0.0258962	0.0400558	0.0459871	0.0324146	0.0774457
roussette	0.0012757	0.00671365	0.00616691	0.00578241	0.0206654	0.0575733	0.16496	0.114454	0.137463	0.132422	0.124152	0.0795479	0.0507698	0.0283561	0.0131278	0.01408	0.00692065	0.00854993	0.00481624	0.00787726	0.00355057	0.00299291	0.00160461	0.000742815	0.000736677	0.000854083	0.000707791	0.000693649	0.000411752	0.00034322	0.000287228	0.000168087	0.000348536	0.000460023	0.000423282
est	0.0105465	0.0238877	0.00605026	0.00681112	0.00498851	0.025808	0.0357198	0.0625338	0.0838578	0.0915027	0.268623	0.14355	0.112921	0.0328891	0.0233783	0.0259047	0.010198	0.00741761	0.00461325	0.00372958	0.0011365	0.00130724	0.00108972	0.000494415	0.00058163	0.000886778	0.000975428	0.00144863	0.00105684	0.00102085	0.00102648	0.000975289	0.00100254	0.00112827	0.000938208
accrochée	0.0280197	0.0213673	0.0122101	0.0103791	0.00713329	0.00698875	0.00737764	0.0189814	0.0227719	0.0264346	0.0449525	0.0376724	0.0404806	0.0461076	0.0790104	0.0842598	0.0631578	0.0567627	0.041575	0.0292756	0.012456	0.017379	0.0137375	0.023622	0.024323	0.0219267	0.0308174	0.0220804	0.0255895	0.0288211	0.0243659	0.0171957	0.0228051	0.0222205	0.00774235
sur	0.0563368	0.0564175	0.0214063	0.0256947	0.0208815	0.0270045	0.0209504	0.0242061	0.0233591	0.0282065	0.0587832	0.0444916	0.0406267	0.0737629	0.0941997	0.0473522	0.0451445	0.041704	0.03512	0.0300097	0.026947	0.0192488	0.0212018	0.0156794	0.0107203	0.0176898	0.00847337	0.00868945	0.00537539	0.00463956	0.00790046	0.00817259	0.0100945	0.00914799	0.0103616
une	0.0409964	0.0273243	0.0172818	0.0194218	0.011851	0.020334	0.0176812	0.0205049	0.0237544	0.0240687	0.0291122	0.034568	0.0442049	0.0497425	0.0582596	0.0392283	0.0416238	0.0375351	0.0301883	0.0333218	0.0421857	0.0382696	0.0590832	0.0282146	0.0221187	0.020447	0.0167526	0.0224644	0.00641467	0.0108202	0.0118636	0.0307368	0.0127617	0.0108074	0.0460567
branche	0.0249199	0.021267	0.00786326	0.00901605	0.0195563	0.0304049	0.0333543	0.0168532	0.0289222	0.0274663	0.0379357	0.039442	0.0316237	0.027845	0.0489685	0.042534	0.0373609	0.0253132	0.0422081	0.0417626	0.0557121	0.0462275	0.0489582	0.0196648	0.0144787	0.0210977	0.0211641	0.0221473	0.0270216	0.0274386	0.022055	0.021733	0.0188901	0.0191647	0.0196295
d'	0.049559	0.0400616	0.0205389	0.0162581	0.00507521	0.0102963	0.00779472	0.0139023	0.0181036	0.0184205	0.0274956	0.0230831	0.0378154	0.0502829	0.0675741	0.0490827	0.0518391	0.0510666	0.0453682	0.0293835	0.0221422	0.027859	0.0382928	0.0233269	0.0214454	0.0275296	0.0264272	0.0196162	0.0123299	0.0118057	0.0191277	0.0276068	0.0263616	0.0225994	0.040528
arbre	0.0454291	0.0210183	0.0117638	0.0115983	0.00735437	0.00667771	0.00472671	0.00633006	0.0074436	0.00792205	0.0107246	0.0125627	0.0129975	0.0178947	0.0315028	0.0232787	0.021953	0.020369	0.0276822	0.0248432	0.020323	0.0297561	0.0285598	0.0381839	0.0355945	0.037408	0.0637666	0.0453099	0.0515368	0.0526145	0.0528717	0.0603304	0.0548212	0.0389224	0.0559288
</S>	0.0390432	0.0204276	0.0152103	0.0157147	0.0176528	0.0142227	0.0122851	0.0142192	0.0169815	0.01811	0.0270007	0.0278544	0.0221632	0.0267061	0.0331557	0.0274311	0.0236961	0.026048	0.0280606	0.0325885	0.0222589	0.0287203	0.031542	0.0315603	0.0282064	0.0241817	0.0371893	0.0333326	0.0302193	0.033217	0.0350281	0.0479849	0.0415901	0.0324248	0.0839726
