 	a66	a87	a23	a83	a93	a70	a93	a90	a56	a12	a47	a31	a24	a21	a12	a88	a75	a85	a6	a5	a43	a88	a0	a11	a31	a43	a11	a70	a83	a71	a9	a99	a87	a23	a99	a97	a87	</S>
les	0.0410656	0.0631409	0.051232	0.0697105	0.052721	0.045644	0.0612131	0.0824029	0.0669405	0.107902	0.067425	0.0264406	0.0280453	0.0146464	0.0146744	0.00948604	0.0122623	0.0128411	0.00719218	0.00573333	0.00371495	0.00404082	0.00310981	0.00436695	0.00999417	0.00776325	0.0122223	0.0130469	0.0122715	0.00923348	0.0105276	0.010223	0.00743256	0.00635526	0.00766063	0.0096298	0.0105178	0.0171706
cris	0.0107507	0.0162859	0.0372078	0.0716203	0.118325	0.0774943	0.0401139	0.0343365	0.0283864	0.0604992	0.0739031	0.0586576	0.136413	0.0554653	0.0265518	0.0224369	0.0169041	0.0189604	0.016127	0.0115405	0.0101317	0.00822627	0.00524388	0.00528921	0.00211608	0.00194078	0.00217836	0.00131288	0.00191636	0.00241819	0.00392134	0.00389896	0.00253972	0.00322112	0.00239532	0.0024673	0.00491465	0.00388848
stridents	0.0212542	0.0279906	0.0614181	0.0393514	0.0899273	0.0500163	0.0243636	0.049939	0.0472329	0.0289822	0.0655531	0.11271	0.0959011	0.0992175	0.0396136	0.0190051	0.0264779	0.0169298	0.0110231	0.0103488	0.00987648	0.00650959	0.0039475	0.00361262	0.00235829	0.00279496	0.00216867	0.000670979	0.000890497	0.00143056	0.00101725	0.00156818	0.00262818	0.0038485	0.00275593	0.00320588	0.0117278	0.0017323
des	0.0427709	0.022089	0.0198113	0.0204284	0.0112769	0.016404	0.0211885	0.0307352	0.0353013	0.0251057	0.0294137	0.0433214	0.0462282	0.0558514	0.0365611	0.0250919	0.0149989	0.0100313	0.0208793	0.0165446	0.0133907	0.0197185	0.00872786	0.0147623	0.0119429	0.0107661	0.0119079	0.0103654	0.0183668	0.0249821	0.0240495	0.0248824	0.034619	0.0530094	0.0431387	0.0427739	0.0521411	0.036422
cigales	0.0370048	0.0320636	0.0393032	0.0716297	0.0507109	0.0386075	0.0334169	0.0496857	0.0419809	0.0346506	0.0574179	0.0372791	0.0515951	0.0537023	0.0281041	0.0322465	0.0201741	0.0158954	0.0210565	0.0195124	0.0145599	0.0115854	0.00773089	0.00774336	0.00807835	0.00940594	0.00950046	0.0046004	0.00472254	0.00559861	0.00843243	0.0107719	0.0129079	0.0240193	0.0210557	0.0185153	0.0273536	0.0273805
nous	0.109401	0.0474117	0.0514519	0.0404756	0.066234	0.0395995	0.020231	0.0221461	0.0219244	0.00894857	0.0280207	0.0363558	0.0294567	0.0397784	0.0371612	0.027468	0.0360557	0.0235436	0.0150256	0.0150659	0.0183105	0.0081073	0.0138588	0.00801964	0.014928	0.0191879	0.0170827	0.0121092	0.00861791	0.0067389	0.00843394	0.0162457	0.0155519	0.0158667	0.0225239	0.0228608	0.0291833	0.0266176
ont	0.0320558	0.021144	0.0169469	0.0130903	0.0140247	0.0140509	0.0127701	0.0125917	0.0123955	0.00779267	0.0196702	0.0192191	0.0218505	0.0454464	0.0396542	0.0330356	0.0260617	0.0161331	0.0223701	0.019695	0.018604	0.0165085	0.0185129	0.0296881	0.0600635	0.0424671	0.039625	0.0189675	0.0271393	0.0206421	0.0317688	0.0300662	0.0332287	0.0314289	0.048547	0.0311953	0.0517151	0.0298333
empêché	0.0298918	0.0219909	0.0215311	0.0174106	0.0183993	0.0136321	0.0110768	0.00808567	0.00883908	0.0038946	0.00897901	0.0092084	0.0113014	0.0178973	0.014195	0.0126591	0.0109444	0.00729334	0.00979181	0.00885527	0.00882543	0.00971523	0.0105315	0.0118648	0.0272598	0.0227187	0.0243968	0.0300028	0.0551779	0.0550885	0.0804999	0.0710801	0.0404404	0.0554113	0.0684235	0.0490723	0.0503025	0.0633115
de	0.0345922	0.0260621	0.0466628	0.0358584	0.0466426	0.0277587	0.0238791	0.0234861	0.0335237	0.0202723	0.0275802	0.0194352	0.0264438	0.0209866	0.0189301	0.012929	0.0114645	0.00791858	0.00824971	0.0076073	0.0104943	0.00953846	0.00680531	0.0100005	0.0136124	0.00855644	0.0132215	0.012926	0.0231565	0.0314842	0.041018	0.0456704	0.0363055	0.0582376	0.0461163	0.0565258	0.0469784	0.0490694
dormir	0.0419099	0.024524	0.0313028	0.0279187	0.0334667	0.0203554	0.0192104	0.018429	0.0373013	0.0171994	0.0327878	0.0247708	0.0283988	0.0255648	0.023888	0.0195538	0.0203349	0.016625	0.016016	0.0149844	0.0214723	0.0191029	0.0138846	0.0197943	0.0205912	0.0151454	0.0231338	0.0184906	0.0276996	0.0300911	0.0368149	0.0346934	0.0301465	0.0434471	0.0361459	0.0430126	0.0393634	0.0324289
</S>	0.0192803	0.0172321	0.0263991	0.0313929	0.0363221	0.0212464	0.0141605	0.0164008	0.0172896	0.0151483	0.0145073	0.0096371	0.0130853	0.0123676	0.00957695	0.00837521	0.00845894	0.00790488	0.00766023	0.00818777	0.0100783	0.0122776	0.0105724	0.0159343	0.0247239	0.020941	0.0340196	0.0307596	0.0430526	0.0443695	0.050381	0.0491746	0.0346714	0.0534727	0.0492093	0.0646696	0.0596241	0.0774351
