 	a23	a85	a66	a87	a23	a38	a4	a70	a13	a70	a13	a20	a69	a58	a57	a53	a76	a69	a58	a54	a73	a94	a69	a76	a90	a76	a73	a12	a24	a41	a73	a2	a57	a87	a23	a40	a73	a84	a57	a90	a12	a18	a24	a9	a38	a98	a73	a44	a70	a13	a82	a87	</S>
l'	0.0427328	0.0748201	0.0554639	0.042492	0.0471448	0.0498855	0.0253687	0.0297838	0.0132574	0.00809221	0.0209701	0.0218908	0.0265733	0.0138759	0.030009	0.0205666	0.0183877	0.0217269	0.0152464	0.00966319	0.0136327	0.00505321	0.0115179	0.0111587	0.00671898	0.0103864	0.0189941	0.0205193	0.0113682	0.0184667	0.0114332	0.0157573	0.0180649	0.0165871	0.00733702	0.00727352	0.00826343	0.0120698	0.00436911	0.00406814	0.00517229	0.011103	0.0100361	0.0123641	0.0087247	0.00947013	0.0157686	0.0100773	0.0154334	0.0132664	0.0154722	0.0139635	0.0381576
antilope	0.00538494	0.0108263	0.0135967	0.0249586	0.0397854	0.0169399	0.0672066	0.0682967	0.0690064	0.0516819	0.0500857	0.0218294	0.0155863	0.0246774	0.0267936	0.0614739	0.0163131	0.0921393	0.0136714	0.0172221	0.0108743	0.0132173	0.0264163	0.0247474	0.0117953	0.00748093	0.0176621	0.0131135	0.0138672	0.0086511	0.00680314	0.00987874	0.0169125	0.0140879	0.00783886	0.00462638	0.00738521	0.00771004	0.0115698	0.0101912	0.00742458	0.00532922	0.00471921	0.00518067	0.001759	0.000640527	0.0010359	0.00065582	0.00217469	0.00130484	0.00175499	0.0020558	0.0136598
bondit	0.0105328	0.00713456	0.00678763	0.0124207	0.0129181	0.0401929	0.0428967	0.0335389	0.0756937	0.0831676	0.0266939	0.0253942	0.0305483	0.0417048	0.0280894	0.0529122	0.0142483	0.0312152	0.0143073	0.0287816	0.0160084	0.0149143	0.0282331	0.0251986	0.0127383	0.00777421	0.00598559	0.00505692	0.0075234	0.0131676	0.0182827	0.0149805	0.0183824	0.00601001	0.00529177	0.00600852	0.00802478	0.00565858	0.00790758	0.00646576	0.00414418	0.00407968	0.00499359	0.00504702	0.00287167	0.00270728	0.00731354	0.00439485	0.0108924	0.00984222	0.0161302	0.0170165	0.0577747
à	0.0333419	0.0227099	0.020216	0.0246751	0.0201535	0.0286265	0.0271897	0.0142272	0.0171178	0.0238664	0.0290744	0.0271248	0.0490904	0.0294015	0.0291622	0.0399816	0.018832	0.0120886	0.0269812	0.0166083	0.0249794	0.0247581	0.0279771	0.0218674	0.0146198	0.0169518	0.0102809	0.00857137	0.0146227	0.013745	0.0122492	0.010812	0.0117872	0.00972897	0.0161236	0.0273362	0.0501368	0.0300506	0.0178272	0.0186449	0.0120322	0.0172538	0.0117607	0.0194305	0.011571	0.00423248	0.00561594	0.00261474	0.00318304	0.00339345	0.00466402	0.00370452	0.00700446
l'	0.0218929	0.0210695	0.0183684	0.015465	0.0149635	0.0199472	0.0135786	0.0103422	0.00908307	0.00875502	0.00628381	0.00526828	0.00811767	0.00818936	0.00735224	0.00800181	0.00507893	0.00701197	0.0098926	0.00760502	0.0161119	0.0209798	0.0310519	0.0267717	0.0337187	0.0427342	0.032791	0.0288527	0.0423161	0.0351377	0.0334579	0.0326705	0.0251303	0.0209702	0.0197446	0.0221241	0.0348602	0.025025	0.0172943	0.014071	0.0280456	0.0287404	0.0229064	0.0222739	0.0200379	0.0128127	0.0131928	0.00890858	0.0078606	0.0129513	0.0152817	0.0160283	0.00887906
approche	0.02665	0.0163789	0.016862	0.0206396	0.0321836	0.0322193	0.0237203	0.0185838	0.020704	0.0140305	0.0109656	0.00805549	0.0151964	0.00981949	0.0120001	0.00701373	0.00407536	0.00677295	0.00951246	0.00625157	0.0104421	0.0109191	0.0304044	0.0212675	0.0342147	0.0372357	0.0342375	0.0255644	0.0300443	0.0340198	0.0234733	0.0247622	0.0227291	0.0155378	0.0219486	0.0308574	0.0337966	0.0327365	0.0172891	0.0178337	0.0237111	0.036686	0.0239074	0.0191271	0.0135918	0.00700867	0.00739719	0.00633037	0.00448915	0.00882463	0.0112707	0.00676999	0.0099369
de	0.0510891	0.0350746	0.0248111	0.0176193	0.0158612	0.0245946	0.0111084	0.00840298	0.00636158	0.00576594	0.0112741	0.0150899	0.0156656	0.0162742	0.0152499	0.00937365	0.0104504	0.0179326	0.0171307	0.0208381	0.0203554	0.0175128	0.0176515	0.0142372	0.0168287	0.0290935	0.0282637	0.0421852	0.0557804	0.0598716	0.0285088	0.0311016	0.0319557	0.0318625	0.0100093	0.00452104	0.00374962	0.00309363	0.00346287	0.0018696	0.00296621	0.00506351	0.00631653	0.00861668	0.00551424	0.00775293	0.0138448	0.0154653	0.0137845	0.0238511	0.0262131	0.0274566	0.0412717
l'	0.0266699	0.0126963	0.0101687	0.00851674	0.00477833	0.00522338	0.00378717	0.00249839	0.0049309	0.00521959	0.00881136	0.0127858	0.0166505	0.0220806	0.0132234	0.0129133	0.0150128	0.0145786	0.0186292	0.0167713	0.0244814	0.0233759	0.0224227	0.0280285	0.0247342	0.0301553	0.0217945	0.0150024	0.0185709	0.022623	0.0256365	0.0247135	0.0255387	0.0253884	0.0239821	0.0214277	0.0230443	0.0172752	0.0252135	0.0188306	0.0294471	0.0278667	0.0261738	0.0336401	0.0270936	0.0188735	0.0158674	0.0192777	0.0197112	0.0224943	0.0222545	0.0199808	0.0191337
homme	0.0211508	0.0095702	0.00889515	0.00742952	0.0059306	0.00639297	0.00541371	0.00495565	0.00431375	0.00463319	0.00654484	0.00903252	0.0183911	0.0161796	0.0145792	0.0153996	0.0121272	0.0153348	0.0188651	0.0126682	0.0241203	0.0130709	0.0316371	0.0469899	0.022257	0.0314546	0.0194734	0.0106378	0.0133513	0.0187838	0.0207188	0.0262711	0.0388358	0.0347166	0.0225436	0.018029	0.015624	0.0175629	0.0162769	0.0149683	0.0178132	0.0190707	0.0205895	0.0233267	0.0263187	0.028168	0.0229597	0.0288239	0.0300704	0.030951	0.0302249	0.0253368	0.0212159
</S>	0.0383194	0.0477908	0.0366397	0.0226935	0.0161338	0.0251004	0.0220058	0.0322013	0.0176914	0.00797896	0.0173744	0.0185804	0.0318024	0.0131822	0.0129951	0.00852584	0.00799973	0.00953969	0.0103253	0.00719473	0.0112702	0.00815702	0.0119395	0.0199435	0.011784	0.015942	0.0142721	0.0117426	0.0125329	0.0202494	0.0130902	0.0168675	0.0167397	0.0133201	0.00855311	0.00779235	0.00910317	0.00767547	0.0106195	0.00749364	0.0103393	0.0105935	0.0116124	0.0134703	0.0118089	0.0149407	0.0213518	0.0338416	0.0366452	0.0380863	0.0395682	0.0286136	0.0759657
