 	a66	a87	a97	a79	a69	a58	a25	a92	a56	a34	a47	a62	a83	a93	a90	a98	a85	a6	a47	a96	a5	a0	a27	a30	a10	a87	a97	a99	a97	a99	a3	a97	</S>
qui	0.022105	0.0375088	0.0467523	0.0673207	0.0513568	0.0572221	0.0474878	0.0342915	0.0305431	0.0180589	0.0239946	0.0266778	0.0235528	0.0201451	0.017415	0.00873291	0.00417019	0.00462701	0.0104838	0.0223007	0.0335008	0.0619013	0.0345756	0.0400513	0.0300773	0.0323326	0.0282126	0.0301633	0.0262571	0.0277012	0.0301054	0.0169709	0.0334035
est	0.0332228	0.0203582	0.0150968	0.01349	0.010656	0.0195512	0.0202472	0.0177642	0.0173949	0.0123625	0.0164491	0.0231211	0.0306986	0.0249689	0.0305192	0.0374243	0.0330916	0.0304821	0.0363434	0.0223348	0.0492964	0.0370927	0.0575374	0.0429731	0.0710798	0.0388543	0.041476	0.0303552	0.0317612	0.0338579	0.0376843	0.0363924	0.0260625
ce	0.0815679	0.092132	0.10814	0.0819628	0.0830429	0.0818693	0.0520177	0.0353736	0.0246252	0.0194377	0.0235129	0.0237345	0.0176199	0.0194386	0.00956776	0.00721799	0.00555678	0.0063349	0.0114527	0.0121175	0.0116286	0.0158102	0.0107822	0.0130931	0.0124691	0.0134299	0.0119688	0.0113217	0.0154449	0.0159811	0.0174053	0.027607	0.0263352
qui	0.0495926	0.0382952	0.0474412	0.0552679	0.061794	0.044574	0.0490427	0.0358489	0.0257382	0.033813	0.0277268	0.0337435	0.0498921	0.0582818	0.0724864	0.0393727	0.0372428	0.0193318	0.015508	0.016172	0.0133868	0.0193664	0.0139421	0.0160425	0.0177571	0.0127758	0.01901	0.0103729	0.0160498	0.00623711	0.0198373	0.00807845	0.0159783
est	0.0876679	0.0595316	0.0277849	0.0265611	0.0241469	0.0302082	0.0125029	0.00655977	0.00724856	0.00759328	0.0109754	0.010693	0.0132102	0.00919172	0.00687726	0.00739812	0.0122979	0.0176509	0.0430359	0.0366933	0.03794	0.0278684	0.0389731	0.0277144	0.027632	0.0358013	0.032218	0.0359655	0.0456322	0.0500038	0.0757457	0.0670631	0.0396136
blessé	0.0947817	0.0497643	0.0401313	0.0310778	0.0192453	0.0482662	0.021037	0.0161505	0.0233792	0.0338702	0.0383684	0.0326603	0.0284335	0.0130785	0.0132657	0.00781766	0.0073532	0.00960868	0.0201376	0.0480734	0.0307936	0.0487746	0.051517	0.0288756	0.0330688	0.059364	0.0234273	0.0180334	0.0323962	0.0173145	0.0200027	0.010469	0.0294629
sur	0.0342913	0.0284851	0.0387762	0.0258948	0.018769	0.0244936	0.0241697	0.0198226	0.020385	0.0152568	0.0180503	0.0255253	0.0303577	0.0158318	0.0129945	0.0208499	0.0172113	0.0157833	0.0157941	0.0413203	0.0341983	0.0663648	0.0793264	0.0731697	0.0523807	0.0515617	0.0383478	0.0326486	0.0327058	0.0139676	0.0243458	0.0138117	0.0231085
la	0.075781	0.0601806	0.0303973	0.0238811	0.0167531	0.0147313	0.0106913	0.00930015	0.00817324	0.00602373	0.00720835	0.00725685	0.00658722	0.00593398	0.00437328	0.00637549	0.00544755	0.0106866	0.0212517	0.0340779	0.0361456	0.0421559	0.0460674	0.0381088	0.0389662	0.0429051	0.0345315	0.0545111	0.0674709	0.0729019	0.0677753	0.0579324	0.0354162
tête	0.0428415	0.0330723	0.0254605	0.0346216	0.031821	0.0260273	0.0101235	0.00571277	0.00462516	0.00505842	0.00772251	0.00879438	0.0121567	0.0108762	0.00708297	0.00745098	0.00708661	0.00841301	0.0119037	0.0147793	0.0155546	0.0227122	0.0167391	0.0272868	0.0203508	0.025779	0.0302389	0.0500008	0.0441153	0.0717782	0.0867627	0.0752178	0.197833
</S>	0.0496777	0.0394354	0.0247928	0.0167509	0.0119631	0.0067065	0.00176303	0.000929245	0.000867971	0.00143164	0.00251686	0.00320744	0.00787832	0.00531312	0.00437434	0.00501219	0.00681232	0.00884477	0.0194176	0.027553	0.01665	0.0236006	0.0128176	0.0146657	0.0186648	0.0324006	0.0305813	0.0543558	0.0687667	0.0978935	0.120207	0.105126	0.159022
