 	a66	a87	a23	a30	a93	a70	a96	a93	a90	a98	a85	a6	a36	a21	a5	a23	a75	a85	a47	a36	a2	a57	a10	a50	a83	a56	a44	a56	a92	a79	a98	a79	a92	a25	a92	a37	a6	a36	a26	a2	a57	a87	a23	a87	</S>
cette	0.0197472	0.0296036	0.0382567	0.0666301	0.0454541	0.0575317	0.0495378	0.0458418	0.0462854	0.0330994	0.0364286	0.011305	0.015189	0.0132596	0.0114873	0.00956455	0.00756705	0.00710398	0.00745167	0.00899684	0.00601876	0.00949787	0.00890703	0.0104094	0.0105169	0.00585894	0.00819526	0.0130228	0.0071128	0.0115601	0.0060483	0.00412833	0.00337815	0.00342354	0.0099962	0.00599357	0.00664019	0.0251494	0.0320324	0.0258725	0.0364002	0.0292361	0.0415386	0.039854	0.0788671
femme	0.00533192	0.00470712	0.0209525	0.034144	0.0163087	0.0199055	0.0310461	0.0219428	0.0684626	0.0794023	0.0564256	0.0441593	0.0300471	0.0458245	0.0257652	0.0356786	0.062596	0.0427452	0.0275602	0.0477314	0.063637	0.0382614	0.0141252	0.00908202	0.00613886	0.00652919	0.00682101	0.0100155	0.0142627	0.015111	0.0159407	0.0149568	0.0145323	0.00455961	0.00215791	0.00292466	0.00379999	0.00371394	0.00192715	0.00207004	0.00246967	0.00432368	0.00692734	0.00699938	0.00797622
agit	0.016141	0.0179234	0.0152377	0.0189505	0.027592	0.0199457	0.0246481	0.0202792	0.030054	0.0120281	0.0226588	0.00773824	0.0187318	0.00942035	0.0090345	0.0203657	0.0194355	0.0639276	0.0452994	0.106948	0.0986006	0.0951185	0.0621693	0.026519	0.016989	0.0267622	0.00689386	0.0046983	0.00321486	0.00249598	0.00200809	0.00447194	0.00370171	0.00632559	0.0156336	0.00966061	0.00520317	0.00503548	0.0022462	0.0138951	0.00579153	0.0119895	0.0148639	0.0138104	0.0155424
avec	0.0466041	0.0380342	0.02257	0.0176292	0.0120126	0.00667459	0.00831711	0.00892701	0.00869756	0.0148042	0.00838395	0.0180785	0.00889068	0.0160007	0.019783	0.0206648	0.0280944	0.0194246	0.020148	0.0254115	0.0482988	0.0433499	0.0400126	0.0319512	0.0316324	0.0237832	0.0138709	0.00905979	0.0129239	0.0206732	0.0257915	0.0252411	0.0230448	0.0441232	0.0215378	0.0282487	0.0349956	0.0269528	0.0168568	0.0108051	0.0182025	0.0135158	0.00917253	0.0184865	0.038319
ostentation	0.0300451	0.0182476	0.0200698	0.0240019	0.0316976	0.0255454	0.0216532	0.0230456	0.0385325	0.053635	0.0346466	0.0437267	0.0476257	0.080312	0.0690976	0.0750165	0.042266	0.0273374	0.0181864	0.0263897	0.0177126	0.0199576	0.0200019	0.0252734	0.0132043	0.0123862	0.0109215	0.00934987	0.00613877	0.00532354	0.00589611	0.00338773	0.00353112	0.00440928	0.0048291	0.00663153	0.00974839	0.00716045	0.0116628	0.00738039	0.00982855	0.00900123	0.0065658	0.00630092	0.0123187
parce	0.00949416	0.00545675	0.00542405	0.00633303	0.0120834	0.0175075	0.0216742	0.0582926	0.0123535	0.0278817	0.0291279	0.0686855	0.0627914	0.0677048	0.0942731	0.0626137	0.0612997	0.061225	0.0451903	0.0590711	0.0473059	0.0420575	0.0280128	0.0176812	0.0138828	0.00731311	0.00462432	0.00286012	0.00197101	0.00159669	0.0022847	0.000710598	0.000783977	0.000950536	0.00202663	0.00225184	0.00349016	0.00348819	0.00435495	0.00291327	0.00274405	0.00325404	0.00311983	0.0031556	0.00868249
que	0.0155969	0.00782253	0.00755552	0.0081212	0.0126862	0.0250399	0.0221838	0.0248932	0.012245	0.0145306	0.0167292	0.0248974	0.0259273	0.0373654	0.043858	0.0390159	0.052333	0.0603496	0.0612948	0.08258	0.0776005	0.0755117	0.0545892	0.0347959	0.0324259	0.0140895	0.00728315	0.00539405	0.00406093	0.00452079	0.00528791	0.00281782	0.00471844	0.00622607	0.0142308	0.0052576	0.00654908	0.00641642	0.00616081	0.00603191	0.00399684	0.00543123	0.00654067	0.00512493	0.00991229
son	0.0261426	0.0216613	0.0151777	0.00889651	0.00768496	0.00903948	0.00851328	0.00741711	0.00930089	0.00749958	0.0116672	0.0107519	0.016747	0.0158964	0.0215021	0.0300135	0.0363134	0.0501929	0.0606257	0.0725935	0.0712335	0.0605148	0.0610508	0.0427275	0.0344243	0.0156013	0.0133626	0.0115176	0.00835001	0.00723012	0.0124428	0.00782691	0.0178139	0.0221361	0.0324699	0.0152462	0.016204	0.0171718	0.0137937	0.017585	0.0125935	0.0114253	0.0106369	0.00884466	0.0101601
mari	0.0210859	0.0114292	0.00671186	0.00367174	0.00588136	0.00562716	0.00427546	0.00432815	0.00523438	0.00526896	0.00451642	0.0107253	0.0101012	0.0152453	0.0204662	0.0290748	0.0343913	0.0289949	0.0284615	0.0292521	0.0613524	0.035284	0.039703	0.0534633	0.0342078	0.0150522	0.0216231	0.0220457	0.0206718	0.0200464	0.0231387	0.0142233	0.0286025	0.0459893	0.0716468	0.0213196	0.0255399	0.0382914	0.022307	0.0187781	0.020046	0.0136824	0.0135282	0.0158723	0.0188417
est	0.0217882	0.0156671	0.0134091	0.00998754	0.00871519	0.0122626	0.00961674	0.00830664	0.00823341	0.00753165	0.00763856	0.0124397	0.0106053	0.0185212	0.0199938	0.0232074	0.0209547	0.0207356	0.0198643	0.0203875	0.0294689	0.0197324	0.020567	0.0248282	0.0249885	0.0158307	0.0123667	0.0207502	0.0283345	0.0291907	0.0355417	0.0194189	0.0226025	0.0221779	0.0311531	0.0118855	0.0119619	0.030465	0.0339434	0.0230883	0.0285412	0.0293588	0.0430068	0.0364738	0.104457
