 	a66	a10	a87	a23	a99	a30	a53	a20	a79	a7	a75	a21	a12	a96	a90	a98	a92	a5	a43	a61	a21	a5	a12	a18	a62	a88	a71	a88	a11	a75	a6	a36	a2	a57	a87	a10	a87	a23	a87	a23	a87	a23	a99	a10	</S>
la	0.0404384	0.0359948	0.0385383	0.0327651	0.031182	0.0445083	0.02405	0.0155759	0.0314773	0.0173596	0.0312179	0.0207855	0.0172185	0.0166523	0.0100086	0.00874685	0.0146386	0.00977493	0.00743196	0.00868387	0.00671799	0.00705687	0.00772805	0.00653629	0.00529587	0.00890191	0.00879205	0.0147195	0.00662844	0.00837504	0.0139495	0.0186555	0.0232636	0.0322584	0.0441075	0.0268425	0.0376831	0.0223871	0.03058	0.0295441	0.0306089	0.0321574	0.0334105	0.0353121	0.051439
mère	0.0183332	0.0255724	0.0484517	0.0329691	0.0310563	0.0943875	0.099085	0.0866175	0.0168968	0.0037634	0.00746507	0.00335476	0.00304007	0.00357512	0.0104782	0.00350934	0.0119902	0.0158043	0.0274902	0.0445803	0.0440373	0.0419922	0.0380204	0.0457697	0.0788257	0.0510163	0.0330488	0.0224918	0.010066	0.00797734	0.00459993	0.00323764	0.00295242	0.00279594	0.0039044	0.00264809	0.0032877	0.00337073	0.00063785	0.00145741	0.00186734	0.00147721	0.00254518	0.0020105	0.00154138
a	0.0136183	0.0169502	0.0153298	0.019756	0.0252818	0.0179884	0.0239229	0.0392229	0.0377295	0.0147787	0.0164671	0.0252239	0.0215287	0.0258412	0.0501613	0.036024	0.0522288	0.0374906	0.0444713	0.0559623	0.0742478	0.0532479	0.0566615	0.0250954	0.0207845	0.0116926	0.023999	0.0133802	0.0100572	0.00923198	0.00740827	0.0109153	0.00216131	0.00591966	0.00487938	0.00259657	0.00444093	0.00444537	0.00367503	0.00953326	0.0110469	0.0150093	0.011038	0.0154994	0.00305539
levé	0.0109806	0.0133896	0.0110267	0.00786618	0.0139627	0.0192256	0.0372176	0.0368611	0.0533944	0.063015	0.0536063	0.0664152	0.0312201	0.0230038	0.0368809	0.034896	0.0271926	0.0222118	0.02621	0.0216721	0.0216224	0.0177828	0.0204896	0.0106599	0.0203921	0.0131776	0.0331901	0.0168485	0.013118	0.0123858	0.00748425	0.0165967	0.0123838	0.0109235	0.0107241	0.0116829	0.0136806	0.0128244	0.0148044	0.0166266	0.0144798	0.0183954	0.0142568	0.0114639	0.0237577
la	0.0265089	0.0107315	0.00931674	0.0117952	0.0148134	0.0254162	0.0205061	0.0257863	0.0367929	0.0196006	0.0864477	0.0568477	0.0570454	0.0492463	0.0736058	0.0291597	0.0300933	0.0632739	0.0369682	0.021223	0.0118952	0.0118926	0.00834328	0.00869407	0.00905646	0.00662967	0.00937099	0.00793925	0.00647971	0.00957499	0.00901338	0.0101331	0.00337457	0.00622714	0.00357447	0.00558292	0.00628533	0.0140739	0.0163193	0.0180468	0.0193728	0.0257141	0.018323	0.0178991	0.0310052
main	0.00691738	0.00455415	0.00466836	0.00387956	0.00350553	0.0045716	0.00518142	0.00744254	0.0206179	0.0299671	0.046162	0.0426697	0.0605298	0.0855883	0.0877346	0.0843604	0.0531506	0.0655635	0.0386024	0.0364424	0.0323975	0.0267478	0.0166599	0.0108435	0.0110424	0.00591591	0.00781217	0.00801267	0.00728904	0.00930761	0.00826373	0.0130719	0.00412237	0.00582314	0.0045739	0.00356868	0.0053465	0.00978531	0.00840287	0.0160975	0.0165591	0.022983	0.0178376	0.0152089	0.0202179
sur	0.00837518	0.00694622	0.00673799	0.00509326	0.00654628	0.00462739	0.005656	0.00782185	0.0274807	0.0323146	0.0446584	0.037552	0.0573123	0.0588462	0.0735164	0.0400554	0.034634	0.0386182	0.0108574	0.00939838	0.00668605	0.00653281	0.00440641	0.00308893	0.00298081	0.00230278	0.00221674	0.00325324	0.00458196	0.0077719	0.0116588	0.0182734	0.00983298	0.0129627	0.0141303	0.0139578	0.0233277	0.0232158	0.0260845	0.0428101	0.0301447	0.0510816	0.0456946	0.0522121	0.0637432
son	0.0292735	0.0299771	0.0431978	0.0380446	0.0316415	0.0166669	0.0144698	0.0171511	0.0260847	0.0259455	0.0249668	0.0331784	0.0522431	0.030533	0.0348265	0.0506175	0.0378312	0.0291868	0.0121703	0.0129737	0.011233	0.00921349	0.00577836	0.00536857	0.00418245	0.00397672	0.0102328	0.0085829	0.0193164	0.0210327	0.0204518	0.018801	0.0123779	0.0230934	0.0102593	0.00814428	0.00970053	0.0094539	0.0151288	0.0196174	0.0171456	0.0335721	0.0356955	0.0377952	0.0388659
fils	0.0116838	0.00929907	0.00810203	0.00534569	0.00522142	0.00382338	0.00438744	0.00467729	0.00923223	0.0141365	0.0140498	0.019286	0.0297521	0.0271158	0.0195033	0.0632145	0.033054	0.0309727	0.0134808	0.0208701	0.0188354	0.0185065	0.0137931	0.0131579	0.0109966	0.0118577	0.011989	0.0166533	0.0250531	0.022652	0.0186323	0.0207124	0.0196512	0.0340054	0.0322322	0.015635	0.0282063	0.0159543	0.0374188	0.034529	0.0326269	0.0505784	0.0646253	0.047024	0.037466
car	0.0197186	0.0129055	0.0153771	0.0128934	0.0119766	0.00695831	0.00878751	0.00756431	0.0124695	0.0181282	0.0173625	0.016193	0.0309694	0.0254759	0.0185649	0.0386914	0.0338208	0.0285478	0.00960911	0.0123352	0.0101312	0.00984804	0.00705637	0.00962991	0.00709992	0.0070811	0.00905636	0.011319	0.0166587	0.0137585	0.0144662	0.0156086	0.0107114	0.0177703	0.0142258	0.00873561	0.015564	0.0097852	0.0169528	0.0301675	0.0324636	0.0627568	0.0920871	0.0900354	0.108682
