 	a87	a23	a87	a23	a18	a61	a12	a83	a61	a9	a53	a76	a92	a85	a26	a10	a90	a96	a75	a5	a66	a75	a85	a44	a53	a44	a83	a90	a13	a4	a57	a87	a23	a99	a87	a23	a97	</S>
mbembe	0.0619327	0.0698942	0.0328049	0.0473313	0.0497784	0.0345247	0.0582513	0.0532208	0.0774562	0.0496708	0.0434189	0.0184068	0.0151533	0.0145559	0.0202801	0.0186756	0.0175241	0.0198813	0.0329962	0.0166679	0.0224524	0.0096906	0.01449	0.012184	0.0194783	0.0110909	0.01255	0.0152524	0.0122085	0.0159679	0.0116895	0.0150832	0.0141809	0.0175504	0.0108026	0.0119579	0.00896621	0.0119788
ikoo	0.0206486	0.0150312	0.0150845	0.0151771	0.0121039	0.00954201	0.0154952	0.0133789	0.0139905	0.0300254	0.040279	0.0234745	0.0175868	0.0135444	0.00882015	0.00875758	0.0077964	0.00957017	0.00653396	0.0113773	0.0154734	0.0166537	0.0161403	0.0218056	0.0177277	0.0232351	0.0262104	0.0316559	0.0402289	0.0365058	0.0519583	0.0522926	0.0550054	0.0538075	0.05683	0.0836189	0.0505997	0.0420332
de	0.0423641	0.0237346	0.0303874	0.02454	0.017853	0.0200632	0.0222202	0.0215011	0.0260412	0.0291407	0.0245942	0.0236109	0.0225554	0.0319203	0.0252966	0.0186478	0.0175707	0.0151073	0.0131393	0.0106899	0.0154532	0.0156239	0.0140669	0.0159509	0.00857223	0.004471	0.00749823	0.00903451	0.0154162	0.0267781	0.0353708	0.0470493	0.0319601	0.0327199	0.0800319	0.0858258	0.0481075	0.0450919
tsongo	0.0129259	0.00429085	0.00383471	0.00274166	0.00225755	0.00606224	0.0030282	0.00361154	0.00428728	0.00555802	0.0028141	0.00378586	0.00471557	0.00781145	0.00601617	0.00907382	0.00936732	0.0121043	0.0126773	0.0162432	0.0215083	0.0236938	0.0408422	0.0485963	0.0234391	0.0150965	0.0270747	0.0219111	0.0254234	0.0421903	0.0400062	0.0504804	0.0619309	0.0563428	0.0927044	0.125822	0.0832673	0.0664635
avait	0.0724227	0.0259811	0.0109417	0.00633227	0.00542943	0.00456271	0.00583872	0.00618938	0.00972797	0.0145512	0.0138044	0.0138032	0.0112776	0.0146402	0.0136364	0.0109161	0.0104198	0.0145747	0.0126883	0.0118587	0.0133817	0.0138866	0.0266232	0.0325868	0.035794	0.0283579	0.0359406	0.0289859	0.0366377	0.0352972	0.045229	0.0294152	0.0473989	0.0525095	0.0541616	0.0656725	0.0603384	0.0681866
le	0.0296142	0.0167017	0.0167479	0.0144739	0.0151161	0.0152746	0.0113127	0.0115325	0.0115019	0.0133107	0.0084141	0.00777804	0.0133303	0.0206486	0.0228879	0.0346181	0.0354696	0.0336483	0.033331	0.0344348	0.038878	0.0456569	0.0436252	0.0454434	0.0327551	0.0199448	0.0176191	0.0155979	0.0190693	0.0298595	0.0223673	0.0191881	0.0332925	0.0257573	0.0460717	0.0607392	0.0357574	0.0482305
pouvoir	0.0528083	0.0311903	0.0267822	0.0221146	0.0181385	0.01557	0.01229	0.0167849	0.0121068	0.0171352	0.0184811	0.0287108	0.0332174	0.0424768	0.0382231	0.0208094	0.0227227	0.019902	0.0126401	0.0164946	0.0133169	0.0143103	0.0213097	0.0246727	0.0168925	0.0180614	0.0195127	0.0145058	0.018352	0.0289754	0.0244232	0.0232585	0.0316992	0.0349288	0.0521744	0.0585041	0.0500072	0.0564961
mystique	0.0453637	0.0324825	0.0219752	0.0200236	0.0173127	0.0118232	0.013277	0.0169761	0.0187852	0.0318797	0.0323131	0.0306665	0.0271455	0.0377724	0.0348499	0.0277132	0.0346211	0.0371769	0.0209888	0.022948	0.0202965	0.0148683	0.0205729	0.0199339	0.0119199	0.0143628	0.0187279	0.0175462	0.0168108	0.0251611	0.0314936	0.0224337	0.0295562	0.0306503	0.0428871	0.0332614	0.037809	0.0556143
de	0.0445106	0.0210813	0.0111686	0.00664992	0.0047867	0.00565918	0.00630738	0.0051784	0.00597912	0.00995837	0.0122708	0.0164467	0.0138157	0.0191317	0.0195702	0.0136985	0.0146365	0.0160593	0.0157703	0.0230821	0.0149639	0.0233739	0.0433864	0.0423657	0.0468984	0.0240881	0.0273985	0.0231077	0.0227642	0.0412429	0.0284137	0.0375366	0.0482572	0.0394876	0.0682329	0.0644041	0.0500758	0.0682412
neutraliser	0.080189	0.0446955	0.0307353	0.0230319	0.0143453	0.0195065	0.0197846	0.0186767	0.0169106	0.0251082	0.032655	0.0363017	0.0287538	0.0313314	0.0334902	0.0211885	0.0201349	0.0213897	0.0401992	0.0408978	0.0286202	0.0236621	0.0378244	0.033635	0.0248544	0.0144746	0.0158388	0.0110679	0.0104889	0.0199407	0.0151227	0.0170959	0.0182087	0.0198169	0.0246217	0.0247281	0.0240941	0.0365793
