 	a30	a10	a87	a30	a83	a93	a98	a85	a47	a26	a57	a75	a5	a12	a96	a75	a79	a44	a90	a25	a94	a54	a92	a37	a26	a11	a75	a25	a92	a37	a61	a47	a83	a11	a70	a90	a98	a47	a36	a26	a57	a10	a87	a23	a99	a97	a84	</S>
le	0.0266923	0.0185442	0.0208564	0.0164532	0.0150517	0.033299	0.0216221	0.0331428	0.0541206	0.0470087	0.0538538	0.0566699	0.0662569	0.044256	0.0420801	0.0409568	0.0394175	0.046806	0.0361167	0.017564	0.017775	0.0106263	0.0159345	0.0150872	0.0162831	0.0142715	0.0136133	0.0134978	0.00779838	0.00831311	0.0140855	0.00979116	0.0137557	0.00564577	0.00481159	0.00393854	0.00347033	0.00453215	0.00446028	0.0039955	0.00551609	0.00726869	0.00703344	0.00665227	0.00644763	0.00853574	0.00768158	0.0184094
ruisseau	0.00144848	0.00908218	0.0181823	0.023376	0.0362572	0.0790984	0.128707	0.118049	0.0880403	0.0865893	0.057513	0.0559142	0.0326033	0.0325912	0.0244837	0.0271293	0.0311227	0.0192163	0.0193722	0.0128798	0.016536	0.01703	0.0130313	0.00615069	0.00851097	0.0072011	0.00683495	0.00470525	0.0030916	0.00188188	0.00152633	0.00111351	0.00132597	0.000947655	0.00132954	0.00121607	0.00121245	0.000868132	0.000711965	0.000600238	0.000241983	0.00044179	0.000348985	0.000245666	0.000293166	0.000326151	0.000338863	0.000282574
vouma	0.0153175	0.0200922	0.0217037	0.0292959	0.0370474	0.0592086	0.0821635	0.118943	0.148859	0.0952185	0.0733498	0.0709308	0.0322123	0.0177741	0.0175636	0.0148447	0.0198741	0.0116139	0.00752438	0.0134335	0.0103413	0.00854567	0.00788334	0.00494466	0.00802679	0.00561193	0.0056457	0.00582218	0.00542961	0.00447864	0.0030795	0.00261378	0.00297561	0.00194056	0.00107864	0.00129689	0.00110573	0.00100918	0.0012024	0.00151333	0.000653751	0.000711102	0.000629248	0.000950326	0.00120656	0.00137501	0.00161328	0.00134397
me	0.0366938	0.0241799	0.0175156	0.0149782	0.0153003	0.0177141	0.0195548	0.0274242	0.02135	0.0291869	0.0302434	0.0325217	0.0214577	0.0179546	0.0166493	0.0204585	0.0205384	0.0235423	0.0254395	0.0626618	0.0538334	0.058031	0.0322831	0.035058	0.0373799	0.020875	0.0200957	0.0212325	0.0244962	0.018622	0.016378	0.0138621	0.0106209	0.00815482	0.00650783	0.00457186	0.00398201	0.00795825	0.00563483	0.00718963	0.00630886	0.0077261	0.00651285	0.00904371	0.0149917	0.0129277	0.0175397	0.0228173
fait	0.0595527	0.0486966	0.0430993	0.0305111	0.0181076	0.0186707	0.0126424	0.0159236	0.0151207	0.0158053	0.0200195	0.0225165	0.0157546	0.0122679	0.0157398	0.0125198	0.0249958	0.0257292	0.0430807	0.0775631	0.0609409	0.0700131	0.0447855	0.0347226	0.0285241	0.0215984	0.0242753	0.0142929	0.0136163	0.00955307	0.00922021	0.00877275	0.0075194	0.00439743	0.00297629	0.00232051	0.00161716	0.00253773	0.00332171	0.00135252	0.00409508	0.00374102	0.00587176	0.00831517	0.00789256	0.00849438	0.0162874	0.0306277
peur	0.0621009	0.0485038	0.0424456	0.028188	0.0209128	0.0150363	0.00701722	0.00751985	0.00970799	0.00435491	0.00847359	0.0096458	0.01343	0.0135658	0.0119225	0.013755	0.0154129	0.013131	0.0241387	0.0374772	0.0634378	0.0442812	0.063568	0.052286	0.0328694	0.0224166	0.0147728	0.0101313	0.0110924	0.00768283	0.0113867	0.0117306	0.0105643	0.0108268	0.0116482	0.00871326	0.00637541	0.0106735	0.0143386	0.00918885	0.0208	0.0179622	0.0210764	0.0244747	0.0166882	0.0157011	0.0220728	0.0265004
car	0.0206261	0.0102199	0.00745391	0.00781099	0.00736784	0.0064947	0.00879823	0.0120482	0.0104944	0.0107974	0.014725	0.0249079	0.02584	0.0221989	0.0217346	0.0220377	0.0283696	0.0225747	0.0218049	0.0479698	0.03123	0.0203382	0.0328896	0.027124	0.0289083	0.0193056	0.0128267	0.00943929	0.00760144	0.00373645	0.0140939	0.00904552	0.0101332	0.00860391	0.0134612	0.012833	0.0132817	0.0253196	0.0337743	0.0287318	0.0388528	0.0328579	0.03237	0.0439223	0.0351724	0.0363471	0.031823	0.0317017
il	0.0230264	0.0143422	0.0113746	0.00936557	0.00779548	0.00968315	0.0101616	0.0138879	0.0119259	0.0142033	0.0178764	0.0210984	0.0249046	0.0221529	0.0203709	0.0250894	0.0261542	0.0279378	0.0291701	0.0485102	0.0267381	0.0202447	0.0248573	0.0209482	0.0173229	0.0172478	0.0114266	0.00886066	0.0101764	0.0054074	0.010096	0.00754698	0.00878	0.00847458	0.0135917	0.0147254	0.0164843	0.0325969	0.0297172	0.0349318	0.0331444	0.0329807	0.0291165	0.0371262	0.0360259	0.0316506	0.0304788	0.0402709
est	0.0175823	0.0128398	0.0113561	0.00954959	0.00869581	0.00852472	0.00890591	0.011485	0.0102851	0.0106583	0.0126792	0.0179387	0.0209899	0.019137	0.0162814	0.0200551	0.0226261	0.0184746	0.0173402	0.0335767	0.021623	0.0191988	0.0240118	0.0226089	0.0172492	0.024808	0.0181768	0.0159012	0.018265	0.0136371	0.0235824	0.0188739	0.0193966	0.0213439	0.025114	0.0197541	0.0211659	0.0295529	0.0279595	0.0224085	0.0292108	0.0267171	0.0250279	0.036368	0.037458	0.0327329	0.0368084	0.042064
plein	0.029777	0.0245427	0.0205299	0.0124131	0.00793968	0.00818542	0.00793196	0.00549327	0.0070613	0.00435392	0.00629847	0.0109247	0.0119264	0.00769323	0.00691323	0.00907749	0.0115256	0.00797038	0.00851833	0.0131461	0.0125706	0.00956735	0.0157628	0.015362	0.013154	0.0165362	0.0135418	0.0100217	0.0099913	0.00832621	0.0183907	0.0140326	0.0238004	0.0117142	0.0114166	0.0109281	0.00884826	0.0215101	0.0275705	0.0194944	0.0297367	0.0346996	0.0264771	0.0672702	0.0622251	0.0712307	0.0813061	0.112292
