 	a66	a87	a23	a99	a54	a5	a12	a75	a5	a12	a18	a96	a75	a92	a6	a37	a21	a85	a92	a37	a21	a5	a37	a90	a92	a36	a12	a96	a21	a5	a6	a36	a37	a36	a27	a57	a87	a23	a99	a87	a97	</S>
je	0.0452619	0.0414521	0.0307981	0.0297889	0.0256032	0.03089	0.0470798	0.0376988	0.0265074	0.0303431	0.0181429	0.0199132	0.0104603	0.0107401	0.00841472	0.0113535	0.0140095	0.0125715	0.0171733	0.01558	0.0241062	0.0277633	0.0206671	0.0270667	0.0181576	0.0203045	0.0229906	0.0261305	0.022849	0.0257288	0.00859618	0.0128028	0.0173322	0.0196901	0.0221612	0.0277921	0.033137	0.0290217	0.0297719	0.0281807	0.0151043	0.0368632
demande	0.0290946	0.0284615	0.0488155	0.0330144	0.04098	0.0471309	0.0406013	0.0463499	0.0362775	0.0402327	0.0286619	0.034801	0.0200113	0.0242934	0.0259772	0.0270993	0.0359523	0.0200856	0.0230899	0.0222086	0.0189895	0.0126016	0.015042	0.0292919	0.00956229	0.00783824	0.00831182	0.0109676	0.00667915	0.00550351	0.0101897	0.0220171	0.0216093	0.0105951	0.0155583	0.0237227	0.0153153	0.0187958	0.025233	0.0207678	0.0196043	0.0186653
pardon	0.0326166	0.0253444	0.031893	0.0165597	0.0133173	0.00903804	0.00867086	0.0134962	0.0130882	0.00844685	0.00690894	0.00694831	0.00671429	0.0142906	0.0100569	0.020406	0.0140234	0.00915083	0.00867411	0.00914459	0.00934002	0.0117684	0.0194111	0.0626468	0.0288254	0.0297099	0.0190775	0.020238	0.0227902	0.0141935	0.0272076	0.0620516	0.0217936	0.0483544	0.050781	0.0378787	0.0401557	0.0435144	0.0492149	0.0291311	0.0395591	0.0335677
à	0.0499388	0.0337107	0.0294055	0.023678	0.0106145	0.00536721	0.0101234	0.00775159	0.00665496	0.00479973	0.00367043	0.00392133	0.00331583	0.0073772	0.00626915	0.00919533	0.011356	0.0100317	0.010252	0.0110449	0.0106801	0.0117493	0.0178484	0.024465	0.0336784	0.0274063	0.0235162	0.0350124	0.0391697	0.0426899	0.0477741	0.036617	0.0382038	0.0340726	0.0285639	0.0320899	0.0376277	0.0359388	0.0449626	0.0463692	0.0427996	0.0502869
dieu	0.0333806	0.018485	0.0147447	0.00987608	0.0115341	0.0135106	0.0262247	0.0231896	0.0178487	0.0227285	0.0155064	0.0164007	0.0214796	0.023243	0.0296547	0.0294139	0.0298192	0.0287608	0.0321397	0.0257204	0.0199691	0.01914	0.0206402	0.0214739	0.028	0.0269576	0.0295107	0.0268533	0.0272733	0.0282613	0.029318	0.0229615	0.0258978	0.0253236	0.0244895	0.0239438	0.0274907	0.0269249	0.0245101	0.0202855	0.0281363	0.0289777
pour	0.0348645	0.0233894	0.0202612	0.0190342	0.024804	0.0130534	0.0165795	0.0169021	0.0141132	0.0169347	0.011739	0.011733	0.0177803	0.0192421	0.03755	0.0380112	0.0401246	0.038009	0.0481551	0.0540565	0.0543013	0.0306751	0.0263487	0.0429123	0.0302836	0.0264952	0.0297998	0.0198639	0.019295	0.0169695	0.0128181	0.0139352	0.0173047	0.0162874	0.0194323	0.018097	0.0186343	0.0155834	0.0153278	0.0128736	0.0121311	0.0142935
toutes	0.076388	0.0316583	0.0298217	0.018197	0.0109831	0.00798514	0.00907315	0.005616	0.00450207	0.00698342	0.0061347	0.00788554	0.007866	0.0117389	0.0180409	0.0183736	0.018908	0.0274464	0.0274767	0.0298479	0.0297706	0.0217797	0.0293863	0.0614685	0.0455877	0.0487331	0.0469033	0.0247606	0.0256155	0.0167747	0.0172948	0.0246453	0.0184288	0.0262869	0.045479	0.0354886	0.019513	0.0321545	0.0211787	0.0160006	0.00984318	0.00797983
mes	0.0619319	0.0195029	0.0120903	0.00711409	0.0056662	0.00339799	0.00589263	0.00417086	0.00267263	0.00371867	0.0026806	0.00339647	0.00396776	0.005926	0.010601	0.00947198	0.01233	0.0207884	0.017226	0.0185348	0.0289438	0.0222628	0.0309294	0.0644868	0.0465411	0.0327307	0.040361	0.0273342	0.0414289	0.0314875	0.034158	0.0266895	0.0260083	0.0508625	0.0476358	0.0314235	0.0438988	0.0383396	0.0317512	0.0216493	0.0355315	0.0144647
transgressions	0.0331821	0.00752779	0.00432323	0.00254093	0.00190425	0.0018624	0.00395706	0.00278593	0.00337705	0.00240985	0.00220606	0.00258336	0.00186667	0.00355833	0.00395278	0.0046599	0.00560266	0.0110755	0.0127538	0.0139629	0.01552	0.0228289	0.0356427	0.0472883	0.0396283	0.0437562	0.0470931	0.0380071	0.0622801	0.0627979	0.0372553	0.0255075	0.0337789	0.044364	0.0481297	0.047843	0.0451949	0.046486	0.0413007	0.0242863	0.0378925	0.0270262
</S>	0.0375808	0.0107789	0.0067753	0.00389522	0.00361432	0.00441288	0.00705814	0.00771817	0.00716371	0.00485855	0.00451045	0.00427746	0.00513875	0.00688679	0.00725426	0.0115657	0.00743751	0.0124989	0.0210652	0.0158583	0.0160984	0.0183511	0.0234278	0.0345697	0.0291279	0.0375997	0.0405562	0.0419175	0.0503843	0.0471159	0.0365287	0.0343308	0.0308896	0.0379361	0.0488488	0.0422381	0.0406988	0.0370408	0.0399128	0.0301203	0.0398872	0.0520704
