 	a66	a87	a97	a30	a93	a90	a92	a12	a31	a47	a62	a47	a61	a34	a96	a11	a31	a47	a62	a24	a62	a21	a61	a31	a47	a62	a88	a62	a70	a13	a82	a9	a3	a97	a99	a97	</S>
il	0.0629257	0.0831713	0.0769654	0.0759358	0.0757516	0.0582558	0.0332196	0.0402102	0.0376201	0.0373235	0.023549	0.0121941	0.0112197	0.0133954	0.00947423	0.0150548	0.0138431	0.0134572	0.00792597	0.00797035	0.00941222	0.00631381	0.00791556	0.00617511	0.00650078	0.00841484	0.0107051	0.0193658	0.0244354	0.0252842	0.0257013	0.018606	0.0251966	0.0290348	0.0218957	0.0133262	0.0322538
a	0.00898431	0.0156478	0.029322	0.0325639	0.0492312	0.038066	0.0380509	0.0314062	0.0230432	0.0191182	0.0275572	0.0296981	0.0337935	0.0406858	0.0332366	0.0379575	0.0339254	0.0295658	0.0250108	0.0312682	0.0389609	0.0259787	0.0103988	0.0154283	0.013786	0.0105138	0.0161606	0.0174681	0.0233219	0.0347545	0.0371499	0.0341827	0.0252665	0.032098	0.0206598	0.0221193	0.0136198
la	0.0183385	0.0142108	0.0164172	0.0272675	0.0183047	0.016462	0.0141165	0.0215212	0.0242565	0.0378491	0.0489769	0.0556852	0.0364082	0.0321383	0.0377582	0.0262391	0.0225913	0.0278386	0.0197104	0.0212957	0.0219908	0.0157403	0.0115892	0.0118111	0.00965245	0.00470902	0.00798171	0.00919888	0.0168527	0.0185017	0.0232044	0.0324109	0.0347056	0.0546358	0.0477474	0.0725855	0.0692966
langue	0.0388497	0.0334134	0.0282633	0.0232639	0.0196424	0.0111847	0.0124631	0.0160501	0.0200444	0.00806217	0.0173064	0.0196185	0.044127	0.0304072	0.0662423	0.0535236	0.0725515	0.063385	0.0507325	0.0404349	0.0338759	0.0427777	0.0437614	0.0319873	0.030677	0.0220839	0.0219647	0.0111658	0.00859482	0.0101686	0.0135186	0.01263	0.0129655	0.0102512	0.00872913	0.00816805	0.00711418
pendante	0.0311473	0.0312661	0.0345211	0.0228052	0.0239124	0.0107115	0.00873373	0.0105845	0.0134674	0.0180804	0.0228446	0.0331988	0.0582152	0.0348703	0.0640091	0.0389406	0.051255	0.0404201	0.0379729	0.0261902	0.0247336	0.0239133	0.0259844	0.020301	0.02527	0.0269131	0.0227973	0.0209866	0.0245058	0.0219693	0.0207498	0.0170211	0.0272959	0.0250039	0.0207768	0.024309	0.0143225
parce	0.0311799	0.0244559	0.028348	0.0209666	0.0619173	0.0285964	0.0331071	0.0485768	0.0466242	0.0416146	0.0429266	0.0239333	0.0523253	0.0372281	0.0204211	0.0242023	0.0275308	0.0362016	0.0270857	0.0128774	0.012985	0.0117756	0.0183212	0.0118933	0.0172722	0.0188255	0.0152827	0.0109348	0.0138846	0.00891742	0.00951742	0.00907622	0.0206223	0.0178861	0.0202672	0.0401782	0.0722412
qu'	0.0567502	0.0314916	0.0358093	0.0129947	0.0329497	0.0335526	0.0478422	0.0414818	0.0383356	0.045653	0.0454988	0.0241833	0.0188048	0.0176745	0.00564097	0.00993086	0.0126922	0.0182628	0.0140089	0.0146472	0.0179286	0.0217475	0.0215028	0.00805652	0.0121292	0.00904304	0.0174579	0.00872318	0.0184029	0.0118098	0.0158199	0.0106677	0.0239635	0.0317116	0.043402	0.0792124	0.0902161
il	0.0470353	0.023636	0.0360926	0.0226078	0.0229312	0.0297193	0.0337157	0.0322271	0.0369597	0.027487	0.0435482	0.030288	0.0324184	0.0309061	0.0192243	0.023065	0.0265487	0.0265697	0.0170761	0.0149314	0.0139145	0.0158994	0.0182001	0.0149493	0.0192591	0.0117969	0.0190608	0.0213818	0.022459	0.0239927	0.0212899	0.0244235	0.0333154	0.0358163	0.0382784	0.0486121	0.0403632
a	0.0480008	0.0239314	0.0274099	0.0473495	0.0279317	0.0338577	0.0283328	0.0316883	0.027215	0.0198395	0.0273107	0.0216734	0.0246153	0.0182522	0.0166797	0.0146423	0.0154653	0.0133645	0.0094306	0.011388	0.00877511	0.0179816	0.024044	0.0198189	0.0221231	0.0173903	0.0184987	0.0199854	0.0236539	0.0275268	0.0285182	0.0342543	0.0426886	0.0499063	0.0427839	0.0585178	0.0551544
mangé	0.0864356	0.0635056	0.0692573	0.0540199	0.0412162	0.0413154	0.0377423	0.0340661	0.0294278	0.0197752	0.0249073	0.0217741	0.0242706	0.018082	0.0130271	0.0129369	0.0138251	0.0169168	0.0124827	0.0142422	0.0134368	0.0168878	0.0179598	0.0107469	0.0112216	0.00622363	0.0121393	0.00633553	0.0112878	0.0132218	0.0198381	0.0146237	0.0285157	0.0305702	0.0330663	0.038871	0.0658278
du	0.0652255	0.0568806	0.0573388	0.0378077	0.0351568	0.0344764	0.0363304	0.0296519	0.0314972	0.0307678	0.0377693	0.0196187	0.0234306	0.0243704	0.0124556	0.0174282	0.0171559	0.0243523	0.0141697	0.0159478	0.018669	0.0157423	0.014313	0.0102084	0.0136869	0.00506423	0.0113365	0.00671215	0.0122121	0.0133211	0.0238574	0.0138604	0.0324903	0.0357593	0.0424488	0.0496401	0.0588469
piment	0.0224211	0.0144315	0.0148857	0.0113959	0.0132706	0.0120216	0.0120931	0.0116901	0.0118402	0.0202429	0.0216245	0.0230355	0.024794	0.0252916	0.0184538	0.0178464	0.0185718	0.0200349	0.0166365	0.0148578	0.0193531	0.0193385	0.020132	0.0210281	0.0264104	0.0121993	0.0191516	0.0173401	0.0238355	0.027974	0.0348027	0.034228	0.0519782	0.0775687	0.0687583	0.11603	0.0644322
</S>	0.0322163	0.0198238	0.0201215	0.0157223	0.0203445	0.0242881	0.0221288	0.0278389	0.0219597	0.0515586	0.029394	0.0273357	0.0179734	0.0162959	0.00852773	0.0135521	0.0133814	0.0148791	0.0142979	0.0137766	0.015737	0.0141128	0.0208539	0.0211642	0.0230911	0.0183323	0.0188127	0.0206496	0.0319208	0.0316989	0.0301741	0.0207062	0.0424794	0.0416941	0.0336442	0.0872103	0.102302
